group,n,acc_model,acc_majority,delta_acc_pp,mae_model_pct,mae_baseline_pct,mae_diff_pct,mean_abs_move_pct
2024,705,0.5219858156028369,0.4950354609929078,2.695035460992906,0.07170429908867085,0.07143801133089976,0.00026628775777108593,0.07143836324691462
2025,6182,0.5321902296991265,0.5074409576188935,2.474927208023303,0.06666231311868707,0.0664125993596561,0.0002497137590309756,0.06641207190037977
2026,3516,0.5264505119453925,0.48350398179749715,4.294653014789534,0.053083671389957114,0.05338072246677398,-0.00029705107681686493,0.05338189180253274
