date,y,ens,garch_frozen,garch_roll,persistence,dow,year,garch_dow
2021-02-16,0.4862320046842404,0.3175163865089416,0.2769866838791375,0.2769575575566466,0.2030692206074436,1,2021,0.2872083757320583
2021-02-17,0.3870240069972503,0.3080465793609619,0.2813963919819233,0.2813618129590849,0.4862320046842404,2,2021,0.304007490670713
2021-02-18,0.2272061653827781,0.2444460839033126,0.2826294365875803,0.2825964499792861,0.3870240069972503,3,2021,0.3317888001073665
2021-02-19,0.0297051763453734,0.1824372410774231,0.2807631800322863,0.2807323137376629,0.2272061653827781,4,2021,0.08579387432478039
2021-02-21,0.3187745950170306,0.2062155306339264,0.2773725016144046,0.2773432713676554,0.0297051763453734,6,2021,0.2734747463457217
2021-02-22,0.0921507387902243,0.2694649994373321,0.2772193578298496,0.2771918441356908,0.3187745950170306,0,2021,0.28521655409361313
2021-02-23,0.1316179321984313,0.3162667751312256,0.2741791798914346,0.2741522885456939,0.0921507387902243,1,2021,0.2842972658950191
2021-02-24,0.1412963350168322,0.3091572821140289,0.2714204408433817,0.2713953898435648,0.1316179321984313,2,2021,0.29322994000163227
2021-02-25,0.9170441967493698,0.2433721125125885,0.2688030201603634,0.2687797519928043,0.1412963350168322,3,2021,0.315557475544861
2021-02-26,0.0289923503644177,0.1840184032917022,0.2927748870677968,0.2927337026359986,0.9170441967493698,4,2021,0.08946433739515935
2021-02-28,0.200633471934914,0.2095735967159271,0.2891628958394334,0.2891237022704106,0.0289923503644177,6,2021,0.28509945698300126
2021-03-01,0.2784570646892594,0.2795206308364868,0.2869126119952985,0.286873345378514,0.200633471934914,0,2021,0.295189438284189
2021-03-02,0.1731157532778969,0.31840580701828,0.2857403728675433,0.2857033491546024,0.2784570646892594,1,2021,0.2962851037567191
2021-03-03,0.7355543972140046,0.3183753788471222,0.2832361021377709,0.2831992104125042,0.1731157532778969,2,2021,0.30599502741239437
2021-03-04,0.5325664477420323,0.2548947334289551,0.2967465767515028,0.2966990578322896,0.7355543972140046,3,2021,0.34836141565827333
2021-03-05,0.0679846766907444,0.2011948525905609,0.3017077531687174,0.3016553402624988,0.5325664477420323,4,2021,0.09219398731412075
2021-03-07,0.6042467007203066,0.2313376367092132,0.2980362673260541,0.2979863468965619,0.0679846766907444,6,2021,0.293848136114534
2021-03-08,0.452266521249842,0.3084027469158172,0.3053490970645029,0.305293001995254,0.6042467007203066,0,2021,0.31415777722776417
2021-03-09,0.2090180692728797,0.3562231361865997,0.3073664072697419,0.3073125624492521,0.452266521249842,1,2021,0.31870920778654066
2021-03-10,0.4743329971061669,0.3598719835281372,0.3046991606645273,0.3046482031671686,0.2090180692728797,2,2021,0.3291827112305189
2021-03-11,0.2582199311369012,0.2877012193202972,0.3073287790721818,0.3072797330928462,0.4743329971061669,3,2021,0.3607842412947795
2021-03-12,0.0301272880187832,0.2202699184417724,0.3054626738354135,0.3054134497926423,0.2582199311369012,4,2021,0.09334139272440638
2021-03-14,0.1960489242016428,0.2526496946811676,0.301639552446012,0.3015922964595056,0.0301272880187832,6,2021,0.29740078635367584
2021-03-15,0.1913924379855277,0.3333947658538818,0.2990541302916177,0.2990072762323325,0.1960489242016428,0,2021,0.30768121388402353
2021-03-16,0.6423995993966216,0.3863648474216461,0.2964699445092297,0.2964234865346577,0.1913924379855277,1,2021,0.3074106308049947
2021-03-17,0.5130856171478625,0.3775158226490021,0.3049203167182822,0.3048739194395763,0.6423995993966216,2,2021,0.3294216378794184
2021-03-18,0.1057899077705857,0.2986425757408142,0.3089165516080651,0.3088658337797894,0.5130856171478625,3,2021,0.362648184240301
2021-03-19,0.1698335703322009,0.2264853715896606,0.3053527111577874,0.3053034731043418,0.1057899077705857,4,2021,0.093307791010166
2021-03-21,0.4131508584991337,0.259085476398468,0.3023959233722204,0.3023474772236784,0.1698335703322009,6,2021,0.29814652843691836
2021-03-22,0.7283586170360922,0.3267704248428345,0.3035390338104171,0.3034927554109848,0.4131508584991337,0,2021,0.31229549745025054
2021-03-23,0.2984231450852186,0.3832689225673675,0.3153115013129247,0.3152562881897863,0.7283586170360922,1,2021,0.3269475011341612
2021-03-24,0.3239459757482558,0.3720261454582214,0.3139001924038631,0.3138446105898576,0.2984231450852186,2,2021,0.33912307525209007
2021-03-25,0.156167810252347,0.3037523031234741,0.3129857378371319,0.3129294312744923,0.3239459757482558,3,2021,0.3674251474351348
2021-03-26,0.0245972206381108,0.2247028350830078,0.30965483007405,0.3096014739435676,0.156167810252347,4,2021,0.09462240587380177
2021-03-28,0.1910463549937919,0.2507072687149048,0.3057459453819011,0.305694727123078,0.0245972206381108,6,2021,0.30144947452572574
2021-03-29,0.4181772400500633,0.3168950080871582,0.3030123982804379,0.302961798771503,0.1910463549937919,0,2021,0.3117536695912591
2021-03-30,0.0853104070712894,0.3664518892765045,0.3044848639375613,0.3044317239424463,0.4181772400500633,1,2021,0.31572132631712585
2021-03-31,0.3880955023095964,0.3548093736171722,0.3008364461358136,0.3007859122806177,0.0853104070712894,2,2021,0.32500961525448024
2021-04-01,0.1019844562111202,0.281303346157074,0.3014457225323198,0.3013975337712159,0.3880955023095964,3,2021,0.3538779108930637
2021-04-02,0.0595389998025547,0.2081413716077804,0.2979997730419889,0.2979529279172129,0.1019844562111202,4,2021,0.0910609257034254
2021-04-04,0.4973361237217892,0.2365527600049972,0.294400005810682,0.2943547669005874,0.0595389998025547,6,2021,0.2902629728781814
2021-04-05,0.498244511341511,0.3004609942436218,0.2980990120564997,0.298055164774564,0.4973361237217892,0,2021,0.3066985424937394
2021-04-06,0.0353863008158031,0.3474829792976379,0.3016690654014414,0.3016265892735628,0.498244511341511,1,2021,0.31280161583638455
2021-04-07,0.4011526940442503,0.3410741686820984,0.2979262601786863,0.2978855394282976,0.0353863008158031,2,2021,0.3218655865624981
2021-04-08,0.1528705517984005,0.273454487323761,0.2989341725159179,0.2988953738143187,0.4011526940442503,3,2021,0.350929512536499
2021-04-09,0.0084062576231207,0.2067257463932037,0.2959420512847747,0.2959038881830569,0.1528705517984005,4,2021,0.09043213982839186
2021-04-11,0.1360944470149798,0.2309580743312835,0.2922596509874561,0.2922232569260801,0.0084062576231207,6,2021,0.28815269522280934
2021-04-12,0.3118139690923777,0.2971523702144623,0.2891724075199826,0.2891382854821539,0.1360944470149798,0,2021,0.29751442416379037
2021-04-13,0.2474172916160391,0.3443458378314972,0.2885409297083144,0.2885088391819993,0.3118139690923777,1,2021,0.29918901007495263
2021-04-14,0.1177812162371606,0.3359315991401672,0.286827379346842,0.2867974312380629,0.2474172916160391,2,2021,0.30987487521336676
2021-04-15,0.1436577851485453,0.2686689794063568,0.283777411817543,0.2837480577413583,0.1177812162371606,3,2021,0.3331364492719442
2021-04-16,0.057605371415272,0.2048075944185257,0.2809256956349932,0.2808983773113325,0.1436577851485453,4,2021,0.08584353483650721
2021-04-18,0.5139343865164322,0.2274559438228607,0.2776365665844256,0.2776102338724494,0.057605371415272,6,2021,0.27373510056351535
2021-04-19,0.0274208225472016,0.2874303460121155,0.2825974867710989,0.2825713108116617,0.5139343865164322,0,2021,0.29074983075979655
2021-04-20,0.0157886646026186,0.3397567570209503,0.2791858598781719,0.2791609062897285,0.0274208225472016,1,2021,0.2894887083378929
2021-04-21,0.1604956582431327,0.337675392627716,0.275808050677034,0.2757845240654307,0.0157886646026186,2,2021,0.2979701082965281
2021-04-22,0.6702082153865543,0.2751297354698181,0.2733807667162467,0.2733570280493984,0.1604956582431327,3,2021,0.3209314558892669
2021-04-23,0.0231500621124915,0.2084317207336425,0.2843675892345195,0.2843417167440837,0.6702082153865543,4,2021,0.08689528737358514
2021-04-25,0.0794123527935475,0.2335261404514312,0.2809151759344807,0.2808905779523972,0.0231500621124915,6,2021,0.2769676375134812
2021-04-26,0.0347506643356249,0.304933100938797,0.277728840113125,0.2777049894204101,0.0794123527935475,0,2021,0.2857407338707582
2021-04-27,0.2981933030448562,0.3573271334171295,0.2744033410272311,0.2743809790073726,0.0347506643356249,1,2021,0.28452969929150124
2021-04-28,0.0263967599510029,0.3441152572631836,0.2739318813974882,0.2739110816698623,0.2981933030448562,2,2021,0.2959431828241331
2021-04-29,0.8483965418827576,0.2704706788063049,0.2706790358996359,0.2706592282748319,0.0263967599510029,3,2021,0.31775979749204036
2021-04-30,0.053236178567037,0.2041558772325515,0.2907292785556968,0.290693497612207,0.8483965418827576,4,2021,0.08883925301057365
2021-05-02,0.3063883063231931,0.2264779061079025,0.2872094969407735,0.2871756960977817,0.053236178567037,6,2021,0.2831735080687659
2021-05-03,0.4278747830133831,0.2891323864459991,0.2865306422748647,0.286498859322977,0.3063883063231931,0,2021,0.29479644953952455
2021-05-04,0.0441377939101646,0.3329833149909973,0.2888546492366735,0.2888190063286774,0.4278747830133831,1,2021,0.2995143068542547
2021-05-05,0.4695253962670715,0.326855331659317,0.2853701941043223,0.2853359242477696,0.0441377939101646,2,2021,0.30830060048332947
2021-05-06,0.8314082262259175,0.2597150206565857,0.2886366809539113,0.2886034546881088,0.4695253962670715,3,2021,0.33884091903850655
2021-05-07,0.0411018592046823,0.188900426030159,0.305734375715365,0.3056973489551002,0.8314082262259175,4,2021,0.09342441770275178
2021-05-09,0.3070277131475699,0.2125499248504638,0.301909803085413,0.3018749270379788,0.0411018592046823,6,2021,0.2976672393172169
2021-05-10,0.1474580238442299,0.2890157699584961,0.3010095378941176,0.3009733390915592,0.3070277131475699,0,2021,0.3096930308891541
2021-05-11,0.6458082219631427,0.3397440910339355,0.2978421813910186,0.2978083774022105,0.1474580238442299,1,2021,0.3088335076033255
2021-05-12,0.0977169103153099,0.3275266289710998,0.306692600853568,0.3066507970532517,0.6458082219631427,2,2021,0.331336330704472
2021-05-13,0.5209226558763546,0.2590581178665161,0.3030667364164476,0.3030273954400129,0.0977169103153099,3,2021,0.35578087704572586
2021-05-14,0.067541969192058,0.1952169984579086,0.3070976099204278,0.3070593191152429,0.5209226558763546,4,2021,0.09384098637123228
2021-05-16,0.1251636760596148,0.2160936594009399,0.3033628632995987,0.3033261007327462,0.067541969192058,6,2021,0.2990998805169993
2021-05-17,0.5907612543727988,0.284687340259552,0.2999739005490842,0.299939533253654,0.1251636760596148,0,2021,0.3086275175817379
2021-05-18,0.4008448509186665,0.3330714702606201,0.3063898798793938,0.3063555694686685,0.5907612543727988,1,2021,0.3176966434216699
2021-05-19,0.4425583777478413,0.3188726902008056,0.3073281025053093,0.3072910747851697,0.4008448509186665,2,2021,0.3320228969433006
2021-05-20,0.3973932986186573,0.2531436085700989,0.3090248758575181,0.3089894943802127,0.4425583777478413,3,2021,0.36277534994951544
2021-05-21,0.0550219896528274,0.1947830021381378,0.309795500924944,0.3097575657725079,0.3973932986186573,4,2021,0.09466539120151239
2021-05-23,0.3403218708176837,0.2201319932937622,0.3059630646576773,0.3059267857920173,0.0550219896528274,6,2021,0.3016635427499516
2021-05-24,0.276324570852928,0.288763016462326,0.3054058952844549,0.305371799094485,0.3403218708176837,0,2021,0.31421621395707544
2021-05-25,0.4549516483881517,0.3350632190704345,0.3037245570234646,0.3036927937828083,0.276324570852928,1,2021,0.31493296165353485
2021-05-26,0.0,0.3262284994125366,0.3061198599422778,0.3060842446789864,0.4549516483881517,2,2021,0.3307175682320059
2021-05-27,0.0123025946327308,0.2601129412651062,0.3022497833473951,0.3022160871761828,0.0,3,2021,0.3548218266304625
2021-05-28,0.0270637105998989,0.196114033460617,0.2984570817988871,0.2984251415377526,0.0123025946327308,4,2021,0.09120066728211972
2021-05-30,0.2456983570316204,0.2150613069534301,0.2947392289134049,0.2947091808784708,0.0270637105998989,6,2021,0.290597429074927
2021-05-31,0.0982069134753023,0.2778526246547699,0.292849507551484,0.29282163063114,0.2456983570316204,0,2021,0.3012976008086409
2021-06-01,0.0221098533052144,0.3219558894634247,0.2895443513938263,0.2895173192918143,0.0982069134753023,1,2021,0.30022946122023564
2021-06-02,0.6936139969236231,0.3084377646446228,0.2859951960942244,0.2859695465809816,0.0221098533052144,2,2021,0.3089758233789612
2021-06-03,0.3301487843666537,0.2439627647399902,0.2974969334544269,0.2974610754458999,0.6936139969236231,3,2021,0.34924228621840187
2021-06-04,0.0246617234862236,0.1836674660444259,0.2969825156892777,0.2969487689348158,0.3301487843666537,4,2021,0.09075007849951346
2021-06-06,0.219275820934824,0.2046472132205963,0.2933022719773924,0.2932701250918408,0.0246617234862236,6,2021,0.28918066486326754
2021-06-07,0.1461304432966753,0.265672892332077,0.2910782343240099,0.2910483250002,0.219275820934824,0,2021,0.29947523006854093
2021-06-08,0.0484601588956139,0.3142827749252319,0.2881840099428737,0.2881544806563196,0.1461304432966753,1,2021,0.2988189188320695
2021-06-09,0.0484601588956049,0.3012107014656067,0.2846973905863741,0.2846696698720057,0.0484601588956139,2,2021,0.3075737350542269
2021-06-10,0.5321396116968353,0.2360367476940155,0.2813039284684386,0.2812773352248713,0.0484601588956049,3,2021,0.33023273873707004
2021-06-11,0.0082590705289007,0.1762386709451675,0.2869902316822339,0.2869572215075475,0.5321396116968353,4,2021,0.08769669821574817
2021-06-13,0.0817280153802014,0.1982130706310272,0.2834656711026203,0.2834343066658302,0.0082590705289007,6,2021,0.27948229204882014
2021-06-14,0.0775385669467785,0.2564052045345306,0.2801944257059615,0.2801649748511034,0.0817280153802014,0,2021,0.2882774464297827
2021-06-15,1.1243992788191624,0.2975624203681946,0.2769652239665567,0.2769375908167667,0.0775385669467785,1,2021,0.2871861238802748
2021-06-16,0.7264420540789047,0.2945970892906189,0.3124551526682526,0.312403818561198,1.1243992788191624,2,2021,0.33756192195922685
2021-06-17,0.3567796044831828,0.2502901554107666,0.3235691715963398,0.3235096122832473,0.7264420540789047,3,2021,0.37984941870135613
2021-06-18,0.001685942610564,0.2024537026882171,0.323019134330412,0.3229587234782783,0.3567796044831828,4,2021,0.09870618722888046
2021-06-20,0.4642447973612928,0.2366059273481369,0.3188493573792672,0.3187915279989303,0.001685942610564,6,2021,0.31436875185634156
2021-06-21,0.1802383825528163,0.3119767308235168,0.3206859083852265,0.3206304617603152,0.4642447973612928,0,2021,0.32993702334507724
2021-06-22,0.105588666571481,0.3679374754428863,0.3174241717531652,0.3173717763827504,0.1802383825528163,1,2021,0.32913813585024515
2021-06-23,0.0167675514737379,0.3650276064872741,0.3136982601872684,0.3136475124403606,0.105588666571481,2,2021,0.33890491713705473
2021-06-24,0.0536372791940767,0.295877456665039,0.3096965831050079,0.3096482195818689,0.0167675514737379,3,2021,0.36356389110205395
2021-06-25,0.0050272729568345,0.2259837090969085,0.3058319405092875,0.3057860392309134,0.0536372791940767,4,2021,0.09345423094844643
2021-06-27,0.077955066626147,0.252736896276474,0.3019691537758648,0.3019253223497892,0.0050272729568345,6,2021,0.297725755986758
2021-06-28,0.2401142955341942,0.3248882591724396,0.2983771759992797,0.2983348137458547,0.077955066626147,0,2021,0.30698473088207523
2021-06-29,0.3410113228063691,0.3758807778358459,0.2964552237897931,0.2964125653204417,0.2401142955341942,1,2021,0.3073953668440715
2021-06-30,0.0649660216819437,0.3669402599334717,0.2963792927608419,0.2963348947557986,0.3410113228063691,2,2021,0.3201943153726442
2021-07-01,0.1332613806738752,0.2925867140293121,0.2928316121245971,0.2927887084095007,0.0649660216819437,3,2021,0.34376549871590867
2021-07-02,0.0117994100431757,0.2174669206142425,0.2897102586557223,0.289669757939333,0.1332613806738752,4,2021,0.08852786721838107
2021-07-04,0.0354024077334485,0.2382536232471466,0.2861372865223341,0.2860986277632837,0.0117994100431757,6,2021,0.2821163648029219
2021-07-05,0.348792881170642,0.3079049587249756,0.2826786105952902,0.2826414022625336,0.0354024077334485,0,2021,0.2908332948359414
2021-07-06,0.2363156208277754,0.3554859459400177,0.2831981635713206,0.2831585728966339,0.348792881170642,1,2021,0.29364907883121166
2021-07-07,0.4307087109401726,0.3436547517776489,0.2815895231453647,0.2815492962086491,0.2363156208277754,2,2021,0.30421614053986945
2021-07-08,0.2858313181546431,0.2670998573303222,0.2839282895735526,0.2838895867376506,0.4307087109401726,3,2021,0.3333135700638678
2021-07-09,0.0159984507104864,0.1937340348958969,0.2829641215680062,0.2829275940710405,0.2858313181546431,4,2021,0.08646642441304349
2021-07-11,0.123020937497975,0.2206834852695465,0.2795264822961037,0.2794914524677147,0.0159984507104864,6,2021,0.2755984583832623
2021-07-12,0.7226357612921819,0.2864491939544678,0.2766649400387662,0.2766304217300371,0.123020937497975,0,2021,0.2846461425136323
2021-07-13,0.5006469721407788,0.3339765071868896,0.2900903766718772,0.2900450858884735,0.7226357612921819,1,2021,0.3007956365721384
2021-07-14,0.1953860764105277,0.3236343264579773,0.2940729309414003,0.2940289552581427,0.5006469721407788,2,2021,0.3177026300160238
2021-07-15,0.0575890528966916,0.2532370686531067,0.2916466351904769,0.2916028520650281,0.1953860764105277,3,2021,0.3423744119279449
2021-07-16,0.0211763012569606,0.1911950260400772,0.2881569561133614,0.2881146387068707,0.0575890528966916,4,2021,0.08805321864411877
2021-07-18,0.0974481377666327,0.2175820171833038,0.284619245201585,0.2845788332810548,0.0211763012569606,6,2021,0.2806196556384666
2021-07-19,0.1323424808857597,0.2737958431243896,0.2814685227439796,0.2814290643991448,0.0974481377666327,0,2021,0.2895882984915188
2021-07-20,0.1306468902690953,0.3178146481513977,0.278646697649698,0.2786077817864511,0.1323424808857597,1,2021,0.2889296493039805
2021-07-21,0.2359672777989535,0.3056434988975525,0.2757889625555166,0.2757521873837839,0.1306468902690953,2,2021,0.297949486383492
2021-07-22,0.0237917205935068,0.2375561892986297,0.2743603176812328,0.2743226767155232,0.2359672777989535,3,2021,0.32208138578772616
2021-07-23,0.0093460723199203,0.1793583780527115,0.2710797410460221,0.2710437363622747,0.0237917205935068,4,2021,0.08283486899037831
2021-07-25,0.2622078713560303,0.2033794671297073,0.2678546185823873,0.267819964590611,0.0093460723199203,6,2021,0.2640906126166051
2021-07-26,0.1380402737797152,0.2574184238910675,0.2669105243802879,0.2668777997429558,0.2622078713560303,0,2021,0.2746103324494031
2021-07-27,0.2257041529941733,0.2996447682380676,0.2643579939039855,0.2643271475806504,0.1380402737797152,1,2021,0.2741136468281598
2021-07-28,0.3691565014531833,0.2882420122623443,0.2629160086643561,0.2628870065995453,0.2257041529941733,2,2021,0.2840421495395182
2021-07-29,0.1768227938971115,0.2275462597608566,0.264361583881025,0.2643338457096829,0.3691565014531833,3,2021,0.31034351470742233
2021-07-30,0.0117993105968282,0.1735613793134689,0.2623785629631126,0.2623502666520027,0.1768227938971115,4,2021,0.0801760168615599
2021-08-01,0.0345511929919084,0.1995237320661544,0.2593191944536717,0.2592919498124432,0.0117993105968282,6,2021,0.2556751318643039
2021-08-02,0.0530957801329458,0.2594791352748871,0.2563393613343918,0.2563133944879432,0.0345511929919084,0,2021,0.26373421355094284
2021-08-03,0.2295630871592774,0.3000852763652801,0.2535024768890503,0.2534770876582696,0.0530957801329458,1,2021,0.26285752662076495
2021-08-04,0.0169004563525469,0.2906566858291626,0.2525487710954361,0.2525217819701497,0.2295630871592774,2,2021,0.2728418713258694
2021-08-05,0.6171289273833814,0.2295915633440017,0.2496832786914331,0.2496571171065539,0.0169004563525469,3,2021,0.29311212747025006
2021-08-06,0.0153070336118265,0.1747403591871261,0.2604614618303184,0.2604254086727288,0.6171289273833814,4,2021,0.07959020096634198
2021-08-08,0.1821633674482934,0.197334736585617,0.2574427677441425,0.2574078567526586,0.0153070336118265,6,2021,0.25382507349356387
2021-08-09,0.1551855289738059,0.2574715316295624,0.2556889033114725,0.2556533823480068,0.1821633674482934,0,2021,0.2630649911801391
2021-08-10,0.1790388651463511,0.2981887757778168,0.2536477239242593,0.2536119029802889,0.1551855289738059,1,2021,0.2630081337347173
2021-08-11,0.0801015798979751,0.2907066345214844,0.2518246375264583,0.2517906507615937,0.1790388651463511,2,2021,0.27205955131222287
2021-08-12,0.5500428311681914,0.2274529039859771,0.2492138852203705,0.2491803031761852,0.0801015798979751,3,2021,0.2925610896929312
2021-08-13,0.0144138033613243,0.1699355840682983,0.2569448854425913,0.2569109906863603,0.5500428311681914,4,2021,0.07851562732521335
2021-08-15,0.1442524157855193,0.1906154453754425,0.2539917732069039,0.2539589291750546,0.0144138033613243,6,2021,0.25042257378570254
2021-08-16,0.5688510613345905,0.2548462748527527,0.2518692747137163,0.2518361651982753,0.1442524157855193,0,2021,0.2591351743192325
2021-08-17,0.0059781796460844,0.2999740242958069,0.2605247004052884,0.2604834888336236,0.5688510613345905,1,2021,0.2701388925762715
2021-08-18,0.2805218859036769,0.2944872975349426,0.2574949051638952,0.2574550003683473,0.0059781796460844,2,2021,0.2781854430613939
2021-08-19,0.1976445865482005,0.234760046005249,0.2573551683170059,0.2573133959830782,0.2805218859036769,3,2021,0.30211843298519653
2021-08-20,0.0581405307165956,0.1769686043262481,0.2556848441293453,0.2556451050284963,0.1976445865482005,4,2021,0.07813059170173797
2021-08-22,0.4556671791900777,0.2012760937213897,0.252882179218858,0.2528432306469815,0.0581405307165956,6,2021,0.24932857227992444
2021-08-23,0.080847283892718,0.2559911608695984,0.2571535873036301,0.2571155733349178,0.4556671791900777,0,2021,0.2645719282293753
2021-08-24,0.1190243545292465,0.2999370396137237,0.2543874188400339,0.2543510836600839,0.080847283892718,1,2021,0.2637751257515234
2021-08-25,0.1266807686939434,0.2911202609539032,0.2519339358495474,0.2518993427367285,0.1190243545292465,2,2021,0.2721776321045984
