idx,ts,last_close,p_up,gen_sd,trailing_sd,disp_ratio,gen_distinct
299070,2024-07-08 09:30:00,1.08296,0.3,0.0002303944660051632,0.0004225857262750652,0.5452017228220273,8
299078,2024-07-08 11:30:00,1.08407,0.0,0.000126077029343419,0.00043057164281685143,0.29281312749397037,4
299094,2024-07-08 15:30:00,1.08438,0.4,0.00031880251555874796,0.00042792115947050657,0.7450029251958985,9
299096,2024-07-08 16:00:00,1.08406,0.3,0.0003453173178341444,0.0004311913815816043,0.800844665696993,12
299119,2024-07-08 21:45:00,1.08233,1.0,8.898738148377151e-05,0.00039868296594661737,0.22320336980659136,3
299135,2024-07-09 01:45:00,1.08301,0.6,0.00010356952472168537,0.00028361952811988315,0.36517064042891845,3
299144,2024-07-09 04:00:00,1.0823,1.0,3.9124488830566405e-05,0.00028093801949699755,0.13926377391218328,2
299151,2024-07-09 05:45:00,1.08283,0.6,0.00012930843884611438,0.0002842926376931746,0.4548427278854533,4
299165,2024-07-09 09:15:00,1.08265,0.03333333333333333,0.00015074642325954855,0.00027418748635877694,0.5497932282084362,3
299169,2024-07-09 10:15:00,1.08181,0.8333333333333334,0.00022125443621170995,0.0002371237884564331,0.9330756633569945,3
299170,2024-07-09 10:30:00,1.0818,0.8333333333333334,0.00022503725933415816,0.00023515871765150085,0.9569590342283528,3
299179,2024-07-09 12:45:00,1.08256,0.7333333333333333,0.00020899266148770125,0.00021092563501814106,0.9908357581558375,4
299209,2024-07-09 20:15:00,1.08105,0.06666666666666667,8.958019402874333e-05,0.0002365342990888375,0.378719679868072,4
299247,2024-07-10 05:45:00,1.08205,0.9666666666666667,0.000152492504969438,0.0002191642211238833,0.69579105653035,4
299263,2024-07-10 09:45:00,1.08217,0.13333333333333333,0.0001260754205676847,0.00022000268987606183,0.5730630868136616,3
299283,2024-07-10 14:45:00,1.0825,0.7666666666666667,0.000199732904914085,0.0002156754184743198,0.9260809893264074,8
299288,2024-07-10 16:00:00,1.08223,0.5,0.0001694149376983303,0.00021727890237247633,0.7797118627187563,9
299293,2024-07-10 17:15:00,1.0824,0.4666666666666667,0.00012818604339069866,0.00020791167000493136,0.6165408771314197,4
299295,2024-07-10 17:45:00,1.08241,0.8,0.00017564274791938118,0.00020891975623296255,0.8407187098357765,7
299297,2024-07-10 18:15:00,1.08251,0.5,0.00016335961899353166,0.00018765029007212968,0.870553511698484,7
299301,2024-07-10 19:15:00,1.08253,0.26666666666666666,0.00011603524821643415,0.00017892672802758777,0.6485070704391537,4
299354,2024-07-11 08:30:00,1.08363,0.36666666666666664,0.00016406656819239142,0.00019007970124993072,0.8631461808573904,16
299355,2024-07-11 08:45:00,1.08339,0.6,0.00015465711336713837,0.00019181985733386807,0.8062622687595536,12
299366,2024-07-11 11:30:00,1.08463,0.8,0.00023609166799727461,0.00018830694127468513,1.2537597732676538,8
299367,2024-07-11 11:45:00,1.08454,0.4666666666666667,0.00024083273980275946,0.00018844754792391203,1.2779828788220613,10
299376,2024-07-11 14:00:00,1.08541,0.6333333333333333,0.0001702425654329695,0.00018966587884326205,0.8975919468027046,6
299389,2024-07-11 17:15:00,1.08782,0.23333333333333334,0.0004030690605833619,0.0005920869552311182,0.680759907007284,8
299400,2024-07-11 20:00:00,1.08604,0.5,0.00019273809812890325,0.000599515414966442,0.32148981213384115,5
299404,2024-07-11 21:00:00,1.08675,0.6,0.00021910420438185974,0.0005992208660941577,0.3656484891956869,6
299420,2024-07-12 01:00:00,1.08658,0.36666666666666664,0.0001692850927906337,0.0005970966553883447,0.2835137180269962,3
299426,2024-07-12 02:30:00,1.08703,0.06666666666666667,0.00015983462132693795,0.0006095527337741345,0.2622162324452203,3
299435,2024-07-12 04:45:00,1.08664,0.16666666666666666,0.00016150398724945218,0.0006091047789767238,0.2651497621160905,3
299444,2024-07-12 07:00:00,1.08692,0.1,0.00013645307156976731,0.0006091204240968693,0.22401657565839064,3
299448,2024-07-12 08:00:00,1.08691,0.1,0.00018899563565939425,0.0006093532945741932,0.3101577317169697,6
299451,2024-07-12 08:45:00,1.08643,0.5,0.00010995145562412658,0.0006100672109174231,0.18022843000983588,9
299456,2024-07-12 10:00:00,1.08751,0.06666666666666667,0.00019345242207966038,0.0006123160672626118,0.31593556403721146,3
299462,2024-07-12 11:30:00,1.08831,0.1,0.00019844917052602642,0.0006138856125961343,0.3232673424072947,3
299474,2024-07-12 14:30:00,1.08859,0.9,0.00023168730738367202,0.0006109147192568602,0.37924656270437423,3
299503,2024-07-12 21:45:00,1.09069,0.3,0.00020381915471411036,0.00024274099676624276,0.8396569076890882,2
299514,2024-07-15 00:30:00,1.08862,0.4,0.00024376784241011173,0.00029111230276149177,0.8373670233024493,9
299518,2024-07-15 01:30:00,1.08831,0.6,0.00015731100639162568,0.0002921695476727251,0.5384236914650607,8
299530,2024-07-15 04:30:00,1.08882,0.0,9.820784486123732e-05,0.00026473153848883516,0.3709714581867969,6
299559,2024-07-15 11:45:00,1.09097,0.16666666666666666,0.00021794971104328916,0.00027904855328838804,0.7810458376325817,3
299580,2024-07-15 17:00:00,1.09166,0.03333333333333333,0.00020921951884076816,0.0002939486964406749,0.7117552191050219,3
299592,2024-07-15 20:00:00,1.08944,0.7333333333333333,0.00016841730958831988,0.00031829582693708176,0.5291219530239437,5
299595,2024-07-15 20:45:00,1.09003,0.16666666666666666,0.00018534797347067314,0.0003190903175465495,0.5808636717522281,6
299627,2024-07-16 04:45:00,1.08891,0.3,8.479067047420394e-05,0.0002748498026911773,0.30849820390620836,4
299663,2024-07-16 13:45:00,1.08946,0.36666666666666664,0.00017974909955160195,0.0002575775401007617,0.69784461596025,7
299668,2024-07-16 15:00:00,1.08802,0.2,0.00029806018835875855,0.0003073982171578552,0.9696223716408174,12
299680,2024-07-16 18:00:00,1.08841,0.3333333333333333,0.00017294050561271343,0.00030607074023956786,0.5650344279147669,3
299689,2024-07-16 20:15:00,1.08909,0.06666666666666667,0.00015254485000121558,0.00028118015463264606,0.542516416923204,3
299694,2024-07-16 21:30:00,1.08973,0.1,8.295502417765842e-05,0.00028096678169322697,0.29524851186227663,4
299697,2024-07-16 22:15:00,1.09016,0.0,8.121263649282834e-05,0.00028072627977934126,0.2892947413283279,3
299704,2024-07-17 00:00:00,1.08982,0.16666666666666666,0.00011356096334324628,0.0002781880899801138,0.4082164817025925,4
299707,2024-07-17 00:45:00,1.08989,0.23333333333333334,0.00011175923877166623,0.00027799143298411026,0.40202403927337677,4
299718,2024-07-17 03:30:00,1.08977,0.5666666666666667,5.753656609808693e-05,0.0002794583505586469,0.20588601479637073,2
299729,2024-07-17 06:15:00,1.0905,0.6,0.00011090378315219556,0.0002839546833882669,0.3905685999922414,3
299738,2024-07-17 08:30:00,1.09016,0.36666666666666664,0.00020188411903412115,0.0002842705290750957,0.7101830769829449,6
299742,2024-07-17 09:30:00,1.09055,0.1,0.00015102056939180145,0.00029460980854666526,0.5126121568619812,6
299745,2024-07-17 10:15:00,1.09094,0.5,0.00016286530489508842,0.00029909191543773226,0.5445326218755493,7
299751,2024-07-17 11:45:00,1.09429,0.4666666666666667,0.000303498943762244,0.0003695327504121611,0.8213045891703352,3
299763,2024-07-17 14:45:00,1.09434,0.6,0.00046369714784047337,0.0003932886103454398,1.1790251119481725,6
299767,2024-07-17 15:45:00,1.09372,0.7333333333333333,0.0002963990358875764,0.00035111392985118684,0.8441676922735583,7
299778,2024-07-17 18:30:00,1.09243,0.43333333333333335,0.00017680882513832519,0.0003539905006689254,0.4994733610201821,8
299803,2024-07-18 00:45:00,1.09388,0.7666666666666667,4.4241357701809435e-05,0.0003529056730054079,0.1253631241601817,3
299815,2024-07-18 03:45:00,1.09351,0.9,0.00011760839442106794,0.0003510744363684945,0.33499560844590776,6
299822,2024-07-18 05:30:00,1.09354,0.0,0.00011503930904785969,0.00034879874605344785,0.32981571851818453,5
299823,2024-07-18 05:45:00,1.09336,0.4666666666666667,0.0001007459691426842,0.0003488581516877491,0.28878777421505814,6
299834,2024-07-18 08:30:00,1.0931,0.3333333333333333,0.0001522763112577655,0.0003490709461650998,0.4362331294846392,6
299837,2024-07-18 09:15:00,1.09334,0.36666666666666664,0.00015133182024054196,0.00034900225094720914,0.4336127341007687,8
299851,2024-07-18 12:45:00,1.09357,0.4,0.00021840360655824167,0.0002589655908162671,0.8433692131446001,9
299872,2024-07-18 18:00:00,1.09119,0.7333333333333333,0.0002420321326474297,0.0002441446529626381,0.9913472595464474,12
299874,2024-07-18 18:30:00,1.09154,0.5333333333333333,0.00018614624871927005,0.00023598640362452883,0.7888007353823739,6
299876,2024-07-18 19:00:00,1.09157,0.5666666666666667,0.00018042375437224797,0.00023014268740424742,0.7839647499002749,5
299882,2024-07-18 20:30:00,1.08989,0.6666666666666666,0.00022046827769783332,0.00023706117397004461,0.9300058461943329,18
299883,2024-07-18 20:45:00,1.08954,0.8,0.00019493938972176545,0.00023865824815476322,0.8168139640216947,11
299886,2024-07-18 21:30:00,1.08951,0.3,0.00013715911253880359,0.00023558340532213554,0.5822104165242578,8
299907,2024-07-19 02:45:00,1.0894,0.9,0.00010555927476129362,0.00024283139210432302,0.43470192978980327,4
299929,2024-07-19 08:15:00,1.08851,0.43333333333333335,0.00018749903364901415,0.0002479185877674197,0.7562927626262252,10
299945,2024-07-19 12:15:00,1.08793,0.6333333333333333,0.00015427333385383595,0.00025629644668789234,0.6019331748352481,5
299946,2024-07-19 12:30:00,1.08851,0.36666666666666664,0.00017435582078170278,0.0002639127001001606,0.6606571821497448,11
299952,2024-07-19 14:00:00,1.08927,0.43333333333333335,0.00018500439918737313,0.0002623203346358704,0.7052613722995575,13
299953,2024-07-19 14:15:00,1.08882,0.5666666666666667,0.0002361661784808927,0.00026520466999671187,0.8905053537851381,16
299957,2024-07-19 15:15:00,1.08861,0.4,0.0001905809814866314,0.00026787196999109904,0.7114629481127275,12
299964,2024-07-19 17:00:00,1.08893,0.23333333333333334,0.00020837900904524827,0.0002600070635474883,0.8014359540935679,10
299976,2024-07-19 20:00:00,1.08834,0.3333333333333333,0.0001330650349587012,0.0002377476959765462,0.5596901135556243,7
299990,2024-07-21 23:30:00,1.08837,0.5,0.00017150071029518513,0.00022975324239848523,0.7464561044049746,8
299993,2024-07-22 00:15:00,1.08876,0.5666666666666667,0.00012889108641041342,0.0002315445007575036,0.5566579469119025,6
300004,2024-07-22 03:00:00,1.08933,0.8333333333333334,0.00011495686632099086,0.00024115987624313758,0.47668321991130586,7
300027,2024-07-22 08:45:00,1.08867,0.43333333333333335,0.00016298256017594824,0.0002592166784744953,0.6287502838749025,8
300033,2024-07-22 10:15:00,1.08911,0.3333333333333333,0.00020398308962321356,0.00025872522286163855,0.7884159393778933,12
300036,2024-07-22 11:00:00,1.08877,0.5333333333333333,0.000155560686188258,0.00025164436257504044,0.6181767181129271,9
300053,2024-07-22 15:15:00,1.08762,0.8,0.00018243517127651467,0.0002525069892385671,0.7224955310213256,7
300054,2024-07-22 15:30:00,1.08796,0.6333333333333333,0.00018354394317165752,0.00025233192599720877,0.7273908858195289,7
300063,2024-07-22 17:45:00,1.08786,0.7666666666666667,0.0001692199804371765,0.0002494465662815332,0.6783816789291441,10
300065,2024-07-22 18:15:00,1.08827,0.5333333333333333,0.00018324589301420293,0.00025021745465661087,0.7323465633749763,10
300066,2024-07-22 18:30:00,1.08828,0.5,0.0001667754821019525,0.00025016460247972983,0.6666629908820368,9
300087,2024-07-22 23:45:00,1.08895,0.13333333333333333,0.00010283745429834117,0.00024878215768713827,0.41336346325795104,4
300120,2024-07-23 08:00:00,1.08895,0.7333333333333333,0.0001455302519337924,0.00021811109965023354,0.6672299216645419,8
