idx,ts,last_close,p_up,gen_sd,trailing_sd,disp_ratio,gen_distinct
149795,2024-07-15 17:00:00,1.09166,0.8,0.0004646583973150297,0.0004000134167732729,1.161607030742165,3
149799,2024-07-15 19:00:00,1.09055,0.9,0.0002466292359186541,0.0003580577417026967,0.6887973843152811,5
149807,2024-07-15 23:00:00,1.08933,0.4,0.00027480680111893226,0.00036724822400509977,0.7482862629585274,6
149808,2024-07-15 23:30:00,1.08945,0.1,0.00022038319616439811,0.00036712779529721466,0.6002901414369431,4
149819,2024-07-16 05:00:00,1.08903,0.03333333333333333,0.0001733042623387309,0.00036622914041270277,0.47321265081045905,4
149826,2024-07-16 08:30:00,1.08859,0.3333333333333333,0.00023628361201914484,0.0003671392174354193,0.6435804207179466,4
149828,2024-07-16 09:30:00,1.08957,0.23333333333333334,0.00031541708670060364,0.0003749199145855415,0.8412918984292531,9
149835,2024-07-16 13:00:00,1.08987,0.1,0.0002738892035225639,0.0003587466704427088,0.7634613115281959,5
149838,2024-07-16 14:30:00,1.09004,0.26666666666666666,0.0002007846187825203,0.0003624119397031393,0.5540231895974178,5
149841,2024-07-16 16:00:00,1.08826,0.26666666666666666,0.00033749346397658796,0.00041849900136251033,0.8064379195118936,9
149843,2024-07-16 17:00:00,1.08779,0.36666666666666664,0.00017526032741048335,0.00041780954981467263,0.41947420179415096,6
149844,2024-07-16 17:30:00,1.08818,0.8,0.0002096911082691378,0.0004188411578615795,0.500645899604827,6
149862,2024-07-17 02:30:00,1.08969,0.43333333333333335,0.00019532016757700289,0.00037496078766519384,0.5209082496151736,3
149878,2024-07-17 10:30:00,1.09122,0.1,0.00029427822855210316,0.0003838914370565745,0.7665662740706953,8
149886,2024-07-17 14:30:00,1.09359,0.43333333333333335,0.0005028608036393788,0.0004965734028046815,1.0126615738965996,9
149895,2024-07-17 19:00:00,1.09292,0.03333333333333333,0.00016712496547461212,0.000500782511846209,0.33372763928692545,5
149899,2024-07-17 21:00:00,1.09363,0.6333333333333333,0.00030061643679417534,0.00049617952703499,0.605862234160613,2
149901,2024-07-17 22:00:00,1.09355,0.7333333333333333,0.0002723852839750664,0.000495128786326832,0.550130171173821,2
149902,2024-07-17 22:30:00,1.0938,0.6333333333333333,0.00029527393180241954,0.0004942504649361295,0.5974176106047303,2
149925,2024-07-18 10:00:00,1.09311,0.0,0.00026745801800292954,0.0004919476066710882,0.5436717536096269,7
149928,2024-07-18 11:30:00,1.09287,0.5666666666666667,0.0003054287531953651,0.0004890971256994931,0.6244746434740326,8
149929,2024-07-18 12:00:00,1.09304,0.1,0.00026641568542360973,0.0004890866116575626,0.544720871668723,7
149934,2024-07-18 14:30:00,1.09297,0.1,0.00037366432562456025,0.000489934331746122,0.7626824686745743,7
149939,2024-07-18 17:00:00,1.09145,0.03333333333333333,0.00019190916202852865,0.00046345340902897287,0.41408512331502006,6
149946,2024-07-18 20:30:00,1.08989,0.9,0.00034644926291700065,0.0004748648253845616,0.7295744902487445,5
149948,2024-07-18 21:30:00,1.08951,0.8,0.0003540888063719757,0.00047532329146062055,0.7449431002715994,4
149951,2024-07-18 23:00:00,1.08957,0.4666666666666667,0.00029324391154252126,0.00047450496707537816,0.6179996667894471,3
149952,2024-07-18 23:30:00,1.0896,0.3,0.00026180033014727195,0.0004726932777209451,0.553848219313637,3
149963,2024-07-19 05:00:00,1.08915,0.16666666666666666,0.00024950551184200966,0.00047703542815425473,0.5230335046757351,3
149964,2024-07-19 05:30:00,1.08884,0.9,0.00016883921209645384,0.00047621012596652196,0.35454771515783223,3
149968,2024-07-19 07:30:00,1.0888,0.7666666666666667,0.0002284342195355264,0.00047411645146529577,0.48181036289614443,3
149970,2024-07-19 08:30:00,1.0886,0.5666666666666667,0.00026175560250951414,0.0004742762974531648,0.551905300591925,3
