month_end,pair,country,price,for_policy_rate,for_rate_3m,for_yield_10y,for_curve_slope,for_cpi_yoy_pct,for_unemployment_rate,for_rate_change_3m,us_policy_rate,us_rate_3m,us_yield_10y,us_curve_slope,us_cpi_yoy_pct,us_unemployment_rate,us_rate_change_3m,vix_level,us_equity_1m_return,own_return_1m,own_return_3m,own_return_12m,fwd_logret_1m,y_1m,fwd_logret_3m,y_3m
2001-09-30,JPYUSD,JP,0.008387150884844418,0.00505,,1.346,,,,-0.012570000000000001,3.07,2.87,4.73,1.8600000000000003,2.8389339513325673,,-0.9000000000000004,31.93,-10.203010852860073,-0.40339579032906414,4.509700031957653,-9.984952855395246,-0.0273831064794674,0,-0.09444821928671843,0.0
2001-09-30,NOKUSD,NO,0.1126126126126126,7.3,7.14,6.4,-0.7399999999999993,,,-0.07000000000000028,3.07,2.87,4.73,1.8600000000000003,2.8389339513325673,,-0.9000000000000004,31.93,-10.203010852860073,-0.16906174779074412,4.932627097474551,2.14463031010097,-0.00269905696916517,0,-0.010351641807654577,0.0
2001-09-30,NZDUSD,NZ,0.4067,5.55,5.57,6.52,0.9499999999999993,,,-0.20000000000000018,3.07,2.87,4.73,1.8600000000000003,2.8389339513325673,,-0.9000000000000004,31.93,-10.203010852860073,-7.30008928844903,0.49297610313588924,-0.1965119767738499,0.014160392861556792,1,0.022849803075716824,1.0
2001-09-30,SEKUSD,SE,0.09357075352527815,2.0,4.01,5.26,1.25,,,0.5,3.07,2.87,4.73,1.8600000000000003,2.8389339513325673,,-0.9000000000000004,31.93,-10.203010852860073,-2.425526496805608,1.7980742306984876,-10.43618867410645,0.0015076250274623781,1,0.021756233118991553,1.0
2001-10-31,AUDUSD,AU,0.503,4.52173913043478,4.36,5.40760869565217,1.04760869565217,,,-0.4782608695652204,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,1.6840815012423516,-0.9891277478742633,-2.9578103721003335,0.033815398196518576,1,0.008315233023276858,1.0
2001-10-31,CADUSD,CA,0.6287331027978623,3.25254090909091,2.728,5.23272727272727,2.5047272727272696,,,-1.1077686147186103,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-0.6813476614147218,-3.812731553151505,-4.054696161279859,0.011890596106914897,1,-0.0006285355329487263,0.0
2001-10-31,CHFUSD,CH,0.6117330397014743,2.15,2.06915434782609,3.005,0.93584565217391,,,-1.0500000000000003,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-0.9774167255451771,5.579467910451696,9.510439388213676,-0.0035417721439941485,0,-0.050283425125686954,0.0
2001-10-31,EURUSD,EZ,0.8993,3.9713,3.59986956521739,4.81686943478261,1.2169998695652202,,,-0.5341999999999998,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-1.171802044217539,2.716425125275304,5.802875015224526,-0.003899509147270025,0,-0.04538221157957498,0.0
2001-10-31,GBPUSD,GB,1.4534,4.5973,4.42821,4.8253,0.3970900000000004,,,-0.6970000000000001,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-1.074432919384588,1.9593484450854515,0.19973146210768844,-0.01938300982980884,0,-0.028898500129348192,0.0
2001-10-31,JPYUSD,JP,0.008160600620205646,0.00314,,1.363,,,,-0.00972,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-2.73831064794674,1.9876230004792994,-11.571442430155532,-0.005533868288916111,0,-0.08984995363230297,0.0
2001-10-31,NOKUSD,NO,0.11230907457322552,7.31,6.94,6.1,-0.8400000000000007,,,0.009999999999999787,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,-0.269905696916517,2.561257585672605,4.1253168397798134,-0.0024677522338341085,0,-0.022652534228249088,0.0
2001-10-31,NZDUSD,NZ,0.4125,5.25,5.15,6.4,1.25,,,-0.5,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,1.4160392861556792,0.1455604332700644,4.031707151028508,0.009169948426194119,1,0.010130332653672136,1.0
2001-10-31,SEKUSD,SE,0.093711929528629,2.0,3.7,5.17,1.4699999999999998,,,0.020000000000000018,2.49,2.31,4.57,2.2600000000000002,2.6497695852534475,,-1.2799999999999998,33.56,0.8594493823840921,0.15076250274623781,-0.4320066823947144,-6.524473364938421,-0.0002810962773254211,0,-9.370753884052618e-05,0.0
2001-11-30,AUDUSD,AU,0.5203,4.5,4.28,5.45772727272727,1.17772727272727,,,-0.5,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,3.3815398196518576,-1.4122372115364268,-1.127580030993447,-0.01666705248521161,0,-0.006943133003118773,0.0
2001-11-30,CADUSD,CA,0.6362537379907106,2.645,2.1525,5.17714285714286,3.02464285714286,,,-1.7153095238095202,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,1.1890596106914897,-1.532326824592517,-2.3301775201406807,-0.013147272364034512,0,-0.020903613244826535,0.0
2001-11-30,CHFUSD,CH,0.6095702529716549,2.18,1.93803509090909,3.261,1.3229649090909101,,,-1.02,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-0.35417721439941485,1.7702785358743645,5.687051978297214,-0.011696039763191168,0,-0.03709668562251095,0.0
2001-11-30,EURUSD,EZ,0.8958,3.5073,3.38568181818182,4.6666605,1.2809786818181799,,,-0.9981999999999998,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-0.3899509147270025,-1.4627920404279127,2.9913855218508116,-0.006383357808313922,0,-0.034063238765319526,0.0
2001-11-30,GBPUSD,GB,1.4255,3.5761,3.99675,4.6271,0.6303500000000004,,,-1.7182,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-1.938300982980884,-1.7730344531461217,0.3161780255626023,0.020002055830937726,1,-0.008878299580964533,0.0
2001-11-30,JPYUSD,JP,0.008115565654926148,0.00243,,1.328,,,,-0.01043,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-0.5533868288916111,-3.6950932671674153,-10.507200383585591,-0.061531244518334915,0,-0.08356987233957902,0.0
2001-11-30,NOKUSD,NO,0.1120322652924042,7.15,6.9,5.86,-1.04,,,-0.14999999999999947,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-0.24677522338341085,-0.685742668090672,3.9324122205112833,-0.005184832604655298,0,0.0009527279561685198,1.0
2001-11-30,NZDUSD,NZ,0.4163,4.96,4.87,6.3,1.4299999999999997,,,-0.79,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,0.9169948426194119,-4.967055159673938,1.7202120123458342,-0.0004805382120340873,0,0.011939014784041135,1.0
2001-11-30,SEKUSD,SE,0.0936855911560802,2.0,3.68,4.96,1.2799999999999998,,,0.020000000000000018,2.09,2.03,4.65,2.6200000000000006,2.127659574468077,,-1.6800000000000002,23.84,4.389397498911096,-0.02810962773254211,-2.302873621791912,-6.1233763648170125,0.020529704368854595,1,0.019296853029307393,1.0
2001-12-31,AUDUSD,AU,0.5117,4.27631578947368,4.25,5.81684210526316,1.5668421052631603,,,-0.4986842105263207,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-1.6667052485211609,3.3989160723730483,-8.302977843953618,-0.00883311268803011,0,0.04134560179551028,1.0
2001-12-31,CADUSD,CA,0.6279434850863422,2.24130526315789,2.0,5.40842105263158,3.4084210526315797,,,-1.48577368421053,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-1.3147272364034512,-0.8070152871266834,-6.017338925725458,0.0006281407241708892,1,-0.0020700694278622533,0.0
2001-12-31,CHFUSD,CH,0.6024822267743102,1.65,1.74428288888889,3.555,1.8107171111111102,,,-0.4700000000000002,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-1.1696039763191168,-2.501197916263709,-2.4147514767956735,-0.03504561321850164,0,-0.013286448368545756,0.0
2001-12-31,EURUSD,EZ,0.8901,3.3389,3.34488888888889,4.95876742857143,1.6138785396825397,,,-0.6475999999999997,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-0.6383357808313922,-2.2000887397759334,-5.326864801198259,-0.03509934462399103,0,-0.020888487947355427,0.0
2001-12-31,GBPUSD,GB,1.4543,4.5841,4.0506,4.8928,0.8422000000000001,,,-0.2684999999999995,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,2.0002055830937726,-1.0125283192716994,-2.7935913886338315,-0.02951754613047708,0,-0.02035287148091347,0.0
2001-12-31,JPYUSD,JP,0.007631257631257632,0.00184,,1.334,,,,-0.0032099999999999997,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-6.1531244518334915,-9.444821928671843,-13.623869963596924,-0.022784840825051944,0,-0.012588321233402588,0.0
2001-12-31,NOKUSD,NO,0.11145290000445811,7.11,6.59,6.17,-0.41999999999999993,,,-0.1899999999999995,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-0.5184832604655298,-1.0351641807654577,-1.9287847420058846,-0.014999949389759681,0,0.013396814182821348,1.0
2001-12-31,NZDUSD,NZ,0.4161,4.75,4.86,6.62,1.7599999999999998,,,-0.7999999999999998,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,-0.04805382120340873,2.2849803075716824,-6.106276888538542,0.0014409224395121045,1,0.05698482938733851,1.0
2001-12-31,SEKUSD,SE,0.09562880722188752,2.0,3.71,5.24,1.5300000000000002,,,0.0,1.82,1.83,5.09,3.26,1.9517795637198576,,-1.2499999999999998,23.8,1.2993967731866007,2.0529704368854595,2.1756233118991553,-10.190155431963177,-0.0203423156303697,0,0.009039403340818097,1.0
2002-01-31,AUDUSD,AU,0.5072,4.25,4.26,5.85833333333333,1.59833333333333,,,-0.2717391304347796,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-0.8833112688030109,0.8315233023276858,-7.736988382499954,0.018557032170122945,1,0.05746506152606645,1.0
2002-01-31,CADUSD,CA,0.6283380458686774,2.09457727272727,1.914,5.34363636363636,3.4296363636363605,,,-1.15796363636364,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,0.06281407241708892,-0.06285355329487263,-5.954524853308368,-0.008384481604962912,0,0.014812272335161636,1.0
2002-01-31,CHFUSD,CH,0.5817335660267597,1.42,1.60372514285714,3.59,1.98627485714286,,,-0.73,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-3.5045613218501637,-5.028342512568695,-4.552325502408361,0.009644967359181855,1,0.058329410245058944,1.0
2002-01-31,EURUSD,EZ,0.8594,3.2936,3.33877272727273,5.02288778260869,1.6841150553359596,,,-0.6776999999999997,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-3.509934462399103,-4.538221157957498,-7.980996008724183,0.007419463666985426,1,0.046382489517937525,1.0
2002-01-31,GBPUSD,GB,1.412,3.7685,4.04677,4.9171,0.8703299999999992,,,-0.8287999999999998,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-2.951754613047708,-2.8898500129348195,-3.4319311427419343,0.0006371907185748205,1,0.031029158346301877,1.0
2002-01-31,JPYUSD,JP,0.007459346561241235,0.00111,,1.42,,,,-0.0020299999999999997,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-2.2784840825051944,-8.984995363230297,-14.134083997592661,0.0007462130038078385,1,0.04274773737391868,1.0
2002-01-31,NOKUSD,NO,0.10979358805445762,6.7,6.32,6.23,-0.08999999999999986,,,-0.6099999999999994,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-1.4999949389759681,-2.265253422824909,-3.0398087148935105,0.0211375099505835,1,0.0803263813409143,1.0
2002-01-31,NZDUSD,NZ,0.4167,4.75,4.86,6.58,1.7199999999999998,,,-0.5,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,0.14409224395121045,1.0130332653672136,-6.00739260195764,0.010978630556563118,1,0.07063938341248166,1.0
2002-01-31,SEKUSD,SE,0.0937031484257871,1.52,3.74,5.27,1.5299999999999994,,,-0.48,1.73,1.74,5.04,3.3,1.6045845272206316,,-0.7600000000000002,21.09,-0.19321912590474222,-2.03423156303697,-0.009370753884052618,-11.394506713530639,0.019109464290822498,1,0.03742322914624907,1.0
2002-02-28,AUDUSD,AU,0.5167,4.25,4.31,5.94575,1.6357500000000007,,,-0.2717391304347796,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,1.8557032170122945,-0.6943133003118773,-1.5554802336740337,0.03162168231341744,1,0.09113164291004383,1.0
2002-02-28,CADUSD,CA,0.6230917814194031,1.995595,2.015,5.321,3.3059999999999996,,,-1.2569459090909099,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,-0.8384481604962912,-2.0903613244826538,-4.648737802657388,0.00568627145292977,1,0.049429037281359944,1.0
2002-02-28,CHFUSD,CH,0.5873715124816447,1.68,1.5666706,3.61,2.0433294,,,-0.47,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,0.9644967359181855,-3.709668562251095,-1.7120764153063628,0.012114197490774026,1,0.08146809897899232,1.0
2002-02-28,EURUSD,EZ,0.8658,3.283,3.3571,5.066115,1.709015,,,-0.6882999999999999,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,0.7419463666985426,-3.4063238765319523,-6.2023232938649935,0.006791393009650176,1,0.07571543110779191,1.0
2002-02-28,GBPUSD,GB,1.4129,4.0574,4.05268,4.9251,0.87242,,,-0.5398999999999994,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,0.06371907185748205,-0.8878299580964533,-2.128782860175554,0.008527483930988788,1,0.03450297033424932,1.0
2002-02-28,JPYUSD,JP,0.00746491489997014,0.001,,1.501,,,,-0.00214,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,0.07462130038078385,-8.356987233957902,-13.297700978766258,0.009450306587841517,1,0.07621184439814765,1.0
2002-02-28,NOKUSD,NO,0.112139052425007,6.76,6.57,6.35,-0.22000000000000064,,,-0.5499999999999998,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,2.11375099505835,0.09527279561685198,0.05605381312685509,0.00725925362199753,1,0.1082616453890286,1.0
2002-02-28,NZDUSD,NZ,0.4213,4.75,4.93,6.61,1.6800000000000006,,,-0.5,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,1.0978630556563118,1.1939014784041135,-2.1137470859583063,0.04456527639126329,1,0.12835542842594427,1.0
2002-02-28,SEKUSD,SE,0.09551098376313276,1.5,3.87,5.36,1.4900000000000002,,,-0.5,1.74,1.82,4.91,3.09,1.081388730791133,,-0.7500000000000002,21.59,-2.2886983006763284,1.9109464290822498,1.9296853029307393,-6.460219715402138,0.0102722546803653,1,0.07181100160250375,1.0
2002-03-31,AUDUSD,AU,0.5333,4.25,4.46,6.309,1.8490000000000002,,,-0.02631578947367963,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,3.1621682313417443,4.134560179551028,8.856381471345475,0.007286347042526065,1,0.05384020763367747,1.0
2002-03-31,CADUSD,CA,0.6266449429753101,1.993885,2.155,5.667,3.512,,,-0.2474202631578899,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,0.568627145292977,-0.20700694278622533,-1.0963502165774963,0.01751048248719478,1,0.04932295427840783,1.0
2002-03-31,CHFUSD,CH,0.5945303210463734,1.32,1.60416375,3.636,2.03183625,,,-0.32999999999999985,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,1.2114197490774026,-1.3286448368545756,3.1600054687402013,0.03657024539510306,1,0.11986605976918718,1.0
2002-03-31,EURUSD,EZ,0.8717,3.264,3.3908,5.31646104761905,1.9256610476190503,,,-0.07490000000000041,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,0.6791393009650176,-2.0888487947355427,-0.8794528729179296,0.03217163284130192,1,0.12280526476172497,1.0
2002-03-31,GBPUSD,GB,1.425,4.0431,4.13055,5.2202,1.0896499999999998,,,-0.5410000000000004,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,0.8527483930988788,-2.035287148091347,0.42194155427082713,0.02186448369673827,1,0.06749467372555851,1.0
2002-03-31,JPYUSD,JP,0.0075357950263752835,0.00205,,1.421,,,,0.00021000000000000012,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,0.9450306587841517,-1.2588321233402588,-5.546650844877643,0.032551217782269326,1,0.10184998045776883,1.0
2002-03-31,NOKUSD,NO,0.11295606009262397,6.74,6.72,6.63,-0.08999999999999986,,,-0.3700000000000001,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,0.725925362199753,1.3396814182821348,3.2724233282312998,0.05192961776833327,1,0.16265847319012794,1.0
2002-03-31,NZDUSD,NZ,0.4405,4.84,5.31,6.88,1.5700000000000003,,,0.08999999999999986,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,4.456527639126328,5.698482938733851,8.82297434969117,0.015095476464655255,1,0.0982981785242596,1.0
2002-03-31,SEKUSD,SE,0.09649715333397665,1.5,4.09,5.63,1.54,,,-0.5,1.73,1.91,5.28,3.37,1.0215664018161208,,-0.09000000000000008,17.4,5.4587876916335265,1.02722546803653,0.9039403340818097,0.16391075356625429,0.008041510175061273,1,0.11827770589637154,1.0
2002-04-30,AUDUSD,AU,0.5372,4.25,4.59,6.294,1.7039999999999997,,,-0.02631578947367963,1.75,1.87,5.21,3.34,1.3045944412932498,,-0.07000000000000006,21.91,3.150357394454195,0.7286347042526065,5.746506152606646,5.274436039112884,0.05222361355410032,1,0.013497477723932505,1.0
2002-04-30,CADUSD,CA,0.6377144314775843,2.1184,2.325,5.65863636363636,3.3336363636363595,,,-0.12290526315788997,1.75,1.87,5.21,3.34,1.3045944412932498,,-0.07000000000000006,21.91,3.150357394454195,1.7510482487194778,1.4812272335161636,-2.0683060679368315,0.026232283341235396,1,-0.010404204743989565,0.0
