ref_date,value,publication_date
2022-10-01,104.891078443035,2022-11-11
2022-11-01,104.895088071489,2022-12-10
2022-12-01,104.666238527451,2023-01-11
2023-01-01,105.296351639069,2023-03-09
2023-02-01,106.082038334721,2023-04-07
2023-03-01,106.244729009261,2023-04-07
2023-04-01,106.241120343652,2023-06-13
2023-05-01,106.507760635874,2023-06-13
2023-06-01,106.575523356754,2023-07-07
2023-07-01,106.424360364021,2023-08-10
2023-08-01,106.651606056677,2023-09-09
2023-09-01,106.569508914072,2023-10-07
2023-10-01,106.667343848361,2023-11-10
2023-11-01,106.409424498028,2023-12-09
2023-12-01,106.46114870509,2024-01-11
2024-01-01,106.6427,2024-05-15
2024-02-01,107.3215,2024-05-15
2024-03-01,107.3549,2024-05-15
2024-04-01,107.6943,2024-05-15
2024-05-01,107.9883,2024-06-17
2024-06-01,107.9909,2024-07-15
2024-07-01,107.7979,2024-08-15
2024-08-01,107.7825,2024-09-16
2024-09-01,107.4679,2024-10-15
2024-10-01,107.3318,2024-11-15
2024-11-01,107.18700000000001,2024-12-16
2024-12-01,107.1281,2025-01-15
2025-01-01,107.0709,2025-02-17
2025-02-01,107.6701,2025-03-17
2025-03-01,107.7224,2025-04-15
2025-04-01,107.7312,2025-05-15
