ref_date,value,publication_date
2023-07-01,7.0,2023-09-09
2023-08-01,8.0,2023-10-07
2023-09-01,8.1,2023-11-10
2023-10-01,7.9,2023-12-09
2023-11-01,7.9,2024-01-11
2023-12-01,8.2,2024-04-10
2024-01-01,8.2,2024-04-10
2024-02-01,8.0,2024-04-10
2024-03-01,8.6,2024-05-15
2024-04-01,8.5,2024-06-17
2024-05-01,8.2,2024-07-15
2024-06-01,8.2,2024-08-15
2024-07-01,8.6,2024-09-16
2024-08-01,8.3,2024-10-15
2024-09-01,8.6,2024-11-15
2024-10-01,8.4,2024-12-16
2024-11-01,8.3,2025-01-15
2024-12-01,8.5,2025-02-17
2025-01-01,9.7,2025-03-17
2025-02-01,8.9,2025-04-15
2025-03-01,8.1,2025-05-15
2025-04-01,8.5,2025-06-16
2025-05-01,9.0,2025-07-15
2025-06-01,8.3,2025-08-15
2025-07-01,8.9,2025-09-15
2025-08-01,8.8,2025-10-15
2025-09-01,8.7,2025-11-17
2025-10-01,9.3,2025-12-15
2025-11-01,9.1,2026-01-15
2025-12-01,8.8,2026-02-16
2026-01-01,8.0,2026-03-16
2026-02-01,8.4,2026-05-15
2026-03-01,9.2,2026-05-15
2026-04-01,8.5,2026-06-15
2026-05-01,8.8,2026-07-16
