series_id,n_compared,mean_abs_revision,max_abs_revision,mean_abs_revision_pct,max_abs_revision_pct,n_identical
CPIAUCSL,329,0.19722492401215988,0.7199999999999704,0.08823969156787419,0.31779661016950356,25
LRHUTTTTUSM156S,149,0.0389261744966443,0.10000000000000142,0.8330585272453931,2.941176470588238,91
CANCPIALLMINMEI,172,6.370860422325331,17.812625330684995,5.7072536804576,15.482536994116604,16
