ref_date,value,publication_date
2019-08-01,3.8,2019-12-12
2019-09-01,3.7,2020-01-15
2019-10-01,3.8,2020-02-12
2019-11-01,3.7,2020-03-11
2019-12-01,3.7,2020-04-11
2020-01-01,3.8,2020-05-14
2020-02-01,3.8,2020-06-11
2020-03-01,3.8,2020-07-10
2020-04-01,3.9,2020-08-11
2020-05-01,3.8,2020-09-10
2020-06-01,3.9,2020-10-09
2020-07-01,4.3,2020-11-10
2020-08-01,4.6,2020-12-09
2020-09-01,4.9,2021-01-19
2020-10-01,5.038246663,2021-02-12
2020-11-01,5.109323632,2021-03-10
2020-12-01,4.996903446,2021-04-14
2021-01-01,4.911002588,2021-05-12
2021-02-01,4.760188969,2021-06-10
2021-03-01,4.729401257,2021-07-13
2021-04-01,4.839443081,2021-08-12
2021-05-01,4.723914716,2021-09-15
2021-06-01,4.572463027,2021-10-13
2021-07-01,4.451371911,2021-11-11
2021-08-01,4.263133876,2021-12-10
2021-09-01,4.195305645,2022-01-18
2021-10-01,4.08285755,2022-02-11
2021-11-01,4.1,2022-03-10
2021-12-01,3.9,2022-04-14
2022-01-01,3.8,2022-05-11
2022-02-01,3.7,2022-06-14
2022-03-01,3.8,2022-07-13
2022-04-01,3.8,2022-08-10
2022-05-01,3.8,2022-09-14
2022-06-01,3.6,2022-11-11
2022-07-01,3.5,2022-11-11
2022-08-01,3.6,2022-12-10
2022-09-01,3.7,2023-01-11
2022-10-01,3.7,2023-02-13
2022-11-01,3.7,2023-03-09
2022-12-01,3.7,2023-04-07
2023-01-01,3.8,2023-05-10
2023-02-01,3.9,2023-06-13
2023-03-01,3.8,2023-07-07
2023-04-01,4.0,2023-08-10
2023-05-01,4.2,2023-09-09
2023-06-01,4.3,2023-10-07
2023-07-01,4.2,2024-01-11
2023-08-01,4.2,2024-01-11
2023-09-01,4.2,2024-01-11
2023-10-01,3.9,2024-04-10
2023-11-01,3.8,2024-04-10
2023-12-01,3.9,2024-04-10
2024-01-01,4.2,2024-05-15
2024-02-01,4.3,2024-05-15
2024-03-01,4.4,2024-06-17
2024-04-01,4.4,2024-08-15
2024-05-01,4.2,2024-08-15
2024-06-01,4.1,2024-09-16
2024-07-01,4.0,2024-11-15
2024-08-01,4.3,2024-11-15
2024-09-01,4.3,2025-01-15
2024-10-01,4.4,2025-02-17
2024-11-01,4.4,2025-03-17
2024-12-01,4.4,2025-04-15
2025-01-01,4.4,2025-05-15
2025-02-01,4.5,2025-05-15
2025-03-01,4.6,2025-06-16
2025-04-01,4.7,2025-08-15
2025-05-01,4.7,2025-08-15
2025-06-01,4.7,2025-10-15
2025-07-01,4.8,2025-10-15
2025-08-01,5.0,2025-11-17
2025-09-01,5.1,2026-01-15
2025-10-01,5.1,2026-02-16
2025-11-01,5.2,2026-03-16
2025-12-01,5.2,2026-05-15
2026-01-01,4.9,2026-06-15
2026-02-01,5.0,2026-07-16
