report_date_as_yyyy_mm_dd,cot_eur_net,cot_usdindex_net,created_at
2020-07-14 00:00:00+00:00,-25319,-3608,2022-09-13 14:16:09.004000+00:00
2020-07-21 00:00:00+00:00,-14995,-1802,2022-09-13 14:16:09.004000+00:00
2020-07-28 00:00:00+00:00,-5850,1866,2022-09-13 14:16:09.004000+00:00
2020-08-04 00:00:00+00:00,11632,1474,2022-09-13 14:16:09.004000+00:00
2020-08-11 00:00:00+00:00,30459,164,2022-09-13 14:16:09.004000+00:00
2020-08-18 00:00:00+00:00,31569,-198,2022-09-13 14:16:09.004000+00:00
2020-08-25 00:00:00+00:00,37095,-1274,2022-09-13 14:16:09.004000+00:00
2020-09-01 00:00:00+00:00,31808,1102,2022-09-13 14:16:09.004000+00:00
2020-09-08 00:00:00+00:00,29929,962,2022-09-13 14:16:09.004000+00:00
2020-09-15 00:00:00+00:00,19078,-7560,2022-09-13 14:16:09.004000+00:00
2020-09-22 00:00:00+00:00,23005,-6759,2022-09-13 14:16:09.004000+00:00
2020-09-29 00:00:00+00:00,29126,-8551,2022-09-13 14:16:09.004000+00:00
2020-10-06 00:00:00+00:00,17423,-9439,2022-09-13 14:16:09.004000+00:00
2020-10-13 00:00:00+00:00,10311,-898,2022-09-13 14:16:09.004000+00:00
2020-10-20 00:00:00+00:00,9814,-211,2022-09-13 14:16:09.004000+00:00
2020-10-27 00:00:00+00:00,4413,2930,2022-09-13 14:16:09.004000+00:00
2020-11-03 00:00:00+00:00,-10123,5351,2022-09-13 14:16:09.004000+00:00
2020-11-10 00:00:00+00:00,-3327,1970,2022-09-13 14:16:09.004000+00:00
2020-11-17 00:00:00+00:00,-5611,800,2022-09-13 14:16:09.004000+00:00
2020-11-24 00:00:00+00:00,-1534,-639,2022-09-13 14:16:09.004000+00:00
2020-12-01 00:00:00+00:00,5546,1281,2022-09-13 14:16:09.004000+00:00
2020-12-08 00:00:00+00:00,13539,4541,2022-09-13 14:16:09.004000+00:00
2020-12-15 00:00:00+00:00,18057,-2662,2022-09-13 14:16:09.004000+00:00
2020-12-21 00:00:00+00:00,18361,-675,2022-09-13 14:16:09.004000+00:00
2020-12-29 00:00:00+00:00,16610,394,2022-09-13 14:16:09.004000+00:00
2021-01-05 00:00:00+00:00,12866,-196,2022-09-13 14:16:09.004000+00:00
2021-01-12 00:00:00+00:00,23656,-3679,2022-09-13 14:16:09.004000+00:00
2021-01-19 00:00:00+00:00,31244,-5654,2022-09-13 14:16:09.004000+00:00
2021-01-26 00:00:00+00:00,29536,-6545,2022-09-13 14:16:09.004000+00:00
2021-02-02 00:00:00+00:00,22121,-6673,2022-09-13 14:16:09.004000+00:00
2021-02-09 00:00:00+00:00,22463,-8068,2022-09-13 14:16:09.004000+00:00
2021-02-16 00:00:00+00:00,19428,-6887,2022-09-13 14:16:09.004000+00:00
2021-02-23 00:00:00+00:00,18086,-7735,2022-09-13 14:16:09.004000+00:00
2021-03-02 00:00:00+00:00,18228,-11185,2022-09-13 14:16:09.004000+00:00
2021-03-09 00:00:00+00:00,74,-16501,2022-09-13 14:16:09.004000+00:00
2021-03-16 00:00:00+00:00,-11823,-4988,2022-09-13 14:16:09.004000+00:00
2021-03-23 00:00:00+00:00,-6662,-5407,2022-09-13 14:16:09.004000+00:00
2021-03-30 00:00:00+00:00,-6780,-7297,2022-09-13 14:16:09.004000+00:00
2021-04-06 00:00:00+00:00,-12089,-8689,2022-09-13 14:16:09.004000+00:00
2021-04-13 00:00:00+00:00,-10215,-9754,2022-09-13 14:16:09.004000+00:00
2021-04-20 00:00:00+00:00,16,-7981,2022-09-13 14:16:09.004000+00:00
2021-04-27 00:00:00+00:00,-38,-3867,2022-09-13 14:16:09.004000+00:00
2021-05-04 00:00:00+00:00,-3820,-5381,2022-09-13 14:16:09.004000+00:00
2021-05-11 00:00:00+00:00,2427,-2391,2022-09-13 14:16:09.004000+00:00
2021-05-18 00:00:00+00:00,-3319,-3870,2022-09-13 14:16:09.004000+00:00
2021-05-25 00:00:00+00:00,-2503,-1942,2022-09-13 14:16:09.004000+00:00
2021-06-01 00:00:00+00:00,-163,1647,2022-09-13 14:16:09.004000+00:00
2021-06-08 00:00:00+00:00,-7002,475,2022-09-13 14:16:09.004000+00:00
2021-06-15 00:00:00+00:00,-2743,-7799,2022-09-13 14:16:09.004000+00:00
2021-06-22 00:00:00+00:00,-16125,-11189,2022-09-13 14:16:09.004000+00:00
2021-06-29 00:00:00+00:00,-12750,-13318,2022-09-13 14:16:09.004000+00:00
2021-07-06 00:00:00+00:00,-15950,-5917,2022-09-13 14:16:09.004000+00:00
2021-07-13 00:00:00+00:00,-22141,-2893,2022-09-13 14:16:09.004000+00:00
2021-07-20 00:00:00+00:00,-33736,-2722,2022-09-13 14:16:09.004000+00:00
2021-07-27 00:00:00+00:00,-33184,-1422,2022-09-13 14:16:09.004000+00:00
2021-08-03 00:00:00+00:00,-37741,1999,2022-09-13 14:16:09.004000+00:00
2021-08-10 00:00:00+00:00,-38023,4213,2022-09-13 14:16:09.004000+00:00
2021-08-17 00:00:00+00:00,-33497,2577,2022-09-13 14:16:09.004000+00:00
2021-08-24 00:00:00+00:00,-20839,-2033,2022-09-13 14:16:09.004000+00:00
2021-08-31 00:00:00+00:00,-38048,-2968,2022-09-13 14:16:09.004000+00:00
2021-09-07 00:00:00+00:00,-31275,2412,2022-09-13 14:16:09.004000+00:00
2021-09-14 00:00:00+00:00,-26144,6181,2022-09-13 14:16:09.004000+00:00
2021-09-21 00:00:00+00:00,-29727,6573,2022-09-13 14:16:09.004000+00:00
2021-09-28 00:00:00+00:00,-45288,2631,2022-09-13 14:16:09.004000+00:00
2021-10-05 00:00:00+00:00,-71474,6596,2022-09-13 14:16:09.004000+00:00
2021-10-12 00:00:00+00:00,-63602,7835,2022-09-13 14:16:09.004000+00:00
2021-10-19 00:00:00+00:00,-53191,8835,2022-09-13 14:16:09.004000+00:00
2021-10-26 00:00:00+00:00,-50571,9053,2022-09-13 14:16:09.004000+00:00
2021-11-02 00:00:00+00:00,-41307,10089,2022-09-13 14:16:09.004000+00:00
2021-11-09 00:00:00+00:00,-35132,11019,2022-09-13 14:16:09.004000+00:00
2021-11-16 00:00:00+00:00,-40417,11414,2022-09-13 14:16:09.004000+00:00
2021-11-23 00:00:00+00:00,-49969,10631,2022-09-13 14:16:09.004000+00:00
2021-11-30 00:00:00+00:00,-50448,11840,2022-09-13 14:16:09.004000+00:00
2021-12-07 00:00:00+00:00,-47748,8894,2022-09-13 14:16:09.004000+00:00
2021-12-14 00:00:00+00:00,-53645,1869,2022-09-13 14:16:09.004000+00:00
2021-12-21 00:00:00+00:00,-51672,3556,2022-09-13 14:16:09.004000+00:00
2021-12-28 00:00:00+00:00,-50401,4009,2022-09-13 14:16:09.004000+00:00
2022-01-04 00:00:00+00:00,-49860,6278,2022-09-13 14:16:09.004000+00:00
2022-01-11 00:00:00+00:00,-47674,4552,2022-09-13 14:16:09.004000+00:00
2022-01-18 00:00:00+00:00,-43778,9930,2022-09-13 14:16:09.004000+00:00
2022-01-25 00:00:00+00:00,-43643,11538,2022-09-13 14:16:09.004000+00:00
2022-02-01 00:00:00+00:00,-43189,4438,2022-09-13 14:16:09.004000+00:00
2022-02-08 00:00:00+00:00,-33845,6424,2022-09-13 14:16:09.004000+00:00
2022-02-15 00:00:00+00:00,-39022,6352,2022-09-13 14:16:09.004000+00:00
2022-02-22 00:00:00+00:00,-30585,7054,2022-09-13 14:16:09.004000+00:00
2022-03-01 00:00:00+00:00,-18155,10870,2022-09-13 14:16:09.004000+00:00
2022-03-08 00:00:00+00:00,-6887,7171,2022-09-13 14:16:09.004000+00:00
2022-03-15 00:00:00+00:00,-26620,-4625,2022-09-13 14:16:09.004000+00:00
2022-03-22 00:00:00+00:00,-15397,-9492,2022-09-13 14:16:09.004000+00:00
2022-03-29 00:00:00+00:00,-9963,-9744,2022-09-13 14:16:09.004000+00:00
2022-04-05 00:00:00+00:00,-5852,-1996,2022-09-13 14:16:09.004000+00:00
2022-04-12 00:00:00+00:00,7407,-6524,2022-09-13 14:16:09.004000+00:00
2022-04-19 00:00:00+00:00,-5041,-5859,2022-09-13 14:16:09.004000+00:00
2022-04-26 00:00:00+00:00,-10713,-7048,2022-09-13 14:16:09.004000+00:00
2022-05-03 00:00:00+00:00,-20165,-4423,2022-09-13 14:16:09.004000+00:00
2022-05-10 00:00:00+00:00,-18063,-7164,2022-09-13 14:16:09.004000+00:00
2022-05-17 00:00:00+00:00,-14976,-11769,2022-09-13 14:16:09.004000+00:00
2022-05-24 00:00:00+00:00,-11183,-12085,2022-09-13 14:16:09.004000+00:00
2022-05-31 00:00:00+00:00,-2795,-14729,2022-09-13 14:16:09.004000+00:00
2022-06-07 00:00:00+00:00,2249,-15472,2022-09-13 14:16:09.004000+00:00
2022-06-14 00:00:00+00:00,-10632,-3243,2022-09-13 14:16:09.004000+00:00
2022-06-21 00:00:00+00:00,-2596,499,2022-09-13 14:16:09.004000+00:00
2022-06-28 00:00:00+00:00,-2361,-537,2022-09-13 14:16:09.004000+00:00
2022-07-05 00:00:00+00:00,-9594,2631,2022-09-13 14:16:09.004000+00:00
2022-07-12 00:00:00+00:00,-7622,386,2022-09-13 14:16:09.004000+00:00
2022-07-19 00:00:00+00:00,-22995,863,2022-09-13 14:16:09.004000+00:00
2022-07-26 00:00:00+00:00,-31035,-412,2022-09-13 14:16:09.004000+00:00
2022-08-02 00:00:00+00:00,-22700,2783,2022-09-13 14:16:09.004000+00:00
2022-08-09 00:00:00+00:00,-16608,1642,2022-09-13 14:16:09.004000+00:00
2022-08-16 00:00:00+00:00,-22170,2471,2022-09-13 14:16:09.004000+00:00
2022-08-23 00:00:00+00:00,-18882,9214,2022-09-13 14:16:09.004000+00:00
2022-08-30 00:00:00+00:00,-25358,6356,2022-09-13 14:16:09.004000+00:00
2022-09-06 00:00:00+00:00,-23444,5311,2022-09-13 14:16:09.004000+00:00
2022-09-13 00:00:00+00:00,-28625,6245,2022-09-16 19:30:04.084000+00:00
2022-09-20 00:00:00+00:00,-27803,-12114,2022-09-23 19:30:04.087000+00:00
2022-09-27 00:00:00+00:00,-26891,-11133,2022-09-30 19:30:03.665000+00:00
2022-10-04 00:00:00+00:00,-18311,-9372,2022-10-07 19:30:04.433000+00:00
2022-10-11 00:00:00+00:00,-19190,-8997,2022-10-14 19:30:04.214000+00:00
2022-10-18 00:00:00+00:00,-10816,-11660,2022-10-21 19:30:05.398000+00:00
2022-10-25 00:00:00+00:00,-5204,-11798,2022-10-28 19:30:04.675000+00:00
2022-11-01 00:00:00+00:00,4211,-6091,2022-11-04 19:30:04.604000+00:00
2022-11-08 00:00:00+00:00,6819,-7361,2022-11-14 20:30:04.722000+00:00
2022-11-15 00:00:00+00:00,-27,-2642,2022-11-18 20:30:05.410000+00:00
2022-11-22 00:00:00+00:00,6541,-1320,2022-11-28 20:30:06.167000+00:00
2022-11-29 00:00:00+00:00,-3344,395,2022-12-02 20:30:03.753000+00:00
2022-12-06 00:00:00+00:00,-4907,3474,2022-12-09 20:30:04.349000+00:00
2022-12-13 00:00:00+00:00,-10957,2349,2022-12-16 20:30:04.440000+00:00
2022-12-20 00:00:00+00:00,-16694,-11273,2022-12-23 20:30:04.109000+00:00
2022-12-27 00:00:00+00:00,-11134,-10266,2022-12-30 20:30:03.832000+00:00
2023-01-03 00:00:00+00:00,-5689,-8707,2023-01-06 20:30:04.312000+00:00
2023-01-10 00:00:00+00:00,-6374,-9286,2023-01-13 20:30:04.564000+00:00
2023-01-17 00:00:00+00:00,-13887,-6846,2023-01-20 20:30:04.027000+00:00
2023-01-24 00:00:00+00:00,-10864,-6683,2023-01-27 20:30:03.795000+00:00
2023-01-31 00:00:00+00:00,5056,-5100,2023-02-24 20:30:04.153000+00:00
2023-02-07 00:00:00+00:00,15575,-4304,2023-03-03 20:30:04.358000+00:00
2023-02-14 00:00:00+00:00,21408,-4387,2023-03-08 20:30:04.439000+00:00
2023-02-21 00:00:00+00:00,23229,-7248,2023-03-10 20:30:04.044000+00:00
2023-02-28 00:00:00+00:00,26927,-10371,2023-03-14 19:30:04.870000+00:00
2023-03-07 00:00:00+00:00,15887,-7266,2023-03-16 19:30:04.278000+00:00
2023-03-14 00:00:00+00:00,7645,-8977,2023-03-21 19:30:06.908000+00:00
2023-03-21 00:00:00+00:00,13341,-8662,2023-03-24 19:30:04.119000+00:00
2023-03-28 00:00:00+00:00,3013,-6362,2023-03-31 19:30:04.772000+00:00
2023-04-04 00:00:00+00:00,3485,-3451,2023-04-07 19:30:04.529000+00:00
2023-04-11 00:00:00+00:00,7626,26,2023-04-14 19:30:04.026000+00:00
2023-04-18 00:00:00+00:00,8324,819,2023-04-21 19:30:03.889000+00:00
2023-04-25 00:00:00+00:00,13376,631,2023-04-28 19:30:05.071000+00:00
2023-05-02 00:00:00+00:00,14789,1894,2023-05-05 19:30:04.892000+00:00
2023-05-09 00:00:00+00:00,13403,6263,2023-05-12 19:30:04.585000+00:00
2023-05-16 00:00:00+00:00,15268,2529,2023-05-19 19:30:04.296000+00:00
2023-05-23 00:00:00+00:00,14247,-218,2023-05-26 19:30:03.625000+00:00
2023-05-30 00:00:00+00:00,19296,-2971,2023-06-02 19:30:04.213000+00:00
2023-06-06 00:00:00+00:00,23393,-2723,2023-06-09 19:30:04.246000+00:00
2023-06-13 00:00:00+00:00,20199,-2548,2023-06-16 19:30:04.320000+00:00
2023-06-20 00:00:00+00:00,6332,2685,2023-06-23 19:30:05.003000+00:00
2023-06-27 00:00:00+00:00,14239,3470,2023-06-30 19:30:04.021000+00:00
2023-07-03 00:00:00+00:00,17473,3303,2023-07-07 19:30:04.563000+00:00
2023-07-11 00:00:00+00:00,9597,4505,2023-07-14 19:30:04.157000+00:00
2023-07-18 00:00:00+00:00,21491,11800,2023-07-21 19:30:03.964000+00:00
2023-07-25 00:00:00+00:00,26054,9918,2023-07-28 19:30:04.017000+00:00
2023-08-01 00:00:00+00:00,18712,6181,2023-08-04 19:30:04.566000+00:00
2023-08-08 00:00:00+00:00,11010,3225,2023-08-11 19:30:04.967000+00:00
2023-08-15 00:00:00+00:00,23055,-1604,2023-08-18 19:30:04.080000+00:00
2023-08-22 00:00:00+00:00,31706,-8982,2023-08-25 19:30:04.417000+00:00
2023-08-29 00:00:00+00:00,28415,-12162,2023-09-01 19:30:04.208000+00:00
2023-09-05 00:00:00+00:00,24070,-10099,2023-09-08 19:30:04.857000+00:00
2023-09-12 00:00:00+00:00,13429,-9525,2023-09-15 19:30:04.193000+00:00
2023-09-19 00:00:00+00:00,4862,905,2023-09-22 19:30:04.117000+00:00
2023-09-26 00:00:00+00:00,11875,1166,2023-09-29 19:30:04.653000+00:00
2023-10-03 00:00:00+00:00,13203,3044,2023-10-06 19:30:03.866000+00:00
2023-10-10 00:00:00+00:00,-962,4591,2023-10-13 19:30:04.729000+00:00
2023-10-17 00:00:00+00:00,4299,2477,2023-10-20 19:30:04.553000+00:00
2023-10-24 00:00:00+00:00,9025,4055,2023-10-27 19:30:04.224000+00:00
2023-10-31 00:00:00+00:00,5473,3533,2023-11-03 19:30:04.510000+00:00
2023-11-07 00:00:00+00:00,5370,6918,2023-11-13 20:30:52.653000+00:00
2023-11-14 00:00:00+00:00,7125,5839,2023-11-17 20:30:51.427000+00:00
2023-11-21 00:00:00+00:00,8063,7243,2023-11-27 20:30:49.976000+00:00
2023-11-28 00:00:00+00:00,10184,12923,2023-12-01 20:30:50.129000+00:00
2023-12-05 00:00:00+00:00,12108,15755,2023-12-08 20:30:49.987000+00:00
2023-12-12 00:00:00+00:00,16641,16498,2023-12-15 20:30:50.334000+00:00
2023-12-19 00:00:00+00:00,-7465,54,2023-12-22 20:30:50.715000+00:00
2023-12-26 00:00:00+00:00,-4233,1309,2023-12-29 20:30:51.281000+00:00
2024-01-02 00:00:00+00:00,12711,3549,2024-01-05 20:30:50.739000+00:00
2024-01-09 00:00:00+00:00,15861,1940,2024-01-12 20:30:51.993000+00:00
2024-01-16 00:00:00+00:00,11945,-496,2024-01-19 20:30:51.121000+00:00
2024-01-23 00:00:00+00:00,3568,-4948,2024-01-26 20:30:52.712000+00:00
2024-01-30 00:00:00+00:00,10549,-5820,2024-02-02 20:30:50.336000+00:00
2024-02-06 00:00:00+00:00,-5332,-5501,2024-02-09 20:30:48.709000+00:00
2024-02-13 00:00:00+00:00,-5785,-7327,2024-02-16 20:30:50.059000+00:00
2024-02-20 00:00:00+00:00,10327,-10001,2024-02-23 20:30:50.478000+00:00
2024-02-27 00:00:00+00:00,6375,-10030,2024-03-01 20:30:49.931000+00:00
2024-03-05 00:00:00+00:00,9439,-8914,2024-03-08 20:30:49.402000+00:00
2024-03-12 00:00:00+00:00,3717,-3700,2024-03-15 19:30:50.867000+00:00
2024-03-19 00:00:00+00:00,-3642,-5787,2024-03-22 19:30:49.469000+00:00
2024-03-26 00:00:00+00:00,-9126,-11226,2024-03-29 20:12:13.902000+00:00
2024-04-02 00:00:00+00:00,-9393,-15122,2024-04-05 19:30:50.116000+00:00
2024-04-09 00:00:00+00:00,-21555,-17283,2024-04-12 19:30:50.644000+00:00
2024-04-16 00:00:00+00:00,-34545,-17987,2024-04-19 19:30:58.636000+00:00
2024-04-23 00:00:00+00:00,-35467,-19178,2024-04-26 19:30:49.947000+00:00
2024-04-30 00:00:00+00:00,-23184,-20161,2024-05-03 19:30:50.935000+00:00
2024-05-07 00:00:00+00:00,-16801,-19030,2024-05-10 19:30:50.629000+00:00
2024-05-14 00:00:00+00:00,-7085,-17656,2024-05-17 19:30:50.179000+00:00
2024-05-21 00:00:00+00:00,-2379,-15937,2024-05-24 19:30:46.910000+00:00
2024-05-28 00:00:00+00:00,7346,-16273,2024-05-31 19:30:46.620000+00:00
2024-06-04 00:00:00+00:00,12343,-16810,2024-06-07 19:30:47.741000+00:00
2024-06-11 00:00:00+00:00,-1392,-13073,2024-06-14 19:30:47.526000+00:00
2024-06-18 00:00:00+00:00,-8819,4398,2024-06-24 19:30:47.091000+00:00
2024-06-25 00:00:00+00:00,-11599,3896,2024-06-28 19:30:47.355000+00:00
2024-07-02 00:00:00+00:00,-9449,-147,2024-07-08 19:30:46.073000+00:00
2024-07-09 00:00:00+00:00,-5473,1812,2024-07-12 19:30:46.675000+00:00
2024-07-16 00:00:00+00:00,7389,8057,2024-07-19 19:30:45.916000+00:00
2024-07-23 00:00:00+00:00,4340,10903,2024-07-26 19:30:46.451000+00:00
2024-07-30 00:00:00+00:00,-18164,11367,2024-08-02 19:30:45.314000+00:00
2024-08-06 00:00:00+00:00,-14608,19126,2024-08-09 19:30:45.161000+00:00
2024-08-13 00:00:00+00:00,-23418,22263,2024-08-16 19:30:45.925000+00:00
2024-08-20 00:00:00+00:00,-2684,23561,2024-08-23 19:30:46.344000+00:00
2024-08-27 00:00:00+00:00,20468,25164,2024-08-30 19:30:46.453000+00:00
2024-09-03 00:00:00+00:00,25852,26542,2024-09-06 19:30:46.399000+00:00
2024-09-10 00:00:00+00:00,12827,26733,2024-09-13 19:30:47.888000+00:00
2024-09-17 00:00:00+00:00,5718,912,2024-09-20 19:30:49.255000+00:00
2024-09-24 00:00:00+00:00,4766,1548,2024-09-27 19:30:48.505000+00:00
2024-10-01 00:00:00+00:00,-103,3821,2024-10-04 19:30:48.232000+00:00
2024-10-08 00:00:00+00:00,17906,-3869,2024-10-11 19:30:48.399000+00:00
2024-10-15 00:00:00+00:00,12903,-5560,2024-10-18 19:30:47.715000+00:00
2024-10-22 00:00:00+00:00,-10156,-9664,2024-10-25 19:30:48.698000+00:00
2024-10-29 00:00:00+00:00,-30212,-11823,2024-11-01 19:30:48.181000+00:00
2024-11-05 00:00:00+00:00,-24034,-12747,2024-11-08 20:30:50.354000+00:00
2024-11-12 00:00:00+00:00,-29013,-15607,2024-11-15 20:30:48.547000+00:00
2024-11-19 00:00:00+00:00,-39811,-17130,2024-11-22 20:30:47.192000+00:00
2024-11-26 00:00:00+00:00,-29956,-17808,2024-12-02 20:30:50.678000+00:00
2024-12-03 00:00:00+00:00,-36202,-17617,2024-12-06 20:30:48.367000+00:00
2024-12-10 00:00:00+00:00,-43921,-18242,2024-12-13 20:30:47.895000+00:00
2024-12-17 00:00:00+00:00,-38245,-7619,2024-12-20 20:30:47.722000+00:00
2024-12-24 00:00:00+00:00,-46532,-9690,2024-12-30 20:30:48.277000+00:00
2024-12-31 00:00:00+00:00,-41840,-9278,2025-01-06 20:30:51.031000+00:00
2025-01-07 00:00:00+00:00,-41588,-11542,2025-01-13 20:31:18.021000+00:00
2025-01-14 00:00:00+00:00,-39799,-8348,2025-01-17 20:30:58.325000+00:00
2025-01-21 00:00:00+00:00,-35234,-1968,2025-01-24 20:30:48.432000+00:00
2025-01-28 00:00:00+00:00,-34296,507,2025-01-31 20:30:48.094000+00:00
2025-02-04 00:00:00+00:00,-22177,1833,2025-02-07 20:30:47.629000+00:00
2025-02-11 00:00:00+00:00,-20827,2469,2025-02-14 20:30:48.005000+00:00
2025-02-18 00:00:00+00:00,-11227,5505,2025-02-21 20:30:48.859000+00:00
2025-02-25 00:00:00+00:00,-5296,6606,2025-02-28 20:30:50.985000+00:00
2025-03-04 00:00:00+00:00,-8222,10000,2025-03-07 20:30:48.431000+00:00
2025-03-11 00:00:00+00:00,-5919,14169,2025-03-14 19:30:48.749000+00:00
2025-03-18 00:00:00+00:00,13859,-297,2025-03-21 19:30:48.686000+00:00
2025-03-25 00:00:00+00:00,26376,-187,2025-03-28 19:30:48.880000+00:00
2025-04-01 00:00:00+00:00,32890,1981,2025-04-04 19:30:47.906000+00:00
2025-04-08 00:00:00+00:00,33078,3534,2025-04-11 19:30:47.258000+00:00
2025-04-15 00:00:00+00:00,21806,8111,2025-04-18 19:30:47.228000+00:00
2025-04-22 00:00:00+00:00,14710,9473,2025-04-25 19:30:48.739000+00:00
2025-04-29 00:00:00+00:00,17315,10632,2025-05-02 19:30:48.148000+00:00
2025-05-06 00:00:00+00:00,5745,11932,2025-05-09 19:30:49.962000+00:00
2025-05-13 00:00:00+00:00,20153,8285,2025-05-16 19:30:48.372000+00:00
2025-05-20 00:00:00+00:00,6933,10262,2025-05-23 19:30:49.192000+00:00
2025-05-27 00:00:00+00:00,-904,12711,2025-05-30 19:30:48.624000+00:00
2025-06-03 00:00:00+00:00,-1911,9758,2025-06-06 19:30:49.763000+00:00
2025-06-10 00:00:00+00:00,11976,12990,2025-06-13 19:30:51.090000+00:00
2025-06-17 00:00:00+00:00,15429,2155,2025-06-23 19:30:47.913000+00:00
2025-06-24 00:00:00+00:00,21093,-390,2025-06-27 19:30:49.284000+00:00
2025-07-01 00:00:00+00:00,15221,2752,2025-07-07 19:30:49.230000+00:00
2025-07-08 00:00:00+00:00,29123,1608,2025-07-11 19:30:51.372000+00:00
2025-07-15 00:00:00+00:00,38524,3339,2025-07-18 21:45:32.160000+00:00
2025-07-22 00:00:00+00:00,28409,917,2025-07-25 19:30:50.247000+00:00
2025-07-29 00:00:00+00:00,30862,-2865,2025-08-01 19:30:49.435000+00:00
2025-08-05 00:00:00+00:00,34208,-6056,2025-08-08 19:30:49.273000+00:00
2025-08-12 00:00:00+00:00,34938,-6620,2025-08-15 19:30:49.328000+00:00
2025-08-19 00:00:00+00:00,33226,-3807,2025-08-22 19:30:48.116000+00:00
2025-08-26 00:00:00+00:00,34207,-1920,2025-08-29 19:30:46.748000+00:00
2025-09-02 00:00:00+00:00,29673,-757,2025-09-05 19:30:47.507000+00:00
2025-09-09 00:00:00+00:00,32612,3236,2025-09-12 19:30:47.287000+00:00
2025-09-16 00:00:00+00:00,26237,-5906,2025-09-19 19:30:46.179000+00:00
2025-09-23 00:00:00+00:00,19803,-5212,2025-09-26 19:30:45.671000+00:00
2025-09-30 00:00:00+00:00,22277,-11331,2025-11-19 20:30:44.459000+00:00
2025-10-07 00:00:00+00:00,21385,-12451,2025-11-21 20:30:45.810000+00:00
2025-10-14 00:00:00+00:00,22278,-16536,2025-11-25 20:30:46.667000+00:00
2025-10-21 00:00:00+00:00,22464,-17830,2025-12-02 20:30:46.183000+00:00
2025-10-28 00:00:00+00:00,17343,-15282,2025-12-05 20:30:45.213000+00:00
2025-11-04 00:00:00+00:00,5182,-20858,2025-12-09 20:30:46.275000+00:00
2025-11-10 00:00:00+00:00,-5661,-20142,2025-12-10 20:30:48.134000+00:00
2025-11-18 00:00:00+00:00,12421,-23336,2025-12-12 20:30:48.298000+00:00
2025-11-25 00:00:00+00:00,14724,-24785,2025-12-15 20:30:46.283000+00:00
2025-12-02 00:00:00+00:00,19272,-23268,2025-12-17 20:30:47.504000+00:00
2025-12-09 00:00:00+00:00,41605,-21260,2025-12-19 20:30:46.214000+00:00
2025-12-16 00:00:00+00:00,51301,-2207,2025-12-23 20:30:45.430000+00:00
2025-12-23 00:00:00+00:00,56107,-1326,2025-12-31 20:30:46.584000+00:00
2025-12-30 00:00:00+00:00,52662,-2,2026-01-05 20:30:44.712000+00:00
2026-01-06 00:00:00+00:00,50600,766,2026-01-09 20:30:46.850000+00:00
2026-01-13 00:00:00+00:00,25392,-3309,2026-01-16 20:30:52.448000+00:00
2026-01-20 00:00:00+00:00,10236,-4122,2026-01-23 20:30:58.837000+00:00
2026-01-27 00:00:00+00:00,26361,375,2026-01-30 20:31:03.743000+00:00
2026-02-03 00:00:00+00:00,42055,757,2026-02-06 20:31:08.963000+00:00
2026-02-10 00:00:00+00:00,50204,2649,2026-02-13 20:31:04.204000+00:00
2026-02-17 00:00:00+00:00,43549,1892,2026-02-20 20:31:07.091000+00:00
2026-02-24 00:00:00+00:00,36797,850,2026-02-27 20:30:57.879000+00:00
2026-03-03 00:00:00+00:00,29632,-4547,2026-03-06 20:31:03.947000+00:00
2026-03-10 00:00:00+00:00,5231,-11683,2026-03-13 19:30:58.405000+00:00
2026-03-17 00:00:00+00:00,-6952,-5615,2026-03-20 19:30:58.458000+00:00
2026-03-24 00:00:00+00:00,-13538,-6921,2026-03-27 19:31:05.795000+00:00
2026-03-31 00:00:00+00:00,3947,-8832,2026-04-03 19:31:05.924000+00:00
2026-04-07 00:00:00+00:00,882,-8641,2026-04-10 19:31:07.129000+00:00
2026-04-14 00:00:00+00:00,25382,-3095,2026-04-17 19:31:12.677000+00:00
2026-04-21 00:00:00+00:00,20317,-2409,2026-04-24 19:31:17.366000+00:00
2026-04-28 00:00:00+00:00,11594,-3161,2026-05-01 19:30:53.890000+00:00
2026-05-05 00:00:00+00:00,11846,-5805,2026-05-08 19:31:06.711000+00:00
2026-05-12 00:00:00+00:00,18003,-4751,2026-05-15 19:30:56.986000+00:00
2026-05-19 00:00:00+00:00,16317,-11716,2026-05-22 19:30:55.580000+00:00
2026-05-26 00:00:00+00:00,7296,-12530,2026-05-29 19:30:56.769000+00:00
2026-06-02 00:00:00+00:00,12027,-11112,2026-06-05 19:30:56.262000+00:00
2026-06-09 00:00:00+00:00,-17388,-13656,2026-06-12 19:30:56.894000+00:00
2026-06-16 00:00:00+00:00,-8926,-1870,2026-06-22 19:30:53.455000+00:00
2026-06-23 00:00:00+00:00,-15410,-5352,2026-06-26 19:30:53.499000+00:00
2026-06-30 00:00:00+00:00,-32644,-5580,2026-07-06 19:30:52.611000+00:00
2026-07-07 00:00:00+00:00,-45461,-4454,2026-07-10 19:31:01.434000+00:00
2026-07-14 00:00:00+00:00,-53691,-4866,2026-07-17 20:54:53.634000+00:00
