session,n_bars_scopeA_full,n_close_to_close_scopeA_full,n_gap_excluded_scopeA_full,mean_abs_return_pct_scopeA_full,median_abs_return_pct_scopeA_full,mean_abs_pips_scopeA_full,median_abs_pips_scopeA_full,p75_abs_pips_scopeA_full,p90_abs_pips_scopeA_full,mean_bar_range_pips_scopeA_full,median_bar_range_pips_scopeA_full,n_bars_scopeB_first85,n_close_to_close_scopeB_first85,up_rate_pct_scopeB_first85,mean_signed_pips_scopeB_first85,median_signed_pips_scopeB_first85,ny_hours,rank_by_mean_abs_pips,block,fx_week_day,ny_hour,mean_abs_pips_overall,rank_min_across_years,rank_max_across_years,rank_early_years,rank_late_years,rank_span,year,rank_within_year,mean_abs_pips_including_mismatch,mean_abs_pips_excluding_mismatch,pct_change_when_excluded,n_mismatch_bars
London,2905.0,2905.0,0.0,0.0757172091999948,0.057055372238756785,8.45235800344234,6.399999999999739,11.300000000000754,17.759999999999543,17.6219621342513,15.300000000000313,,,,,,,,session_x_fx_week_day,0.0,,,,,,,,,,,,,
London,2930.0,2930.0,0.0,0.08062483427529588,0.05925405584533694,9.008805460750855,6.699999999999484,11.900000000000244,19.200000000001438,18.15573378839593,15.899999999999803,,,,,,,,session_x_fx_week_day,1.0,,,,,,,,,,,,,
London,2915.0,2915.0,0.0,0.07786341807663416,0.05528997465167329,8.696603773584902,6.200000000000649,11.700000000000044,19.000000000000128,17.58970840480278,15.499999999999403,,,,,,,,session_x_fx_week_day,2.0,,,,,,,,,,,,,
London,2925.0,2925.0,0.0,0.09170820540137449,0.06511738042080939,10.23172649572649,7.299999999998974,13.099999999999223,21.39999999999942,18.9592136752137,16.199999999999548,,,,,,,,session_x_fx_week_day,3.0,,,,,,,,,,,,,
London,2915.0,2915.0,0.0,0.08655319497685456,0.05860603814564769,9.64576329331046,6.6000000000010495,12.000000000000899,19.719999999999054,17.69234991423674,15.100000000001224,,,,,,,,session_x_fx_week_day,4.0,,,,,,,,,,,,,
overlap,1743.0,1743.0,0.0,0.08854412276507109,0.06508965431151204,9.898565691336787,7.399999999999629,13.800000000001589,21.240000000000133,20.656569133677607,17.899999999999583,,,,,,,,session_x_fx_week_day,0.0,,,,,,,,,,,,,
overlap,1757.0,1756.0,1.0,0.09744380137650828,0.07419068276511842,10.87927107061505,8.299999999998864,14.700000000000824,22.34999999999987,23.55981787137169,20.700000000000163,,,,,,,,session_x_fx_week_day,1.0,,,,,,,,,,,,,
overlap,1749.0,1749.0,0.0,0.0986803290089524,0.07110289477660903,10.996626643796459,8.099999999999774,14.899999999999913,23.700000000000276,24.313893653516303,21.099999999998342,,,,,,,,session_x_fx_week_day,2.0,,,,,,,,,,,,,
overlap,1755.0,1755.0,0.0,0.11197781111071498,0.08173060202413263,12.459715099715105,9.200000000000319,16.399999999998638,26.859999999999232,28.828547008547005,23.999999999999577,,,,,,,,session_x_fx_week_day,3.0,,,,,,,,,,,,,
overlap,1749.0,1749.0,0.0,0.10632426122457392,0.0769127576801032,11.840994854202364,8.500000000000174,16.499999999999293,25.920000000000613,28.353802172670125,23.400000000000087,,,,,,,,session_x_fx_week_day,4.0,,,,,,,,,,,,,
NY-only,2907.0,2907.0,0.0,0.047611296567359886,0.03358720418297212,5.319435844513254,3.8000000000004697,7.099999999999884,11.500000000000732,12.88682490540079,10.900000000000354,,,,,,,,session_x_fx_week_day,0.0,,,,,,,,,,,,,
NY-only,2925.0,2925.0,0.0,0.05280432527810554,0.03783998301816194,5.904410256410262,4.20000000000087,7.800000000000029,12.5999999999995,14.513025641025697,12.300000000000644,,,,,,,,session_x_fx_week_day,1.0,,,,,,,,,,,,,
NY-only,2915.0,2915.0,0.0,0.06909433835757894,0.04371401731818603,7.707787307032608,4.900000000001015,9.299999999998754,16.05999999999951,17.411114922813052,13.399999999998968,,,,,,,,session_x_fx_week_day,2.0,,,,,,,,,,,,,
NY-only,2922.0,2921.0,1.0,0.05979172628048341,0.03985888259439019,6.679014036288947,4.500000000000615,9.00000000000123,14.499999999999513,15.972553045859026,13.299999999998313,,,,,,,,session_x_fx_week_day,3.0,,,,,,,,,,,,,
NY-only,2915.0,2903.0,12.0,0.051488248825350656,0.036074710725930714,5.74860489149154,4.099999999997994,7.699999999999374,12.879999999998244,14.362469982847353,12.000000000000899,,,,,,,,session_x_fx_week_day,4.0,,,,,,,,,,,,,
rollover,1742.0,1740.0,2.0,0.041633437014110895,0.02540209411086014,4.646321839080471,2.80000000000058,5.9000000000009045,10.710000000001122,10.595924225028678,8.500000000000174,,,,,,,,session_x_fx_week_day,0.0,,,,,,,,,,,,,
rollover,1754.0,1749.0,5.0,0.029704096830836572,0.020353126749106387,3.3169239565465465,2.2999999999995246,4.299999999999304,7.099999999999884,7.657696693272539,6.500000000000394,,,,,,,,session_x_fx_week_day,1.0,,,,,,,,,,,,,
rollover,1749.0,1747.0,2.0,0.03312443601235279,0.022455299918577865,3.7097309673726517,2.500000000000835,4.699999999999704,7.400000000000517,8.254945683247557,6.899999999998574,,,,,,,,session_x_fx_week_day,2.0,,,,,,,,,,,,,
rollover,1754.0,1751.0,3.0,0.03474305877025645,0.022121544614739364,3.880582524271839,2.4999999999986144,4.999999999999449,8.300000000001084,8.378506271379699,7.200000000000539,,,,,,,,session_x_fx_week_day,3.0,,,,,,,,,,,,,
rollover,1737.0,1166.0,571.0,0.0363768962895128,0.024570804118489997,4.07907375643224,2.7999999999983594,5.1000000000001044,8.60000000000083,8.904260218767961,7.399999999999629,,,,,,,,session_x_fx_week_day,4.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,0,5.2597188892697915,14.0,19.0,17.0,18.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,1,8.402331162152896,6.0,12.0,6.0,7.0,6.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,2,10.940472926662121,2.0,7.0,3.0,4.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,3,9.13543522960933,5.0,7.0,5.0,6.0,2.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,4,7.885743660041105,7.0,13.0,12.0,10.0,6.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,5,7.800719671007542,8.0,13.0,9.0,9.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,6,8.232796435915025,4.0,12.0,11.0,8.0,8.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,7,12.98564084989717,1.0,4.0,1.0,1.0,3.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,8,11.447703906785513,2.0,4.0,4.0,3.0,2.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,9,12.831230716489506,1.0,3.0,2.0,2.0,2.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,10,9.370551936921492,4.0,8.0,7.0,5.0,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,11,7.575591360987313,8.0,14.0,10.0,11.0,6.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,12,7.054012345679038,7.0,14.0,8.0,13.0,7.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,13,7.110425240054845,7.0,15.0,13.0,12.0,8.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,14,5.558347617415158,13.0,18.0,14.0,16.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,15,4.056660929432032,16.0,23.0,21.0,21.0,7.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,16,2.7277538726333708,20.0,24.0,24.0,24.0,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,17,4.344009612083779,16.0,23.0,20.0,17.0,7.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,18,4.432270233196135,17.0,22.0,19.0,19.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,yearly_rank_stability,,19,5.938944120671901,11.0,16.0,15.0,14.0,5.0,,,,,,
