triangle,n,mean_curl_bp,rms_curl_bp,mean_over_rms,t_stat,pred_bid_bp,resid_bp,verdict
EUR_USD_JPY,42000,-0.4592342833671284,0.9519100480250308,0.48243453708669404,-112.87232207004602,-0.4578914439708331,-0.0013428393962953145,clean (any constant is explained by the bid convention)
EUR_USD_GBP,42000,0.7569465625020625,1.2234724282919436,0.618687062330301,161.3869043194865,0.7584766689101945,-0.0015301064081320037,clean (any constant is explained by the bid convention)
EUR_JPY_GBP,42000,0.7860121920799263,1.415164347835208,0.5554211376807914,136.88109643072434,0.7864719234225234,-0.0004597313425970251,clean (any constant is explained by the bid convention)
USD_JPY_GBP,42000,-0.430168653789273,1.1323777532417008,0.37988087681678034,-84.160546430698,-0.4298961894585043,-0.000272464330768718,clean (any constant is explained by the bid convention)
