idx,forecast_time,last_context_time,last_close,p_up,gen_mean,gen_sd,gen_distinct,step_gap_h,ctx_max_gap_h,spans_weekend_gap
49527,2024-11-15 14:00:00+00:00,2024-11-15 13:00:00+00:00,1.05755,0.9666666666666667,1.0595232248306274,0.0011402949457988143,6,1.0,50.0,False
49528,2024-11-15 15:00:00+00:00,2024-11-15 14:00:00+00:00,1.0558,0.9,1.0572752952575684,0.001217844896018505,6,1.0,50.0,False
49529,2024-11-15 16:00:00+00:00,2024-11-15 15:00:00+00:00,1.05308,0.5333333333333333,1.0526998043060303,0.0014441959792748094,10,1.0,50.0,False
49530,2024-11-15 17:00:00+00:00,2024-11-15 16:00:00+00:00,1.05348,0.5666666666666667,1.0535355806350708,0.0009329598397016525,6,1.0,50.0,False
49531,2024-11-15 18:00:00+00:00,2024-11-15 17:00:00+00:00,1.05509,0.13333333333333333,1.0546554327011108,0.0007678843103349209,3,1.0,50.0,False
49532,2024-11-15 19:00:00+00:00,2024-11-15 18:00:00+00:00,1.05482,0.8666666666666667,1.054750919342041,0.0003653991734609008,2,1.0,50.0,False
49533,2024-11-15 20:00:00+00:00,2024-11-15 19:00:00+00:00,1.05508,0.0,1.0546512603759766,0.0004055267199873924,2,1.0,50.0,False
49534,2024-11-15 21:00:00+00:00,2024-11-15 20:00:00+00:00,1.05367,0.7,1.054052472114563,0.0005133991944603622,2,1.0,50.0,False
49535,2024-11-15 22:00:00+00:00,2024-11-15 21:00:00+00:00,1.05273,0.23333333333333334,1.0527738332748413,0.000607592286542058,4,1.0,50.0,False
49536,2024-11-17 23:00:00+00:00,2024-11-15 22:00:00+00:00,1.0538,0.0,1.0535367727279663,0.00044388772221282125,2,49.0,50.0,True
49537,2024-11-18 00:00:00+00:00,2024-11-17 23:00:00+00:00,1.05315,0.4666666666666667,1.0528253316879272,0.0005975870881229639,4,1.0,50.0,False
49538,2024-11-18 01:00:00+00:00,2024-11-18 00:00:00+00:00,1.05359,0.6666666666666666,1.0533851385116577,0.0007205407018773258,3,1.0,50.0,False
49539,2024-11-18 02:00:00+00:00,2024-11-18 01:00:00+00:00,1.05481,0.1,1.0535824298858643,0.0006375467637553811,3,1.0,50.0,False
49540,2024-11-18 03:00:00+00:00,2024-11-18 02:00:00+00:00,1.05416,0.16666666666666666,1.0542100667953491,0.000583360088057816,3,1.0,50.0,False
49541,2024-11-18 04:00:00+00:00,2024-11-18 03:00:00+00:00,1.05409,0.06666666666666667,1.0538617372512817,0.0005298672476783395,3,1.0,50.0,False
49542,2024-11-18 05:00:00+00:00,2024-11-18 04:00:00+00:00,1.05335,0.9666666666666667,1.0539697408676147,0.0005741409840993583,3,1.0,50.0,False
49543,2024-11-18 06:00:00+00:00,2024-11-18 05:00:00+00:00,1.05403,0.23333333333333334,1.053741693496704,0.000775673717726022,3,1.0,50.0,False
49544,2024-11-18 07:00:00+00:00,2024-11-18 06:00:00+00:00,1.05376,0.1,1.0534915924072266,0.000549756980035454,3,1.0,50.0,False
49545,2024-11-18 08:00:00+00:00,2024-11-18 07:00:00+00:00,1.05422,0.16666666666666666,1.0534703731536865,0.0005949512706138194,3,1.0,50.0,False
49546,2024-11-18 09:00:00+00:00,2024-11-18 08:00:00+00:00,1.05468,0.9,1.0550020933151245,0.0007261914433911443,4,1.0,50.0,False
49547,2024-11-18 10:00:00+00:00,2024-11-18 09:00:00+00:00,1.05465,0.6666666666666666,1.0550382137298584,0.0009009236237034202,3,1.0,50.0,False
49548,2024-11-18 11:00:00+00:00,2024-11-18 10:00:00+00:00,1.05656,0.5666666666666667,1.056890606880188,0.0008654065895825624,3,1.0,50.0,False
49549,2024-11-18 12:00:00+00:00,2024-11-18 11:00:00+00:00,1.05477,0.8333333333333334,1.0559146404266357,0.000730193976778537,3,1.0,50.0,False
49550,2024-11-18 13:00:00+00:00,2024-11-18 12:00:00+00:00,1.0542,0.6333333333333333,1.0549808740615845,0.0007471411372534931,3,1.0,50.0,False
49551,2024-11-18 14:00:00+00:00,2024-11-18 13:00:00+00:00,1.05467,0.9,1.0558525323867798,0.000859541876707226,4,1.0,50.0,False
49552,2024-11-18 15:00:00+00:00,2024-11-18 14:00:00+00:00,1.05673,0.6666666666666666,1.0571398735046387,0.0009018398122861981,4,1.0,50.0,False
49553,2024-11-18 16:00:00+00:00,2024-11-18 15:00:00+00:00,1.05678,0.8,1.0573805570602417,0.0006601928034797311,3,1.0,50.0,False
49554,2024-11-18 17:00:00+00:00,2024-11-18 16:00:00+00:00,1.05729,0.8,1.0576030015945435,0.0006533543346449733,3,1.0,50.0,False
49555,2024-11-18 18:00:00+00:00,2024-11-18 17:00:00+00:00,1.05853,0.43333333333333335,1.0586720705032349,0.0009951972169801593,6,1.0,50.0,False
49556,2024-11-18 19:00:00+00:00,2024-11-18 18:00:00+00:00,1.05907,0.6333333333333333,1.0591374635696411,0.00047443772200495005,3,1.0,50.0,False
49557,2024-11-18 20:00:00+00:00,2024-11-18 19:00:00+00:00,1.05967,0.43333333333333335,1.0592834949493408,0.0004839900939259678,3,1.0,50.0,False
49558,2024-11-18 21:00:00+00:00,2024-11-18 20:00:00+00:00,1.05905,0.6333333333333333,1.0595957040786743,0.0004689340712502599,2,1.0,50.0,False
49559,2024-11-18 22:00:00+00:00,2024-11-18 21:00:00+00:00,1.05919,0.4666666666666667,1.0592601299285889,0.0004902875516563654,2,1.0,50.0,False
49560,2024-11-18 23:00:00+00:00,2024-11-18 22:00:00+00:00,1.05974,0.6666666666666666,1.0596599578857422,0.00044375259312801063,3,1.0,50.0,False
49561,2024-11-19 00:00:00+00:00,2024-11-18 23:00:00+00:00,1.05973,0.8,1.0601061582565308,0.000690105720423162,5,1.0,50.0,False
49562,2024-11-19 01:00:00+00:00,2024-11-19 00:00:00+00:00,1.0594,0.23333333333333334,1.0591272115707397,0.0007582299294881523,6,1.0,50.0,False
49563,2024-11-19 02:00:00+00:00,2024-11-19 01:00:00+00:00,1.05891,0.26666666666666666,1.0589903593063354,0.000544928596355021,3,1.0,50.0,False
49564,2024-11-19 03:00:00+00:00,2024-11-19 02:00:00+00:00,1.05925,0.3,1.0588253736495972,0.0006526686483994126,3,1.0,50.0,False
49565,2024-11-19 04:00:00+00:00,2024-11-19 03:00:00+00:00,1.05914,0.3,1.0586425065994263,0.0007582321995869279,3,1.0,50.0,False
49566,2024-11-19 05:00:00+00:00,2024-11-19 04:00:00+00:00,1.05961,0.6333333333333333,1.0594398975372314,0.00045453253551386297,3,1.0,50.0,False
49567,2024-11-19 06:00:00+00:00,2024-11-19 05:00:00+00:00,1.05865,0.6333333333333333,1.0592221021652222,0.0005526040331460536,3,1.0,50.0,False
49568,2024-11-19 07:00:00+00:00,2024-11-19 06:00:00+00:00,1.0583,0.13333333333333333,1.0578089952468872,0.0007580876117572188,3,1.0,50.0,False
49569,2024-11-19 08:00:00+00:00,2024-11-19 07:00:00+00:00,1.05921,0.7333333333333333,1.0598642826080322,0.000850604847073555,5,1.0,50.0,False
49570,2024-11-19 09:00:00+00:00,2024-11-19 08:00:00+00:00,1.05768,0.4,1.0577949285507202,0.0009623036021366715,3,1.0,50.0,False
49571,2024-11-19 10:00:00+00:00,2024-11-19 09:00:00+00:00,1.05713,0.43333333333333335,1.0572129487991333,0.0007622722187079489,3,1.0,50.0,False
49572,2024-11-19 11:00:00+00:00,2024-11-19 10:00:00+00:00,1.05489,0.6666666666666666,1.0552232265472412,0.0008144855964928865,3,1.0,50.0,False
49573,2024-11-19 12:00:00+00:00,2024-11-19 11:00:00+00:00,1.05606,0.36666666666666664,1.0558818578720093,0.001139736152254045,4,1.0,50.0,False
49574,2024-11-19 13:00:00+00:00,2024-11-19 12:00:00+00:00,1.05615,0.3333333333333333,1.0555875301361084,0.0009302673279307783,4,1.0,50.0,False
49575,2024-11-19 14:00:00+00:00,2024-11-19 13:00:00+00:00,1.05716,0.4,1.0569069385528564,0.0008353934390470386,4,1.0,50.0,False
49576,2024-11-19 15:00:00+00:00,2024-11-19 14:00:00+00:00,1.05765,0.6333333333333333,1.0579367876052856,0.0011133727384731174,7,1.0,50.0,False
49577,2024-11-19 16:00:00+00:00,2024-11-19 15:00:00+00:00,1.05718,0.36666666666666664,1.057407259941101,0.000689496286213398,3,1.0,50.0,False
49578,2024-11-19 17:00:00+00:00,2024-11-19 16:00:00+00:00,1.05864,0.03333333333333333,1.0581896305084229,0.0006096261204220355,4,1.0,50.0,False
49579,2024-11-19 18:00:00+00:00,2024-11-19 17:00:00+00:00,1.0577,0.3,1.0574538707733154,0.0008362708031199872,5,1.0,50.0,False
49580,2024-11-19 19:00:00+00:00,2024-11-19 18:00:00+00:00,1.05797,0.5333333333333333,1.058152437210083,0.0004904660163447261,2,1.0,50.0,False
49581,2024-11-19 20:00:00+00:00,2024-11-19 19:00:00+00:00,1.05895,0.0,1.0584391355514526,0.0004540621011983603,2,1.0,50.0,False
49582,2024-11-19 21:00:00+00:00,2024-11-19 20:00:00+00:00,1.05933,0.0,1.0583990812301636,0.00047373768757097423,2,1.0,50.0,False
49583,2024-11-19 22:00:00+00:00,2024-11-19 21:00:00+00:00,1.05929,0.0,1.0586920976638794,0.000412136287195608,2,1.0,50.0,False
49584,2024-11-19 23:00:00+00:00,2024-11-19 22:00:00+00:00,1.05935,0.0,1.058802843093872,0.0003857624833472073,2,1.0,50.0,False
49585,2024-11-20 00:00:00+00:00,2024-11-19 23:00:00+00:00,1.05933,0.06666666666666667,1.058824062347412,0.00044949690345674753,5,1.0,50.0,False
49586,2024-11-20 01:00:00+00:00,2024-11-20 00:00:00+00:00,1.06067,0.4666666666666667,1.060322642326355,0.0006731172907166183,6,1.0,50.0,False
49587,2024-11-20 02:00:00+00:00,2024-11-20 01:00:00+00:00,1.05989,0.16666666666666666,1.059428095817566,0.00046315687359310687,5,1.0,50.0,False
49588,2024-11-20 03:00:00+00:00,2024-11-20 02:00:00+00:00,1.05995,0.16666666666666666,1.0594468116760254,0.00040214144974015653,4,1.0,50.0,False
49589,2024-11-20 04:00:00+00:00,2024-11-20 03:00:00+00:00,1.05953,0.13333333333333333,1.0592666864395142,0.0004392916162032634,5,1.0,50.0,False
49590,2024-11-20 05:00:00+00:00,2024-11-20 04:00:00+00:00,1.05892,0.5,1.058531403541565,0.00046551230479963124,2,1.0,50.0,False
49591,2024-11-20 06:00:00+00:00,2024-11-20 05:00:00+00:00,1.05924,0.1,1.058784008026123,0.0005294529837556183,5,1.0,50.0,False
49592,2024-11-20 07:00:00+00:00,2024-11-20 06:00:00+00:00,1.05864,0.5666666666666667,1.058435320854187,0.0008311591809615493,6,1.0,50.0,False
49593,2024-11-20 08:00:00+00:00,2024-11-20 07:00:00+00:00,1.05871,0.7,1.0590355396270752,0.0007448804099112749,7,1.0,50.0,False
49594,2024-11-20 09:00:00+00:00,2024-11-20 08:00:00+00:00,1.05779,0.9333333333333333,1.058347225189209,0.0006708051078021526,6,1.0,50.0,False
49595,2024-11-20 10:00:00+00:00,2024-11-20 09:00:00+00:00,1.05638,0.7333333333333333,1.0570076704025269,0.0007547457353211939,3,1.0,50.0,False
49596,2024-11-20 11:00:00+00:00,2024-11-20 10:00:00+00:00,1.05547,0.6,1.0561801195144653,0.0007585638086311519,3,1.0,50.0,False
49597,2024-11-20 12:00:00+00:00,2024-11-20 11:00:00+00:00,1.05483,0.9333333333333333,1.055662989616394,0.0009810648625716567,4,1.0,50.0,False
49598,2024-11-20 13:00:00+00:00,2024-11-20 12:00:00+00:00,1.05537,0.5,1.0551564693450928,0.0009976386791095138,5,1.0,50.0,False
49599,2024-11-20 14:00:00+00:00,2024-11-20 13:00:00+00:00,1.05581,0.6666666666666666,1.0559149980545044,0.0010482268407940865,5,1.0,50.0,False
49600,2024-11-20 15:00:00+00:00,2024-11-20 14:00:00+00:00,1.05559,0.8666666666666667,1.0562150478363037,0.0008472713525407016,5,1.0,50.0,False
49601,2024-11-20 16:00:00+00:00,2024-11-20 15:00:00+00:00,1.05243,0.6,1.05302894115448,0.0009407926700077951,3,1.0,50.0,False
49602,2024-11-20 17:00:00+00:00,2024-11-20 16:00:00+00:00,1.05211,0.6333333333333333,1.052315592765808,0.0009257546626031399,3,1.0,50.0,False
49603,2024-11-20 18:00:00+00:00,2024-11-20 17:00:00+00:00,1.05199,0.4,1.0510516166687012,0.001050225575454533,4,1.0,50.0,False
49604,2024-11-20 19:00:00+00:00,2024-11-20 18:00:00+00:00,1.05316,0.06666666666666667,1.0519204139709473,0.0006869186763651669,3,1.0,50.0,False
49605,2024-11-20 20:00:00+00:00,2024-11-20 19:00:00+00:00,1.05357,0.0,1.0517319440841675,0.0007884952356107533,3,1.0,50.0,False
49606,2024-11-20 21:00:00+00:00,2024-11-20 20:00:00+00:00,1.0539,0.0,1.0529371500015259,0.0006078965961933136,2,1.0,50.0,False
49607,2024-11-20 22:00:00+00:00,2024-11-20 21:00:00+00:00,1.05389,0.0,1.0524697303771973,0.0004762984754052013,2,1.0,50.0,False
49608,2024-11-20 23:00:00+00:00,2024-11-20 22:00:00+00:00,1.05427,0.0,1.0535328388214111,0.0006150598055683076,2,1.0,50.0,False
49609,2024-11-21 00:00:00+00:00,2024-11-20 23:00:00+00:00,1.05418,0.8666666666666667,1.054201602935791,0.0004689460329245776,3,1.0,50.0,False
49610,2024-11-21 01:00:00+00:00,2024-11-21 00:00:00+00:00,1.05452,0.16666666666666666,1.0543501377105713,0.0007432755664922297,3,1.0,50.0,False
49611,2024-11-21 02:00:00+00:00,2024-11-21 01:00:00+00:00,1.05452,0.9,1.054672122001648,0.00035676953848451376,2,1.0,50.0,False
49612,2024-11-21 03:00:00+00:00,2024-11-21 02:00:00+00:00,1.05452,0.8,1.0545076131820679,0.0004745483456645161,2,1.0,50.0,False
49613,2024-11-21 04:00:00+00:00,2024-11-21 03:00:00+00:00,1.05488,0.0,1.0545130968093872,0.000401910743676126,2,1.0,50.0,False
49614,2024-11-21 05:00:00+00:00,2024-11-21 04:00:00+00:00,1.05525,0.06666666666666667,1.0544304847717285,0.0005658264271914959,3,1.0,50.0,False
49615,2024-11-21 06:00:00+00:00,2024-11-21 05:00:00+00:00,1.05507,0.16666666666666666,1.0545512437820435,0.0006003101007081568,3,1.0,50.0,False
49616,2024-11-21 07:00:00+00:00,2024-11-21 06:00:00+00:00,1.0546,0.1,1.054276704788208,0.0006580386543646455,3,1.0,50.0,False
49617,2024-11-21 08:00:00+00:00,2024-11-21 07:00:00+00:00,1.05448,0.2,1.0543421506881714,0.0007574155461043119,3,1.0,50.0,False
49618,2024-11-21 09:00:00+00:00,2024-11-21 08:00:00+00:00,1.0536,0.4666666666666667,1.0535025596618652,0.0007840172038413584,3,1.0,50.0,False
49619,2024-11-21 10:00:00+00:00,2024-11-21 09:00:00+00:00,1.05402,0.13333333333333333,1.053167700767517,0.0008296210435219109,3,1.0,50.0,False
49620,2024-11-21 11:00:00+00:00,2024-11-21 10:00:00+00:00,1.05162,1.0,1.052836298942566,0.0007785289199091494,3,1.0,50.0,False
49621,2024-11-21 12:00:00+00:00,2024-11-21 11:00:00+00:00,1.05201,0.16666666666666666,1.0519647598266602,0.0007708962075412273,3,1.0,50.0,False
49622,2024-11-21 13:00:00+00:00,2024-11-21 12:00:00+00:00,1.05198,0.3,1.05197012424469,0.0008860018569976091,4,1.0,50.0,False
49623,2024-11-21 14:00:00+00:00,2024-11-21 13:00:00+00:00,1.05269,0.9333333333333333,1.053505301475525,0.0006696252385154366,4,1.0,50.0,False
49624,2024-11-21 15:00:00+00:00,2024-11-21 14:00:00+00:00,1.05325,0.3,1.053427815437317,0.0010796613059937954,7,1.0,50.0,False
49625,2024-11-21 16:00:00+00:00,2024-11-21 15:00:00+00:00,1.05346,0.13333333333333333,1.0530699491500854,0.0007526832050643861,3,1.0,50.0,False
49626,2024-11-21 17:00:00+00:00,2024-11-21 16:00:00+00:00,1.05099,1.0,1.0523228645324707,0.0006884498870931566,3,1.0,50.0,False
49627,2024-11-21 18:00:00+00:00,2024-11-21 17:00:00+00:00,1.04736,0.8333333333333334,1.048563838005066,0.0010147555731236935,3,1.0,50.0,False
49628,2024-11-21 19:00:00+00:00,2024-11-21 18:00:00+00:00,1.04871,0.1,1.047860860824585,0.0007110758451744914,3,1.0,50.0,False
49629,2024-11-21 20:00:00+00:00,2024-11-21 19:00:00+00:00,1.04858,0.5,1.048675775527954,0.0008063912391662598,2,1.0,50.0,False
49630,2024-11-21 21:00:00+00:00,2024-11-21 20:00:00+00:00,1.04841,0.4,1.0478712320327759,0.0007887555984780192,2,1.0,50.0,False
49631,2024-11-21 22:00:00+00:00,2024-11-21 21:00:00+00:00,1.04785,0.2,1.0471009016036987,0.0006458759307861328,2,1.0,50.0,False
49632,2024-11-21 23:00:00+00:00,2024-11-21 22:00:00+00:00,1.04736,0.16666666666666666,1.0465588569641113,0.0006025145994499326,2,1.0,50.0,False
49633,2024-11-22 00:00:00+00:00,2024-11-21 23:00:00+00:00,1.04747,0.2,1.0465611219406128,0.0006487369537353516,2,1.0,50.0,False
49634,2024-11-22 01:00:00+00:00,2024-11-22 00:00:00+00:00,1.04684,0.23333333333333334,1.0462931394577026,0.0008244503987953067,3,1.0,50.0,False
49635,2024-11-22 02:00:00+00:00,2024-11-22 01:00:00+00:00,1.04749,0.8333333333333334,1.047570824623108,0.0005964725860394537,2,1.0,50.0,False
49636,2024-11-22 03:00:00+00:00,2024-11-22 02:00:00+00:00,1.04712,0.7333333333333333,1.0478706359863281,0.0008349331910721958,3,1.0,50.0,False
49637,2024-11-22 04:00:00+00:00,2024-11-22 03:00:00+00:00,1.04722,0.8666666666666667,1.0481473207473755,0.0007689690683037043,3,1.0,50.0,False
49638,2024-11-22 05:00:00+00:00,2024-11-22 04:00:00+00:00,1.04744,0.8333333333333334,1.0479804277420044,0.0007696392713114619,3,1.0,50.0,False
49639,2024-11-22 06:00:00+00:00,2024-11-22 05:00:00+00:00,1.04742,0.8333333333333334,1.0481886863708496,0.0009486276539973915,3,1.0,50.0,False
49640,2024-11-22 07:00:00+00:00,2024-11-22 06:00:00+00:00,1.04641,0.5666666666666667,1.0469237565994263,0.0012618681648746133,4,1.0,50.0,False
49641,2024-11-22 08:00:00+00:00,2024-11-22 07:00:00+00:00,1.04689,0.7666666666666667,1.0478147268295288,0.0012657495681196451,4,1.0,50.0,False
49642,2024-11-22 09:00:00+00:00,2024-11-22 08:00:00+00:00,1.04857,0.43333333333333335,1.0481575727462769,0.0008585625910200179,3,1.0,50.0,False
49643,2024-11-22 10:00:00+00:00,2024-11-22 09:00:00+00:00,1.04427,0.9,1.0465319156646729,0.001195052987895906,4,1.0,50.0,False
49644,2024-11-22 11:00:00+00:00,2024-11-22 10:00:00+00:00,1.04013,0.16666666666666666,1.0380100011825562,0.0017958780517801642,11,1.0,50.0,False
49645,2024-11-22 12:00:00+00:00,2024-11-22 11:00:00+00:00,1.04289,0.7666666666666667,1.0431091785430908,0.001553820911794901,5,1.0,50.0,False
49646,2024-11-22 13:00:00+00:00,2024-11-22 12:00:00+00:00,1.0416,0.5666666666666667,1.0420228242874146,0.0014198514400050044,5,1.0,50.0,False
49647,2024-11-22 14:00:00+00:00,2024-11-22 13:00:00+00:00,1.04067,0.7,1.041778326034546,0.0022337858099490404,8,1.0,50.0,False
49648,2024-11-22 15:00:00+00:00,2024-11-22 14:00:00+00:00,1.04292,0.3333333333333333,1.04301917552948,0.0019951933063566685,5,1.0,50.0,False
49649,2024-11-22 16:00:00+00:00,2024-11-22 15:00:00+00:00,1.04035,0.5333333333333333,1.04087233543396,0.001289471983909607,6,1.0,50.0,False
49650,2024-11-22 17:00:00+00:00,2024-11-22 16:00:00+00:00,1.041,0.8,1.041511058807373,0.0011306483065709472,3,1.0,50.0,False
49651,2024-11-22 18:00:00+00:00,2024-11-22 17:00:00+00:00,1.03979,0.6666666666666666,1.0406683683395386,0.0011913013877347112,5,1.0,50.0,False
49652,2024-11-22 19:00:00+00:00,2024-11-22 18:00:00+00:00,1.04187,0.0,1.0407469272613525,0.0005867004510946572,2,1.0,50.0,False
49653,2024-11-22 20:00:00+00:00,2024-11-22 19:00:00+00:00,1.04162,0.0,1.0407302379608154,0.00043891670065931976,2,1.0,50.0,False
49654,2024-11-22 21:00:00+00:00,2024-11-22 20:00:00+00:00,1.04106,0.0,1.0406185388565063,0.0003667343989945948,2,1.0,50.0,False
49655,2024-11-22 22:00:00+00:00,2024-11-22 21:00:00+00:00,1.0414,0.0,1.0403921604156494,0.00044506785343401134,2,1.0,50.0,False
49656,2024-11-24 23:00:00+00:00,2024-11-22 22:00:00+00:00,1.04131,0.06666666666666667,1.0406736135482788,0.0004377737350296229,2,49.0,50.0,True
49657,2024-11-25 00:00:00+00:00,2024-11-24 23:00:00+00:00,1.04791,0.43333333333333335,1.0466258525848389,0.0019055395387113094,9,1.0,50.0,False
49658,2024-11-25 01:00:00+00:00,2024-11-25 00:00:00+00:00,1.04789,0.5,1.0476936101913452,0.0010965728433802724,4,1.0,50.0,False
49659,2024-11-25 02:00:00+00:00,2024-11-25 01:00:00+00:00,1.04808,0.03333333333333333,1.0468248128890991,0.0007916652830317616,3,1.0,50.0,False
49660,2024-11-25 03:00:00+00:00,2024-11-25 02:00:00+00:00,1.04773,0.13333333333333333,1.0473816394805908,0.0007897446630522609,3,1.0,50.0,False
49661,2024-11-25 04:00:00+00:00,2024-11-25 03:00:00+00:00,1.04867,0.13333333333333333,1.0473716259002686,0.0008354693418368697,3,1.0,50.0,False
49662,2024-11-25 05:00:00+00:00,2024-11-25 04:00:00+00:00,1.04775,0.7666666666666667,1.0477591753005981,0.0008703461498953402,3,1.0,50.0,False
49663,2024-11-25 06:00:00+00:00,2024-11-25 05:00:00+00:00,1.04786,0.8,1.0480648279190063,0.0007539569633081555,3,1.0,50.0,False
49664,2024-11-25 07:00:00+00:00,2024-11-25 06:00:00+00:00,1.04794,0.8,1.0480581521987915,0.0006589747499674559,3,1.0,50.0,False
49665,2024-11-25 08:00:00+00:00,2024-11-25 07:00:00+00:00,1.04829,0.23333333333333334,1.0480923652648926,0.0009385380544699728,3,1.0,50.0,False
49666,2024-11-25 09:00:00+00:00,2024-11-25 08:00:00+00:00,1.04499,0.6666666666666666,1.045070767402649,0.0011763287475332618,4,1.0,50.0,False
49667,2024-11-25 10:00:00+00:00,2024-11-25 09:00:00+00:00,1.04648,0.4,1.0458427667617798,0.001129488693550229,4,1.0,50.0,False
49668,2024-11-25 11:00:00+00:00,2024-11-25 10:00:00+00:00,1.04886,0.13333333333333333,1.0481810569763184,0.0012396249221637845,6,1.0,50.0,False
49669,2024-11-25 12:00:00+00:00,2024-11-25 11:00:00+00:00,1.04855,0.6,1.0487961769104004,0.001196916913613677,6,1.0,50.0,False
49670,2024-11-25 13:00:00+00:00,2024-11-25 12:00:00+00:00,1.04791,0.26666666666666666,1.047843098640442,0.0011242810869589448,5,1.0,50.0,False
49671,2024-11-25 14:00:00+00:00,2024-11-25 13:00:00+00:00,1.04882,0.3333333333333333,1.0481102466583252,0.0009805732406675816,3,1.0,50.0,False
49672,2024-11-25 15:00:00+00:00,2024-11-25 14:00:00+00:00,1.0528,0.4,1.052866816520691,0.0012216581963002682,6,1.0,50.0,False
49673,2024-11-25 16:00:00+00:00,2024-11-25 15:00:00+00:00,1.05075,0.3333333333333333,1.0509943962097168,0.0007552197203040123,7,1.0,50.0,False
49674,2024-11-25 17:00:00+00:00,2024-11-25 16:00:00+00:00,1.04878,1.0,1.04965341091156,0.0006796217057853937,4,1.0,50.0,False
49675,2024-11-25 18:00:00+00:00,2024-11-25 17:00:00+00:00,1.04772,0.8333333333333334,1.0480190515518188,0.0008329333504661918,3,1.0,50.0,False
49676,2024-11-25 19:00:00+00:00,2024-11-25 18:00:00+00:00,1.04853,0.13333333333333333,1.0478614568710327,0.0007386605138890445,3,1.0,50.0,False
49677,2024-11-25 20:00:00+00:00,2024-11-25 19:00:00+00:00,1.0507,0.5,1.0507344007492065,0.0008831210434436798,8,1.0,50.0,False
49678,2024-11-25 21:00:00+00:00,2024-11-25 20:00:00+00:00,1.05051,0.1,1.0499149560928345,0.0005712785059586167,4,1.0,50.0,False
49679,2024-11-25 22:00:00+00:00,2024-11-25 21:00:00+00:00,1.0492,0.6,1.0492013692855835,0.0005900926189497113,3,1.0,50.0,False
49680,2024-11-25 23:00:00+00:00,2024-11-25 22:00:00+00:00,1.04925,0.5,1.048777461051941,0.0006088614463806152,2,1.0,50.0,False
49681,2024-11-26 00:00:00+00:00,2024-11-25 23:00:00+00:00,1.04945,0.6666666666666666,1.0492550134658813,0.0006555352592840791,5,1.0,50.0,False
49682,2024-11-26 01:00:00+00:00,2024-11-26 00:00:00+00:00,1.04434,0.6666666666666666,1.0448884963989258,0.0018340470269322395,5,1.0,50.0,False
49683,2024-11-26 02:00:00+00:00,2024-11-26 01:00:00+00:00,1.04344,0.5666666666666667,1.0433791875839233,0.0012912071542814374,4,1.0,50.0,False
49684,2024-11-26 03:00:00+00:00,2024-11-26 02:00:00+00:00,1.04535,0.16666666666666666,1.0440174341201782,0.0007815509452484548,3,1.0,50.0,False
49685,2024-11-26 04:00:00+00:00,2024-11-26 03:00:00+00:00,1.04603,0.1,1.0453002452850342,0.000888875569216907,3,1.0,50.0,False
49686,2024-11-26 05:00:00+00:00,2024-11-26 04:00:00+00:00,1.04774,0.0,1.0465425252914429,0.00102959293872118,3,1.0,50.0,False
49687,2024-11-26 06:00:00+00:00,2024-11-26 05:00:00+00:00,1.04792,0.7,1.0478628873825073,0.0006919088191352785,4,1.0,50.0,False
49688,2024-11-26 07:00:00+00:00,2024-11-26 06:00:00+00:00,1.04747,0.26666666666666666,1.0465285778045654,0.0009053399553522468,4,1.0,50.0,False
49689,2024-11-26 08:00:00+00:00,2024-11-26 07:00:00+00:00,1.04754,0.4,1.0466700792312622,0.0009131081169471145,3,1.0,50.0,False
49690,2024-11-26 09:00:00+00:00,2024-11-26 08:00:00+00:00,1.04713,0.36666666666666664,1.0466746091842651,0.001067480188794434,3,1.0,50.0,False
49691,2024-11-26 10:00:00+00:00,2024-11-26 09:00:00+00:00,1.04908,0.23333333333333334,1.0487333536148071,0.000606762187089771,8,1.0,50.0,False
49692,2024-11-26 11:00:00+00:00,2024-11-26 10:00:00+00:00,1.05068,0.5333333333333333,1.050342321395874,0.0007329102954827249,7,1.0,50.0,False
49693,2024-11-26 12:00:00+00:00,2024-11-26 11:00:00+00:00,1.05164,0.3,1.0513209104537964,0.001216359087266028,10,1.0,50.0,False
49694,2024-11-26 13:00:00+00:00,2024-11-26 12:00:00+00:00,1.05126,0.23333333333333334,1.0505845546722412,0.0007811022223904729,8,1.0,50.0,False
49695,2024-11-26 14:00:00+00:00,2024-11-26 13:00:00+00:00,1.05233,0.2,1.0517605543136597,0.0010643118293955922,10,1.0,50.0,False
49696,2024-11-26 15:00:00+00:00,2024-11-26 14:00:00+00:00,1.0503,0.3,1.04999577999115,0.0007484873640350997,7,1.0,50.0,False
49697,2024-11-26 16:00:00+00:00,2024-11-26 15:00:00+00:00,1.05026,0.4666666666666667,1.0502350330352783,0.0006847901386208832,8,1.0,50.0,False
49698,2024-11-26 17:00:00+00:00,2024-11-26 16:00:00+00:00,1.04794,1.0,1.0490469932556152,0.0005908936145715415,4,1.0,50.0,False
49699,2024-11-26 18:00:00+00:00,2024-11-26 17:00:00+00:00,1.04794,0.7333333333333333,1.0486023426055908,0.0007906160899437964,5,1.0,50.0,False
49700,2024-11-26 19:00:00+00:00,2024-11-26 18:00:00+00:00,1.04701,1.0,1.0479599237442017,0.0005958592519164085,2,1.0,50.0,False
49701,2024-11-26 20:00:00+00:00,2024-11-26 19:00:00+00:00,1.04645,1.0,1.047275185585022,0.0005370212020352483,2,1.0,50.0,False
