variant,head,slice,subset,n,mean_predicted,realised,p_low,p_high,gap
with_macro,lstm,test[80:100],all,171,0.5098426014359234,0.4619883040935672,0.505145788192749,0.5139473676681519,0.04785429734235619
with_macro,lstm,test[80:100],all,171,0.5190966784605506,0.5321637426900585,0.5139505863189697,0.5245184898376465,-0.013067064229507874
with_macro,lstm,test[80:100],all,171,0.5311301873441328,0.5555555555555556,0.5246059894561768,0.5395857095718384,-0.024425368211422827
with_macro,lstm,test[80:100],all,172,0.5572129900372306,0.47093023255813954,0.5398271083831787,0.5963681936264038,0.08628275747909103
with_macro,lstm,test[80:100],>=0.52,102,0.3937387416760127,0.38235294117647056,0.32921117544174194,0.41381385922431946,0.011385800499542131
with_macro,lstm,test[80:100],>=0.52,101,0.42563713423096305,0.4752475247524752,0.41455647349357605,0.43666061758995056,-0.04961039052151217
with_macro,lstm,test[80:100],>=0.52,101,0.4459299598589982,0.5148514851485149,0.4372154772281647,0.4529567062854767,-0.06892152528951667
with_macro,lstm,test[80:100],>=0.52,101,0.45814544316565636,0.48514851485148514,0.45306602120399475,0.4624415934085846,-0.027003071685828772
with_macro,lstm,test[80:100],>=0.52,102,0.4671698078220966,0.5294117647058824,0.4627729654312134,0.47206252813339233,-0.062241956883785754
with_macro,lstm,test[80:100],>=0.52,101,0.48198428750038147,0.5247524752475248,0.47222259640693665,0.5208042860031128,-0.042768187747143305
with_macro,lstm,test[80:100],>=0.52,101,0.523757019255421,0.5247524752475248,0.5208385586738586,0.5276036262512207,-0.000995455992103822
with_macro,lstm,test[80:100],>=0.52,101,0.5311744980292745,0.49504950495049505,0.5278628468513489,0.5350930690765381,0.03612499307877948
with_macro,lstm,test[80:100],>=0.52,101,0.5427372927712922,0.5544554455445545,0.535142183303833,0.5509148836135864,-0.01171815277326227
with_macro,lstm,test[80:100],>=0.52,102,0.5655253406833199,0.46078431372549017,0.5512068867683411,0.5963681936264038,0.10474102695782977
with_macro,consensus,test[80:100],all,172,0.4362354859016662,0.46511627906976744,0.3795798718929291,0.4516455829143524,-0.028880793168101215
with_macro,consensus,test[80:100],all,171,0.45842966106202865,0.42105263157894735,0.45165078341960907,0.4647783041000366,0.0373770294830813
with_macro,consensus,test[80:100],all,171,0.46960903634453377,0.49707602339181284,0.4648185074329376,0.4744457006454468,-0.027466987047279068
with_macro,consensus,test[80:100],all,171,0.4793277598089642,0.543859649122807,0.4744652956724167,0.48436886072158813,-0.06453188931384285
with_macro,consensus,test[80:100],all,171,0.4930350591390454,0.4502923976608187,0.4843776226043701,0.5052288770675659,0.042742661478226696
with_macro,consensus,test[80:100],all,171,0.5092952751625351,0.42105263157894735,0.5052517056465149,0.511607825756073,0.0882426435835878
with_macro,consensus,test[80:100],all,172,0.5140262703562892,0.47093023255813954,0.5116282403469086,0.5159896016120911,0.04309603779814969
with_macro,consensus,test[80:100],all,170,0.5183560418732026,0.5705882352941176,0.5160394906997681,0.5208068788051605,-0.05223219342091501
with_macro,consensus,test[80:100],all,171,0.524057189100667,0.543859649122807,0.5208404958248138,0.5285817980766296,-0.019802460022140034
with_macro,consensus,test[80:100],all,172,0.5381469650324001,0.4941860465116279,0.5286096334457397,0.5758981704711914,0.04396091852077222
with_macro,consensus,test[80:100],>=0.52,98,0.42816650411304163,0.4387755102040816,0.3795798718929291,0.44239485263824463,-0.010609006091039985
with_macro,consensus,test[80:100],>=0.52,98,0.448350401405169,0.4387755102040816,0.4424345940351486,0.45385007560253143,0.009574891201087399
with_macro,consensus,test[80:100],>=0.52,98,0.4574881504688944,0.4387755102040816,0.45390407741069794,0.4614480137825012,0.018712640264812785
with_macro,consensus,test[80:100],>=0.52,97,0.46464480736206487,0.5360824742268041,0.461459755897522,0.46732857823371887,-0.07143766686473924
with_macro,consensus,test[80:100],>=0.52,98,0.4701671753914989,0.4489795918367347,0.46745480597019196,0.4733034372329712,0.02118758355476419
with_macro,consensus,test[80:100],>=0.52,98,0.4759238899058225,0.5306122448979592,0.4733283817768097,0.4784998297691345,-0.0546883549921367
with_macro,consensus,test[80:100],>=0.52,97,0.5081497813315735,0.5670103092783505,0.478548139333725,0.5221809148788452,-0.058860527946776986
with_macro,consensus,test[80:100],>=0.52,98,0.5244777540163118,0.5102040816326531,0.5222217738628387,0.5269453823566437,0.014273672383658731
with_macro,consensus,test[80:100],>=0.52,98,0.5305378838461272,0.5306122448979592,0.5270489156246185,0.5346952676773071,-7.436105183200592e-05
with_macro,consensus,test[80:100],>=0.52,98,0.5432006589003971,0.4897959183673469,0.5348297357559204,0.5758981704711914,0.05340474053305022
