scale,arm,horizon,model,seed,profit_accuracy,n_transactions,n_test_rows,transaction_rate,accuracy_3class,threshold_scope,threshold_tau,threshold_upper_bound,iter_selection_block,hybrid_selection_block,iters_self,iters_me,iters_ti,min_conf,tie_break
secondary,A4,1,HYBRID,44,0.4519230769230769,312,1437,0.21711899791231734,0.3924843423799583,full_series,0.00236,0.013669999999999849,test,test,,50,50,0.0,ti
secondary,A0,1,ME_LSTM,45,0.5,22,1437,0.015309672929714684,0.46903270702853167,train_only,0.00272,0.013660000000000005,val,val,150,,,,
secondary,A0,1,TI_LSTM,45,0.5087719298245614,1083,1437,0.7536534446764092,0.3235908141962422,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,ME_TI_LSTM,45,0.5326370757180157,383,1437,0.2665274878218511,0.40083507306889354,train_only,0.00272,0.013660000000000005,val,val,100,,,,
secondary,A0,1,HYBRID,45,0.625,8,1437,0.0055671537926235215,0.4704244954766875,train_only,0.00272,0.013660000000000005,val,val,,150,50,0.0,ti
secondary,A1,1,ME_LSTM,45,0.5102375102375102,1221,1437,0.8496868475991649,0.3089770354906054,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,TI_LSTM,45,0.5087719298245614,1083,1437,0.7536534446764092,0.33611691022964507,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,ME_TI_LSTM,45,0.5036764705882353,1088,1437,0.7571329157967989,0.32150313152400833,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,HYBRID,45,0.5182863113897597,957,1437,0.6659707724425887,0.34585942936673625,full_series,0.00236,0.013669999999999849,val,val,,50,50,0.0,ti
secondary,A2,1,ME_LSTM,45,0.4869109947643979,191,1437,0.13291579679888657,0.4606819763395964,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,TI_LSTM,45,0.5087719298245614,1083,1437,0.7536534446764092,0.3235908141962422,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,ME_TI_LSTM,45,0.5355450236966824,211,1437,0.14683368128044538,0.4405010438413361,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,HYBRID,45,0.5,168,1437,0.11691022964509394,0.4627696590118302,train_only,0.00272,0.013660000000000005,test,val,,50,50,0.0,ti
secondary,A3,1,ME_LSTM,45,0.5,22,1437,0.015309672929714684,0.46903270702853167,train_only,0.00272,0.013660000000000005,val,test,150,,,,
secondary,A3,1,TI_LSTM,45,0.5087719298245614,1083,1437,0.7536534446764092,0.3235908141962422,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,ME_TI_LSTM,45,0.5326370757180157,383,1437,0.2665274878218511,0.40083507306889354,train_only,0.00272,0.013660000000000005,val,test,100,,,,
secondary,A3,1,HYBRID,45,0.625,8,1437,0.0055671537926235215,0.4704244954766875,train_only,0.00272,0.013660000000000005,val,test,,150,50,0.0,ti
secondary,A4,1,ME_LSTM,45,0.5102375102375102,1221,1437,0.8496868475991649,0.3089770354906054,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,TI_LSTM,45,0.5087719298245614,1083,1437,0.7536534446764092,0.33611691022964507,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,ME_TI_LSTM,45,0.5036764705882353,1088,1437,0.7571329157967989,0.32150313152400833,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,HYBRID,45,0.5414012738853503,314,1437,0.21851078636047322,0.38900487125956856,full_series,0.00236,0.013669999999999849,test,test,,50,50,0.45,ti
secondary,A0,1,ME_LSTM,46,0.5029498525073747,678,1437,0.4718162839248434,0.35768963117606123,train_only,0.00272,0.013660000000000005,val,val,200,,,,
secondary,A0,1,TI_LSTM,46,0.5134099616858238,783,1437,0.5448851774530271,0.35768963117606123,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,ME_TI_LSTM,46,0.5095057034220533,263,1437,0.18302018093249825,0.4627696590118302,train_only,0.00272,0.013660000000000005,val,val,100,,,,
secondary,A0,1,HYBRID,46,0.5265822784810127,395,1437,0.27487821851078637,0.39735560194850383,train_only,0.00272,0.013660000000000005,val,val,,200,50,0.0,ti
secondary,A1,1,ME_LSTM,46,0.5086986778009742,1437,1437,1.0,0.2964509394572025,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,TI_LSTM,46,0.5134099616858238,783,1437,0.5448851774530271,0.35490605427974947,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,ME_TI_LSTM,46,0.5135746606334841,442,1437,0.30758524704244955,0.3883089770354906,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,HYBRID,46,0.5146871008939975,783,1437,0.5448851774530271,0.3535142658315936,full_series,0.00236,0.013669999999999849,val,val,,50,50,0.0,ti
secondary,A2,1,ME_LSTM,46,0.5128617363344051,622,1437,0.4328462073764788,0.3618649965205289,train_only,0.00272,0.013660000000000005,test,val,150,,,,
secondary,A2,1,TI_LSTM,46,0.5134099616858238,783,1437,0.5448851774530271,0.35768963117606123,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,ME_TI_LSTM,46,0.5248447204968945,322,1437,0.22407794015309673,0.4342379958246347,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,HYBRID,46,0.5274151436031331,383,1437,0.2665274878218511,0.39944328462073764,train_only,0.00272,0.013660000000000005,test,val,,150,50,0.0,ti
secondary,A3,1,ME_LSTM,46,0.5029498525073747,678,1437,0.4718162839248434,0.35768963117606123,train_only,0.00272,0.013660000000000005,val,test,200,,,,
secondary,A3,1,TI_LSTM,46,0.5134099616858238,783,1437,0.5448851774530271,0.35768963117606123,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,ME_TI_LSTM,46,0.5095057034220533,263,1437,0.18302018093249825,0.4627696590118302,train_only,0.00272,0.013660000000000005,val,test,100,,,,
secondary,A3,1,HYBRID,46,0.5301837270341208,381,1437,0.2651356993736952,0.40153096729297144,train_only,0.00272,0.013660000000000005,val,test,,200,50,0.4,ti
secondary,A4,1,ME_LSTM,46,0.5086986778009742,1437,1437,1.0,0.2964509394572025,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,TI_LSTM,46,0.5134099616858238,783,1437,0.5448851774530271,0.35490605427974947,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,ME_TI_LSTM,46,0.5214953271028038,535,1437,0.37230340988169797,0.36812804453723036,full_series,0.00236,0.013669999999999849,test,test,150,,,,
secondary,A4,1,HYBRID,46,0.5146871008939975,783,1437,0.5448851774530271,0.3535142658315936,full_series,0.00236,0.013669999999999849,test,test,,50,50,0.0,ti
secondary,A0,3,ME_LSTM,42,0.5166374781085814,1142,1437,0.7947112038970077,0.35073068893528186,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,TI_LSTM,42,0.5105916727538349,1369,1437,0.9526791927627001,0.27139874739039666,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,ME_TI_LSTM,42,0.5131578947368421,1064,1437,0.7404314544189283,0.34168406402226864,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,HYBRID,42,0.5360623781676414,513,1437,0.3569937369519833,0.43145441892832287,train_only,0.00483,0.020700000000000163,val,val,,50,50,0.5,ti
secondary,A1,3,ME_LSTM,42,0.5166374781085814,1142,1437,0.7947112038970077,0.35281837160751567,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,TI_LSTM,42,0.5105916727538349,1369,1437,0.9526791927627001,0.2992345163535143,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,ME_TI_LSTM,42,0.5131578947368421,1064,1437,0.7404314544189283,0.34794711203897005,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,HYBRID,42,0.5360623781676414,513,1437,0.3569937369519833,0.40153096729297144,full_series,0.0042,0.02072000000000007,val,val,,50,50,0.5,ti
secondary,A2,3,ME_LSTM,42,0.5166374781085814,1142,1437,0.7947112038970077,0.35073068893528186,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,TI_LSTM,42,0.5105916727538349,1369,1437,0.9526791927627001,0.27139874739039666,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,ME_TI_LSTM,42,0.5131578947368421,1064,1437,0.7404314544189283,0.34168406402226864,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,HYBRID,42,0.5360623781676414,513,1437,0.3569937369519833,0.43145441892832287,train_only,0.00483,0.020700000000000163,test,val,,50,50,0.5,ti
secondary,A3,3,ME_LSTM,42,0.5166374781085814,1142,1437,0.7947112038970077,0.35073068893528186,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,TI_LSTM,42,0.5105916727538349,1369,1437,0.9526791927627001,0.27139874739039666,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,ME_TI_LSTM,42,0.5131578947368421,1064,1437,0.7404314544189283,0.34168406402226864,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,HYBRID,42,0.5880281690140845,284,1437,0.19763395963813501,0.4725121781489214,train_only,0.00483,0.020700000000000163,val,test,,50,50,0.55,ti
secondary,A4,3,ME_LSTM,42,0.5166374781085814,1142,1437,0.7947112038970077,0.35281837160751567,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,TI_LSTM,42,0.5105916727538349,1369,1437,0.9526791927627001,0.2992345163535143,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,ME_TI_LSTM,42,0.5131578947368421,1064,1437,0.7404314544189283,0.34794711203897005,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,HYBRID,42,0.5880281690140845,284,1437,0.19763395963813501,0.430062630480167,full_series,0.0042,0.02072000000000007,test,test,,50,50,0.55,ti
secondary,A0,3,ME_LSTM,43,0.47719298245614034,855,1437,0.5949895615866388,0.35768963117606123,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,TI_LSTM,43,0.5027124773960217,1106,1437,0.7696590118302018,0.32498260264439804,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,ME_TI_LSTM,43,0.5198451113262342,1033,1437,0.7188587334725122,0.33611691022964507,train_only,0.00483,0.020700000000000163,val,val,100,,,,
secondary,A0,3,HYBRID,43,0.46153846153846156,637,1437,0.44328462073764785,0.38970076548364646,train_only,0.00483,0.020700000000000163,val,val,,50,50,0.0,ti
secondary,A1,3,ME_LSTM,43,0.47719298245614034,855,1437,0.5949895615866388,0.3430758524704245,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,TI_LSTM,43,0.5027124773960217,1106,1437,0.7696590118302018,0.33194154488517746,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,ME_TI_LSTM,43,0.4632352941176471,952,1437,0.662491301322199,0.3326374391092554,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,HYBRID,43,0.46153846153846156,637,1437,0.44328462073764785,0.3674321503131524,full_series,0.0042,0.02072000000000007,val,val,,50,50,0.0,ti
secondary,A2,3,ME_LSTM,43,0.47719298245614034,855,1437,0.5949895615866388,0.35768963117606123,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,TI_LSTM,43,0.5027124773960217,1106,1437,0.7696590118302018,0.32498260264439804,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,ME_TI_LSTM,43,0.5220372184133203,1021,1437,0.7105080027835768,0.3354210160055672,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,HYBRID,43,0.46153846153846156,637,1437,0.44328462073764785,0.38970076548364646,train_only,0.00483,0.020700000000000163,test,val,,50,50,0.0,ti
secondary,A3,3,ME_LSTM,43,0.47719298245614034,855,1437,0.5949895615866388,0.35768963117606123,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,TI_LSTM,43,0.5027124773960217,1106,1437,0.7696590118302018,0.32498260264439804,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,ME_TI_LSTM,43,0.5198451113262342,1033,1437,0.7188587334725122,0.33611691022964507,train_only,0.00483,0.020700000000000163,val,test,100,,,,
secondary,A3,3,HYBRID,43,0.47326732673267324,505,1437,0.35142658315935976,0.4210160055671538,train_only,0.00483,0.020700000000000163,val,test,,50,50,0.4,ti
secondary,A4,3,ME_LSTM,43,0.47719298245614034,855,1437,0.5949895615866388,0.3430758524704245,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,TI_LSTM,43,0.5027124773960217,1106,1437,0.7696590118302018,0.33194154488517746,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,ME_TI_LSTM,43,0.4632352941176471,952,1437,0.662491301322199,0.3326374391092554,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,HYBRID,43,0.47326732673267324,505,1437,0.35142658315935976,0.3938761308281141,full_series,0.0042,0.02072000000000007,test,test,,50,50,0.4,ti
secondary,A0,3,ME_LSTM,44,0.4525043177892919,579,1437,0.40292275574112735,0.4126652748782185,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,TI_LSTM,44,0.5023364485981309,856,1437,0.5956854558107167,0.35490605427974947,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,ME_TI_LSTM,44,0.44013490725126475,593,1437,0.4126652748782185,0.40083507306889354,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,HYBRID,44,0.41346153846153844,312,1437,0.21711899791231734,0.4495476687543493,train_only,0.00483,0.020700000000000163,val,val,,50,50,0.0,ti
secondary,A1,3,ME_LSTM,44,0.4525043177892919,579,1437,0.40292275574112735,0.38552540013917885,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,TI_LSTM,44,0.5023364485981309,856,1437,0.5956854558107167,0.35073068893528186,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,ME_TI_LSTM,44,0.44013490725126475,593,1437,0.4126652748782185,0.3743910925539318,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,HYBRID,44,0.41346153846153844,312,1437,0.21711899791231734,0.40501043841336115,full_series,0.0042,0.02072000000000007,val,val,,50,50,0.0,ti
secondary,A2,3,ME_LSTM,44,0.4525043177892919,579,1437,0.40292275574112735,0.4126652748782185,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,TI_LSTM,44,0.5023364485981309,856,1437,0.5956854558107167,0.35490605427974947,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,ME_TI_LSTM,44,0.44013490725126475,593,1437,0.4126652748782185,0.40083507306889354,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,HYBRID,44,0.41346153846153844,312,1437,0.21711899791231734,0.4495476687543493,train_only,0.00483,0.020700000000000163,test,val,,50,50,0.0,ti
secondary,A3,3,ME_LSTM,44,0.4525043177892919,579,1437,0.40292275574112735,0.4126652748782185,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,TI_LSTM,44,0.5023364485981309,856,1437,0.5956854558107167,0.35490605427974947,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,ME_TI_LSTM,44,0.44013490725126475,593,1437,0.4126652748782185,0.40083507306889354,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,HYBRID,44,0.41346153846153844,312,1437,0.21711899791231734,0.4495476687543493,train_only,0.00483,0.020700000000000163,val,test,,50,50,0.0,ti
secondary,A4,3,ME_LSTM,44,0.4525043177892919,579,1437,0.40292275574112735,0.38552540013917885,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,TI_LSTM,44,0.5023364485981309,856,1437,0.5956854558107167,0.35073068893528186,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,ME_TI_LSTM,44,0.44013490725126475,593,1437,0.4126652748782185,0.3743910925539318,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,HYBRID,44,0.41346153846153844,312,1437,0.21711899791231734,0.40501043841336115,full_series,0.0042,0.02072000000000007,test,test,,50,50,0.0,ti
secondary,A0,3,ME_LSTM,45,0.4864643150123052,1219,1437,0.848295059151009,0.2818371607515658,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,TI_LSTM,45,0.509713228492137,1081,1437,0.7522616562282533,0.33194154488517746,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,ME_TI_LSTM,45,0.48066298342541436,1086,1437,0.755741127348643,0.32080723729993044,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,HYBRID,45,0.49213011542497376,953,1437,0.6631871955462769,0.33402922755741127,train_only,0.00483,0.020700000000000163,val,val,,50,50,0.0,ti
secondary,A1,3,ME_LSTM,45,0.4864643150123052,1219,1437,0.848295059151009,0.2950591510090466,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,TI_LSTM,45,0.509713228492137,1081,1437,0.7522616562282533,0.33890048712595683,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,ME_TI_LSTM,45,0.48066298342541436,1086,1437,0.755741127348643,0.32498260264439804,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,HYBRID,45,0.49213011542497376,953,1437,0.6631871955462769,0.3326374391092554,full_series,0.0042,0.02072000000000007,val,val,,50,50,0.0,ti
secondary,A2,3,ME_LSTM,45,0.4864643150123052,1219,1437,0.848295059151009,0.2818371607515658,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,TI_LSTM,45,0.509713228492137,1081,1437,0.7522616562282533,0.33194154488517746,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,ME_TI_LSTM,45,0.48066298342541436,1086,1437,0.755741127348643,0.32080723729993044,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,HYBRID,45,0.49213011542497376,953,1437,0.6631871955462769,0.33402922755741127,train_only,0.00483,0.020700000000000163,test,val,,50,50,0.0,ti
secondary,A3,3,ME_LSTM,45,0.4864643150123052,1219,1437,0.848295059151009,0.2818371607515658,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,TI_LSTM,45,0.509713228492137,1081,1437,0.7522616562282533,0.33194154488517746,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,ME_TI_LSTM,45,0.48066298342541436,1086,1437,0.755741127348643,0.32080723729993044,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,HYBRID,45,0.5032051282051282,312,1437,0.21711899791231734,0.41475295755045233,train_only,0.00483,0.020700000000000163,val,test,,50,50,0.45,ti
secondary,A4,3,ME_LSTM,45,0.4864643150123052,1219,1437,0.848295059151009,0.2950591510090466,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,TI_LSTM,45,0.509713228492137,1081,1437,0.7522616562282533,0.33890048712595683,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,ME_TI_LSTM,45,0.48066298342541436,1086,1437,0.755741127348643,0.32498260264439804,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,HYBRID,45,0.5032051282051282,312,1437,0.21711899791231734,0.3869171885873347,full_series,0.0042,0.02072000000000007,test,test,,50,50,0.45,ti
secondary,A0,3,ME_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,TI_LSTM,46,0.5172855313700384,781,1437,0.5434933890048712,0.36256089074460685,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,ME_TI_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,val,val,50,,,,
secondary,A0,3,HYBRID,46,0.5185659411011524,781,1437,0.5434933890048712,0.3639526791927627,train_only,0.00483,0.020700000000000163,val,val,,50,50,0.0,ti
secondary,A1,3,ME_LSTM,46,0.5073068893528184,1437,1437,1.0,0.3013221990257481,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,TI_LSTM,46,0.5172855313700384,781,1437,0.5434933890048712,0.3521224773834377,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,ME_TI_LSTM,46,0.5073068893528184,1437,1437,1.0,0.3013221990257481,full_series,0.0042,0.02072000000000007,val,val,50,,,,
secondary,A1,3,HYBRID,46,0.5185659411011524,781,1437,0.5434933890048712,0.35490605427974947,full_series,0.0042,0.02072000000000007,val,val,,50,50,0.0,ti
secondary,A2,3,ME_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,TI_LSTM,46,0.5172855313700384,781,1437,0.5434933890048712,0.36256089074460685,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,ME_TI_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,test,val,50,,,,
secondary,A2,3,HYBRID,46,0.5185659411011524,781,1437,0.5434933890048712,0.3639526791927627,train_only,0.00483,0.020700000000000163,test,val,,50,50,0.0,ti
secondary,A3,3,ME_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,TI_LSTM,46,0.5172855313700384,781,1437,0.5434933890048712,0.36256089074460685,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,ME_TI_LSTM,46,0.5073068893528184,1437,1437,1.0,0.2720946416144746,train_only,0.00483,0.020700000000000163,val,test,50,,,,
secondary,A3,3,HYBRID,46,0.5536912751677853,298,1437,0.20737647877522616,0.45998608211551845,train_only,0.00483,0.020700000000000163,val,test,,50,50,0.55,ti
secondary,A4,3,ME_LSTM,46,0.5073068893528184,1437,1437,1.0,0.3013221990257481,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,TI_LSTM,46,0.5172855313700384,781,1437,0.5434933890048712,0.3521224773834377,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,ME_TI_LSTM,46,0.5073068893528184,1437,1437,1.0,0.3013221990257481,full_series,0.0042,0.02072000000000007,test,test,50,,,,
secondary,A4,3,HYBRID,46,0.5536912751677853,298,1437,0.20737647877522616,0.42240779401530965,full_series,0.0042,0.02072000000000007,test,test,,50,50,0.55,ti
secondary,A0,5,ME_LSTM,42,0.5280210157618214,1142,1437,0.7947112038970077,0.325678496868476,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,TI_LSTM,42,0.49159970781592405,1369,1437,0.9526791927627001,0.2533054975643702,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,ME_TI_LSTM,42,0.5309568480300187,1066,1437,0.7418232428670842,0.3291579679888657,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,HYBRID,42,0.5132482826300294,1019,1437,0.709116214335421,0.34585942936673625,train_only,0.0066,0.027879999999999905,val,val,,50,50,0.4,ti
secondary,A1,5,ME_LSTM,42,0.5280210157618214,1142,1437,0.7947112038970077,0.3430758524704245,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,TI_LSTM,42,0.49159970781592405,1369,1437,0.9526791927627001,0.27348643006263046,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,ME_TI_LSTM,42,0.5309568480300187,1066,1437,0.7418232428670842,0.34029227557411273,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,HYBRID,42,0.5132482826300294,1019,1437,0.709116214335421,0.348643006263048,full_series,0.00566,0.027879999999999905,val,val,,50,50,0.4,ti
secondary,A2,5,ME_LSTM,42,0.5280210157618214,1142,1437,0.7947112038970077,0.325678496868476,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,TI_LSTM,42,0.49159970781592405,1369,1437,0.9526791927627001,0.2533054975643702,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,ME_TI_LSTM,42,0.5309568480300187,1066,1437,0.7418232428670842,0.3291579679888657,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,HYBRID,42,0.5132482826300294,1019,1437,0.709116214335421,0.34585942936673625,train_only,0.0066,0.027879999999999905,test,val,,50,50,0.4,ti
secondary,A3,5,ME_LSTM,42,0.5280210157618214,1142,1437,0.7947112038970077,0.325678496868476,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,TI_LSTM,42,0.49159970781592405,1369,1437,0.9526791927627001,0.2533054975643702,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,ME_TI_LSTM,42,0.5309568480300187,1066,1437,0.7418232428670842,0.3291579679888657,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,HYBRID,42,0.6267605633802817,284,1437,0.19763395963813501,0.48434237995824636,train_only,0.0066,0.027879999999999905,val,test,,50,50,0.55,ti
secondary,A4,5,ME_LSTM,42,0.5280210157618214,1142,1437,0.7947112038970077,0.3430758524704245,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,TI_LSTM,42,0.49159970781592405,1369,1437,0.9526791927627001,0.27348643006263046,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,ME_TI_LSTM,42,0.5309568480300187,1066,1437,0.7418232428670842,0.34029227557411273,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,HYBRID,42,0.6267605633802817,284,1437,0.19763395963813501,0.43771746694502434,full_series,0.00566,0.027879999999999905,test,test,,50,50,0.55,ti
secondary,A0,5,ME_LSTM,43,0.45964912280701753,855,1437,0.5949895615866388,0.34168406402226864,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,TI_LSTM,43,0.5036231884057971,1104,1437,0.7682672233820459,0.3089770354906054,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,ME_TI_LSTM,43,0.44432773109243695,952,1437,0.662491301322199,0.3124565066109951,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,HYBRID,43,0.4519685039370079,635,1437,0.441892832289492,0.38343771746694505,train_only,0.0066,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A1,5,ME_LSTM,43,0.45964912280701753,855,1437,0.5949895615866388,0.3326374391092554,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,TI_LSTM,43,0.5036231884057971,1104,1437,0.7682672233820459,0.3124565066109951,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,ME_TI_LSTM,43,0.44432773109243695,952,1437,0.662491301322199,0.3117606123869172,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,HYBRID,43,0.4519685039370079,635,1437,0.441892832289492,0.35490605427974947,full_series,0.00566,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A2,5,ME_LSTM,43,0.45964912280701753,855,1437,0.5949895615866388,0.34168406402226864,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,TI_LSTM,43,0.5036231884057971,1104,1437,0.7682672233820459,0.3089770354906054,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,ME_TI_LSTM,43,0.44432773109243695,952,1437,0.662491301322199,0.3124565066109951,train_only,0.0066,0.027879999999999905,test,val,50,,,,
