scale,arm,horizon,model,seed,profit_accuracy,n_transactions,n_test_rows,transaction_rate,accuracy_3class,threshold_scope,threshold_tau,threshold_upper_bound,iter_selection_block,hybrid_selection_block,iters_self,iters_me,iters_ti,min_conf,tie_break
primary,A4,3,TI_LSTM,45,0.4469026548672566,226,243,0.9300411522633745,0.2551440329218107,full_series,0.00391,0.018209999999999837,test,test,50,,,,
primary,A4,3,ME_TI_LSTM,45,0.41304347826086957,46,243,0.18930041152263374,0.3497942386831276,full_series,0.00391,0.018209999999999837,test,test,50,,,,
primary,A4,3,HYBRID,45,,0,243,0.0,0.3662551440329218,full_series,0.00391,0.018209999999999837,test,test,,50,50,0.0,ti
primary,A0,3,ME_LSTM,46,0.4732510288065844,243,243,1.0,0.2674897119341564,train_only,0.00421,0.017950000000000133,val,val,50,,,,
primary,A0,3,TI_LSTM,46,0.51,200,243,0.823045267489712,0.32098765432098764,train_only,0.00421,0.017950000000000133,val,val,50,,,,
primary,A0,3,ME_TI_LSTM,46,0.46443514644351463,239,243,0.9835390946502057,0.26337448559670784,train_only,0.00421,0.017950000000000133,val,val,50,,,,
primary,A0,3,HYBRID,46,0.453125,64,243,0.26337448559670784,0.3497942386831276,train_only,0.00421,0.017950000000000133,val,val,,50,50,0.5,ti
primary,A1,3,ME_LSTM,46,0.4732510288065844,243,243,1.0,0.2716049382716049,full_series,0.00391,0.018209999999999837,val,val,50,,,,
primary,A1,3,TI_LSTM,46,0.51,200,243,0.823045267489712,0.3292181069958848,full_series,0.00391,0.018209999999999837,val,val,50,,,,
primary,A1,3,ME_TI_LSTM,46,0.46443514644351463,239,243,0.9835390946502057,0.2716049382716049,full_series,0.00391,0.018209999999999837,val,val,50,,,,
primary,A1,3,HYBRID,46,0.453125,64,243,0.26337448559670784,0.3374485596707819,full_series,0.00391,0.018209999999999837,val,val,,50,50,0.5,ti
primary,A2,3,ME_LSTM,46,0.4732510288065844,243,243,1.0,0.2674897119341564,train_only,0.00421,0.017950000000000133,test,val,50,,,,
primary,A2,3,TI_LSTM,46,0.51,200,243,0.823045267489712,0.32098765432098764,train_only,0.00421,0.017950000000000133,test,val,50,,,,
primary,A2,3,ME_TI_LSTM,46,0.46443514644351463,239,243,0.9835390946502057,0.26337448559670784,train_only,0.00421,0.017950000000000133,test,val,50,,,,
primary,A2,3,HYBRID,46,0.453125,64,243,0.26337448559670784,0.3497942386831276,train_only,0.00421,0.017950000000000133,test,val,,50,50,0.5,ti
primary,A3,3,ME_LSTM,46,0.4732510288065844,243,243,1.0,0.2674897119341564,train_only,0.00421,0.017950000000000133,val,test,50,,,,
primary,A3,3,TI_LSTM,46,0.51,200,243,0.823045267489712,0.32098765432098764,train_only,0.00421,0.017950000000000133,val,test,50,,,,
primary,A3,3,ME_TI_LSTM,46,0.46443514644351463,239,243,0.9835390946502057,0.26337448559670784,train_only,0.00421,0.017950000000000133,val,test,50,,,,
primary,A3,3,HYBRID,46,0.49238578680203043,197,243,0.8106995884773662,0.30864197530864196,train_only,0.00421,0.017950000000000133,val,test,,50,50,0.4,ti
primary,A4,3,ME_LSTM,46,0.4732510288065844,243,243,1.0,0.2716049382716049,full_series,0.00391,0.018209999999999837,test,test,50,,,,
primary,A4,3,TI_LSTM,46,0.51,200,243,0.823045267489712,0.3292181069958848,full_series,0.00391,0.018209999999999837,test,test,50,,,,
primary,A4,3,ME_TI_LSTM,46,0.46443514644351463,239,243,0.9835390946502057,0.2716049382716049,full_series,0.00391,0.018209999999999837,test,test,50,,,,
primary,A4,3,HYBRID,46,0.49238578680203043,197,243,0.8106995884773662,0.3168724279835391,full_series,0.00391,0.018209999999999837,test,test,,50,50,0.4,ti
primary,A0,5,ME_LSTM,42,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,TI_LSTM,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,ME_TI_LSTM,42,0.4793388429752066,242,242,1.0,0.2975206611570248,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,HYBRID,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,train_only,0.00571,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A1,5,ME_LSTM,42,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,TI_LSTM,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,ME_TI_LSTM,42,0.4793388429752066,242,242,1.0,0.30578512396694213,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,HYBRID,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,full_series,0.00542,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A2,5,ME_LSTM,42,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,TI_LSTM,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,ME_TI_LSTM,42,0.4793388429752066,242,242,1.0,0.2975206611570248,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,HYBRID,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,train_only,0.00571,0.021170000000000133,test,val,,50,50,0.0,ti
primary,A3,5,ME_LSTM,42,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,TI_LSTM,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,ME_TI_LSTM,42,0.4793388429752066,242,242,1.0,0.2975206611570248,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,HYBRID,42,0.7142857142857143,56,242,0.23140495867768596,0.36363636363636365,train_only,0.00571,0.021170000000000133,val,test,,50,50,0.5,ti
primary,A4,5,ME_LSTM,42,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,TI_LSTM,42,0.4682080924855491,173,242,0.7148760330578512,0.34710743801652894,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,ME_TI_LSTM,42,0.4793388429752066,242,242,1.0,0.30578512396694213,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,HYBRID,42,0.7142857142857143,56,242,0.23140495867768596,0.3512396694214876,full_series,0.00542,0.021170000000000133,test,test,,50,50,0.5,ti
primary,A0,5,ME_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,TI_LSTM,43,0.45982142857142855,224,242,0.9256198347107438,0.29338842975206614,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,ME_TI_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,HYBRID,43,0.45982142857142855,224,242,0.9256198347107438,0.29338842975206614,train_only,0.00571,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A1,5,ME_LSTM,43,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,TI_LSTM,43,0.45982142857142855,224,242,0.9256198347107438,0.30165289256198347,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,ME_TI_LSTM,43,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,HYBRID,43,0.45982142857142855,224,242,0.9256198347107438,0.30165289256198347,full_series,0.00542,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A2,5,ME_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,TI_LSTM,43,0.45982142857142855,224,242,0.9256198347107438,0.29338842975206614,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,ME_TI_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,HYBRID,43,0.45982142857142855,224,242,0.9256198347107438,0.29338842975206614,train_only,0.00571,0.021170000000000133,test,val,,50,50,0.0,ti
primary,A3,5,ME_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,TI_LSTM,43,0.45982142857142855,224,242,0.9256198347107438,0.29338842975206614,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,ME_TI_LSTM,43,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,HYBRID,43,0.5294117647058824,136,242,0.5619834710743802,0.39669421487603307,train_only,0.00571,0.021170000000000133,val,test,,50,50,0.5,ti
primary,A4,5,ME_LSTM,43,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,TI_LSTM,43,0.45982142857142855,224,242,0.9256198347107438,0.30165289256198347,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,ME_TI_LSTM,43,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,HYBRID,43,0.5294117647058824,136,242,0.5619834710743802,0.384297520661157,full_series,0.00542,0.021170000000000133,test,test,,50,50,0.5,ti
primary,A0,5,ME_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,TI_LSTM,44,0.5251396648044693,179,242,0.7396694214876033,0.3347107438016529,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,ME_TI_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,HYBRID,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A1,5,ME_LSTM,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,TI_LSTM,44,0.5251396648044693,179,242,0.7396694214876033,0.34297520661157027,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,ME_TI_LSTM,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,HYBRID,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A2,5,ME_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,TI_LSTM,44,0.5251396648044693,179,242,0.7396694214876033,0.3347107438016529,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,ME_TI_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,HYBRID,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,test,val,,50,50,0.0,ti
primary,A3,5,ME_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,TI_LSTM,44,0.5251396648044693,179,242,0.7396694214876033,0.3347107438016529,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,ME_TI_LSTM,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,HYBRID,44,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,test,,50,50,0.0,ti
primary,A4,5,ME_LSTM,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,TI_LSTM,44,0.5251396648044693,179,242,0.7396694214876033,0.34297520661157027,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,ME_TI_LSTM,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,HYBRID,44,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,test,test,,50,50,0.0,ti
primary,A0,5,ME_LSTM,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,TI_LSTM,45,0.4177777777777778,225,242,0.9297520661157025,0.22727272727272727,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,ME_TI_LSTM,45,0.43478260869565216,46,242,0.19008264462809918,0.3760330578512397,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,HYBRID,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A1,5,ME_LSTM,45,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,TI_LSTM,45,0.4177777777777778,225,242,0.9297520661157025,0.23553719008264462,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,ME_TI_LSTM,45,0.43478260869565216,46,242,0.19008264462809918,0.3760330578512397,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,HYBRID,45,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,val,val,,50,50,0.0,ti
primary,A2,5,ME_LSTM,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,TI_LSTM,45,0.4177777777777778,225,242,0.9297520661157025,0.22727272727272727,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,ME_TI_LSTM,45,0.43478260869565216,46,242,0.19008264462809918,0.3760330578512397,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,HYBRID,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,test,val,,50,50,0.0,ti
primary,A3,5,ME_LSTM,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,TI_LSTM,45,0.4177777777777778,225,242,0.9297520661157025,0.22727272727272727,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,ME_TI_LSTM,45,0.43478260869565216,46,242,0.19008264462809918,0.3760330578512397,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,HYBRID,45,,0,242,0.0,0.384297520661157,train_only,0.00571,0.021170000000000133,val,test,,50,50,0.0,ti
primary,A4,5,ME_LSTM,45,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,TI_LSTM,45,0.4177777777777778,225,242,0.9297520661157025,0.23553719008264462,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,ME_TI_LSTM,45,0.43478260869565216,46,242,0.19008264462809918,0.3760330578512397,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,HYBRID,45,,0,242,0.0,0.371900826446281,full_series,0.00542,0.021170000000000133,test,test,,50,50,0.0,ti
primary,A0,5,ME_LSTM,46,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,TI_LSTM,46,0.4824120603015075,199,242,0.8223140495867769,0.30578512396694213,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,ME_TI_LSTM,46,0.4369747899159664,238,242,0.9834710743801653,0.256198347107438,train_only,0.00571,0.021170000000000133,val,val,50,,,,
primary,A0,5,HYBRID,46,0.421875,64,242,0.2644628099173554,0.33884297520661155,train_only,0.00571,0.021170000000000133,val,val,,50,50,0.5,ti
primary,A1,5,ME_LSTM,46,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,TI_LSTM,46,0.4824120603015075,199,242,0.8223140495867769,0.3140495867768595,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,ME_TI_LSTM,46,0.4369747899159664,238,242,0.9834710743801653,0.2644628099173554,full_series,0.00542,0.021170000000000133,val,val,50,,,,
primary,A1,5,HYBRID,46,0.421875,64,242,0.2644628099173554,0.32644628099173556,full_series,0.00542,0.021170000000000133,val,val,,50,50,0.5,ti
primary,A2,5,ME_LSTM,46,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,TI_LSTM,46,0.4824120603015075,199,242,0.8223140495867769,0.30578512396694213,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,ME_TI_LSTM,46,0.4369747899159664,238,242,0.9834710743801653,0.256198347107438,train_only,0.00571,0.021170000000000133,test,val,50,,,,
primary,A2,5,HYBRID,46,0.421875,64,242,0.2644628099173554,0.33884297520661155,train_only,0.00571,0.021170000000000133,test,val,,50,50,0.5,ti
primary,A3,5,ME_LSTM,46,0.44214876033057854,242,242,1.0,0.2603305785123967,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,TI_LSTM,46,0.4824120603015075,199,242,0.8223140495867769,0.30578512396694213,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,ME_TI_LSTM,46,0.4369747899159664,238,242,0.9834710743801653,0.256198347107438,train_only,0.00571,0.021170000000000133,val,test,50,,,,
primary,A3,5,HYBRID,46,0.4642857142857143,196,242,0.8099173553719008,0.28512396694214875,train_only,0.00571,0.021170000000000133,val,test,,50,50,0.4,ti
primary,A4,5,ME_LSTM,46,0.44214876033057854,242,242,1.0,0.26859504132231404,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,TI_LSTM,46,0.4824120603015075,199,242,0.8223140495867769,0.3140495867768595,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,ME_TI_LSTM,46,0.4369747899159664,238,242,0.9834710743801653,0.2644628099173554,full_series,0.00542,0.021170000000000133,test,test,50,,,,
primary,A4,5,HYBRID,46,0.4642857142857143,196,242,0.8099173553719008,0.29338842975206614,full_series,0.00542,0.021170000000000133,test,test,,50,50,0.4,ti
secondary,A0,1,ME_LSTM,42,0.4746376811594203,276,1437,0.19206680584551147,0.43771746694502434,train_only,0.00272,0.013660000000000005,val,val,150,,,,
secondary,A0,1,TI_LSTM,42,0.480865224625624,601,1437,0.41823242867084204,0.4057063326374391,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,ME_TI_LSTM,42,0.3902439024390244,41,1437,0.028531663187195546,0.4732080723729993,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,HYBRID,42,0.4852941176470588,68,1437,0.04732080723729993,0.47390396659707723,train_only,0.00272,0.013660000000000005,val,val,,150,50,0.45,ti
secondary,A1,1,ME_LSTM,42,0.5122591943957968,1142,1437,0.7947112038970077,0.33402922755741127,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,TI_LSTM,42,0.5127830533235939,1369,1437,0.9526791927627001,0.29436325678496866,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,ME_TI_LSTM,42,0.4947209653092006,663,1437,0.4613778705636743,0.36882393876130826,full_series,0.00236,0.013669999999999849,val,val,200,,,,
secondary,A1,1,HYBRID,42,0.5107212475633528,513,1437,0.3569937369519833,0.3792623521224774,full_series,0.00236,0.013669999999999849,val,val,,50,50,0.5,ti
secondary,A2,1,ME_LSTM,42,0.5,186,1437,0.12943632567849686,0.4474599860821155,train_only,0.00272,0.013660000000000005,test,val,200,,,,
secondary,A2,1,TI_LSTM,42,0.48089171974522293,628,1437,0.43702157272094644,0.40153096729297144,train_only,0.00272,0.013660000000000005,test,val,150,,,,
secondary,A2,1,ME_TI_LSTM,42,0.49710982658959535,173,1437,0.12038970076548365,0.4613778705636743,train_only,0.00272,0.013660000000000005,test,val,150,,,,
secondary,A2,1,HYBRID,42,0.3953488372093023,86,1437,0.059846903270702856,0.46207376478775225,train_only,0.00272,0.013660000000000005,test,val,,200,150,0.0,ti
secondary,A3,1,ME_LSTM,42,0.4746376811594203,276,1437,0.19206680584551147,0.43771746694502434,train_only,0.00272,0.013660000000000005,val,test,150,,,,
secondary,A3,1,TI_LSTM,42,0.480865224625624,601,1437,0.41823242867084204,0.4057063326374391,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,ME_TI_LSTM,42,0.3902439024390244,41,1437,0.028531663187195546,0.4732080723729993,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,HYBRID,42,0.5132743362831859,113,1437,0.07863604732080724,0.47529575504523314,train_only,0.00272,0.013660000000000005,val,test,,150,50,0.0,ti
secondary,A4,1,ME_LSTM,42,0.5122591943957968,1142,1437,0.7947112038970077,0.33402922755741127,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,TI_LSTM,42,0.5127830533235939,1369,1437,0.9526791927627001,0.29436325678496866,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,ME_TI_LSTM,42,0.500996015936255,1004,1437,0.6986778009742519,0.3298538622129436,full_series,0.00236,0.013669999999999849,test,test,150,,,,
secondary,A4,1,HYBRID,42,0.528169014084507,284,1437,0.19763395963813501,0.4140570633263744,full_series,0.00236,0.013669999999999849,test,test,,50,50,0.55,ti
secondary,A0,1,ME_LSTM,43,0.5,1088,1437,0.7571329157967989,0.32846207376478775,train_only,0.00272,0.013660000000000005,val,val,200,,,,
secondary,A0,1,TI_LSTM,43,0.4623115577889447,398,1437,0.27696590118302017,0.43771746694502434,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,ME_TI_LSTM,43,0.5008250825082509,1212,1437,0.8434237995824635,0.3117606123869172,train_only,0.00272,0.013660000000000005,val,val,150,,,,
secondary,A0,1,HYBRID,43,0.5109717868338558,319,1437,0.2219902574808629,0.45024356297842727,train_only,0.00272,0.013660000000000005,val,val,,200,50,0.0,ti
secondary,A1,1,ME_LSTM,43,0.495906432748538,855,1437,0.5949895615866388,0.34237995824634654,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,TI_LSTM,43,0.5027075812274369,1108,1437,0.7710508002783577,0.325678496868476,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,ME_TI_LSTM,43,0.4726890756302521,952,1437,0.662491301322199,0.3298538622129436,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,HYBRID,43,0.48118811881188117,505,1437,0.35142658315935976,0.38343771746694505,full_series,0.00236,0.013669999999999849,val,val,,50,50,0.4,ti
secondary,A2,1,ME_LSTM,43,0.5077239958805355,971,1437,0.6757132915796799,0.3409881697981907,train_only,0.00272,0.013660000000000005,test,val,150,,,,
secondary,A2,1,TI_LSTM,43,0.507183908045977,696,1437,0.48434237995824636,0.3924843423799583,train_only,0.00272,0.013660000000000005,test,val,100,,,,
secondary,A2,1,ME_TI_LSTM,43,0.5031605562579013,791,1437,0.5504523312456506,0.36812804453723036,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,HYBRID,43,0.5237020316027088,443,1437,0.3082811412665275,0.43075852470424497,train_only,0.00272,0.013660000000000005,test,val,,150,100,0.4,ti
secondary,A3,1,ME_LSTM,43,0.5,1088,1437,0.7571329157967989,0.32846207376478775,train_only,0.00272,0.013660000000000005,val,test,200,,,,
secondary,A3,1,TI_LSTM,43,0.4623115577889447,398,1437,0.27696590118302017,0.43771746694502434,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,ME_TI_LSTM,43,0.5008250825082509,1212,1437,0.8434237995824635,0.3117606123869172,train_only,0.00272,0.013660000000000005,val,test,150,,,,
secondary,A3,1,HYBRID,43,0.5539906103286385,213,1437,0.14822546972860126,0.4697286012526096,train_only,0.00272,0.013660000000000005,val,test,,200,50,0.4,ti
secondary,A4,1,ME_LSTM,43,0.495906432748538,855,1437,0.5949895615866388,0.34237995824634654,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,TI_LSTM,43,0.5027075812274369,1108,1437,0.7710508002783577,0.325678496868476,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,ME_TI_LSTM,43,0.4726890756302521,952,1437,0.662491301322199,0.3298538622129436,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,HYBRID,43,0.48118811881188117,505,1437,0.35142658315935976,0.38343771746694505,full_series,0.00236,0.013669999999999849,test,test,,50,50,0.4,ti
secondary,A0,1,ME_LSTM,44,0.5384615384615384,26,1437,0.018093249826026444,0.4683368128044537,train_only,0.00272,0.013660000000000005,val,val,150,,,,
secondary,A0,1,TI_LSTM,44,0.5021645021645021,462,1437,0.32150313152400833,0.42936673625608907,train_only,0.00272,0.013660000000000005,val,val,50,,,,
secondary,A0,1,ME_TI_LSTM,44,0.4925028835063437,867,1437,0.6033402922755741,0.3465553235908142,train_only,0.00272,0.013660000000000005,val,val,200,,,,
secondary,A0,1,HYBRID,44,,0,1437,0.0,0.4745998608211552,train_only,0.00272,0.013660000000000005,val,val,,150,50,0.45,ti
secondary,A1,1,ME_LSTM,44,0.4905008635578584,579,1437,0.40292275574112735,0.37160751565762007,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,TI_LSTM,44,0.4959254947613504,859,1437,0.5977731384829506,0.35142658315935976,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,ME_TI_LSTM,44,0.4873524451939292,593,1437,0.4126652748782185,0.35908141962421714,full_series,0.00236,0.013669999999999849,val,val,50,,,,
secondary,A1,1,HYBRID,44,0.4519230769230769,312,1437,0.21711899791231734,0.3924843423799583,full_series,0.00236,0.013669999999999849,val,val,,50,50,0.0,ti
secondary,A2,1,ME_LSTM,44,0.48,450,1437,0.31315240083507306,0.40640222686151706,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,TI_LSTM,44,0.5196969696969697,660,1437,0.4592901878914405,0.4001391788448156,train_only,0.00272,0.013660000000000005,test,val,100,,,,
secondary,A2,1,ME_TI_LSTM,44,0.5344129554655871,247,1437,0.17188587334725122,0.4405010438413361,train_only,0.00272,0.013660000000000005,test,val,50,,,,
secondary,A2,1,HYBRID,44,0.3958333333333333,144,1437,0.10020876826722339,0.4474599860821155,train_only,0.00272,0.013660000000000005,test,val,,50,100,0.45,ti
secondary,A3,1,ME_LSTM,44,0.5384615384615384,26,1437,0.018093249826026444,0.4683368128044537,train_only,0.00272,0.013660000000000005,val,test,150,,,,
secondary,A3,1,TI_LSTM,44,0.5021645021645021,462,1437,0.32150313152400833,0.42936673625608907,train_only,0.00272,0.013660000000000005,val,test,50,,,,
secondary,A3,1,ME_TI_LSTM,44,0.4925028835063437,867,1437,0.6033402922755741,0.3465553235908142,train_only,0.00272,0.013660000000000005,val,test,200,,,,
secondary,A3,1,HYBRID,44,1.0,2,1437,0.0013917884481558804,0.4732080723729993,train_only,0.00272,0.013660000000000005,val,test,,150,50,0.0,ti
secondary,A4,1,ME_LSTM,44,0.4905008635578584,579,1437,0.40292275574112735,0.37160751565762007,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,TI_LSTM,44,0.4959254947613504,859,1437,0.5977731384829506,0.35142658315935976,full_series,0.00236,0.013669999999999849,test,test,50,,,,
secondary,A4,1,ME_TI_LSTM,44,0.4873524451939292,593,1437,0.4126652748782185,0.35908141962421714,full_series,0.00236,0.013669999999999849,test,test,50,,,,
