record,scale,arm,horizon,model,comparison,profit_accuracy_mean,profit_accuracy_sd,n_transactions_mean,transaction_rate_mean,n_test_rows,n_seeds,delta,ci_low,ci_high,distinguishable_from_zero
gap,secondary,A4,1,ME_LSTM,A4-A0,,,,,1437,5,0.007645629514784924,-0.00883629814609035,0.024161910824756022,no
gap,secondary,A1,1,TI_LSTM,A1-A0,,,,,1437,5,0.008765789948999791,-0.009174190516712722,0.02701004218776524,no
gap,secondary,A2,1,TI_LSTM,A2-A0,,,,,1437,5,0.008406387721085706,-0.006724214253704036,0.02359134229724205,no
gap,secondary,A3,1,TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,1,TI_LSTM,A4-A0,,,,,1437,5,0.008765789948999791,-0.009174190516712722,0.02701004218776524,no
gap,secondary,A1,1,ME_TI_LSTM,A1-A0,,,,,1437,5,-0.00903077846215622,-0.027005117169234868,0.00983417284991452,no
gap,secondary,A2,1,ME_TI_LSTM,A2-A0,,,,,1437,5,0.013100592383264664,-0.00673606103461879,0.03318237938986015,no
gap,secondary,A3,1,ME_TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,1,ME_TI_LSTM,A4-A0,,,,,1437,5,-0.005882448773595783,-0.024640294428409055,0.012702017951975933,no
gap,secondary,A1,1,HYBRID,A1-A0,,,,,1437,5,-0.014464189997113852,-0.048533257026170194,0.01774290128216708,no
gap,secondary,A2,1,HYBRID,A2-A0,,,,,1437,5,-0.020172499379498776,-0.05347676244893225,0.011357013231334307,no
gap,secondary,A3,1,HYBRID,A3-A0,,,,,1437,5,0.019238034708613516,-9.458384947431387e-05,0.039261644588074254,no
gap,secondary,A4,1,HYBRID,A4-A0,,,,,1437,5,-0.014081846557860489,-0.04942053497285277,0.02065415752791653,no
gap,secondary,A1,3,ME_LSTM,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,3,ME_LSTM,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,3,ME_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,3,ME_LSTM,A4-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A1,3,TI_LSTM,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,3,TI_LSTM,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,3,TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,3,TI_LSTM,A4-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A1,3,ME_TI_LSTM,A1-A0,,,,,1437,5,-0.010849315646072832,-0.021324787569288236,0.0003077194825061269,no
gap,secondary,A2,3,ME_TI_LSTM,A2-A0,,,,,1437,5,0.00037945158991808947,-0.00290531250299364,0.0037803881181353053,no
gap,secondary,A3,3,ME_TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,3,ME_TI_LSTM,A4-A0,,,,,1437,5,-0.010849315646072832,-0.021324787569288236,0.0003077194825061269,no
gap,secondary,A1,3,HYBRID,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,3,HYBRID,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,3,HYBRID,A3-A0,,,,,1437,5,0.009011849265117167,-0.013769827181366344,0.03143825033886657,no
gap,secondary,A4,3,HYBRID,A4-A0,,,,,1437,5,0.009011849265117167,-0.013769827181366344,0.03143825033886657,no
gap,secondary,A1,5,ME_LSTM,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,5,ME_LSTM,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,5,ME_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,5,ME_LSTM,A4-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A1,5,TI_LSTM,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,5,TI_LSTM,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,5,TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,5,TI_LSTM,A4-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A1,5,ME_TI_LSTM,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,5,ME_TI_LSTM,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,5,ME_TI_LSTM,A3-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A4,5,ME_TI_LSTM,A4-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A1,5,HYBRID,A1-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A2,5,HYBRID,A2-A0,,,,,1437,5,0.0,0.0,0.0,no
gap,secondary,A3,5,HYBRID,A3-A0,,,,,1437,5,0.032403387441133524,-0.007921670982125078,0.07630880491511396,no
gap,secondary,A4,5,HYBRID,A4-A0,,,,,1437,5,0.032403387441133524,-0.007921670982125078,0.07630880491511396,no
