time,open,high,low,close,ma_10,macd_12_26,roc_2,mom_4,rsi_10,bb_pctb_20,cci_20,rate_de,rate_eu,rate_fed,infl_eu,infl_us,sp500,dax
2007-12-19,1.4416,1.4422,1.4325,1.4382,1.45657,-0.003748436137068323,-0.201235167580327,-0.02429999999999999,30.81846886172484,0.04305749909424295,-173.7811226462797,4.2058823529,3.0,3.98,3.110910730387717,4.108813392417532,1453.0,7837.31982421875
2007-12-20,1.4381,1.439,1.4309,1.433,1.45331,-0.005224320632169599,-0.6034542553929323,-0.00990000000000002,28.067839708525284,0.03302739495029147,-163.24495807840316,4.2058823529,3.0,4.37,3.110910730387717,4.108813392417532,1460.1199951171875,7869.18994140625
2007-12-21,1.4331,1.4409,1.4327,1.4381,1.45055,-0.005914266368990617,-0.006953135864273818,-0.0030000000000001137,34.443980288467515,0.15024273992064005,-124.06106537083183,4.2058823529,3.0,4.28,3.110910730387717,4.108813392417532,1484.4599609375,8002.669921875
2007-12-24,1.4378,1.4411,1.4374,1.4406,1.44753,-0.006187992899332029,0.5303558967201694,-0.0010999999999998789,37.46322016065724,0.21338004416550355,-96.01982843255588,4.2058823529,3.0,4.0,3.110910730387717,4.108813392417532,1496.449951171875,8002.669921875
2007-12-26,1.4417,1.4504,1.4415,1.4486,1.4457799999999998,-0.005693755931373445,0.7301300326820304,0.010400000000000187,46.262897630302355,0.3546394859546355,-53.34021699937816,4.2058823529,3.0,4.26,3.110910730387717,4.108813392417532,1497.6600341796875,8002.669921875
2007-12-27,1.4485,1.4638,1.4468,1.461,1.4447699999999999,-0.004252473339025675,1.4160766347355302,0.028000000000000025,56.74516218703106,0.579862151059739,3.525336709216533,4.2058823529,3.0,4.15,3.110910730387717,4.108813392417532,1476.27001953125,8038.60009765625
2007-12-28,1.4611,1.4728,1.4591,1.4721,1.44573,-0.002189332010673395,1.6222559712826046,0.03400000000000003,63.77368169859353,0.7827473502789628,64.88729433934914,4.2058823529,3.0,4.01,3.110910730387717,4.108813392417532,1478.489990234375,8067.31982421875
2007-12-31,1.4735,1.4747,1.4581,1.4601,1.44745,-0.001505226046742969,-0.06160164271048485,0.01949999999999985,53.358867467219014,0.5720617884313072,46.45335389360049,4.2058823529,3.0,3.06,3.110910730387717,4.108813392417532,1468.3599853515625,8067.31982421875
2008-01-02,1.4652,1.4748,1.4641,1.4715,1.45049,-4.269030808790042e-05,-0.040758100672499964,0.02289999999999992,60.216768195200565,0.7684631942469677,76.65795965752278,4.0277272727,3.0,4.11,2.9048765803732834,4.294695655165981,1447.1600341796875,7949.10986328125
2008-01-03,1.4714,1.478,1.4686,1.4743,1.4537499999999999,0.0013270193482155523,0.9725361276624822,0.013299999999999867,61.75154991763739,0.8230049748766977,94.85124205661394,4.0277272727,3.0,4.25,2.9048765803732834,4.294695655165981,1447.1600341796875,7908.41015625
2008-01-04,1.4744,1.4823,1.4695,1.474,1.45733,0.002361099342775619,0.16989466530750175,0.0019000000000000128,61.4692406596893,0.7931885758608085,97.71591345985777,4.0277272727,3.0,4.18,2.9048765803732834,4.294695655165981,1411.6300048828125,7808.68994140625
2008-01-07,1.4746,1.4747,1.4656,1.4679,1.46082,0.002657759175063168,-0.4341043206945616,0.007800000000000029,55.714670429568926,0.6852856432005433,63.254244221722246,4.0277272727,3.0,4.27,2.9048765803732834,4.294695655165981,1416.1800537109375,7817.169921875
2008-01-08,1.4682,1.4741,1.4677,1.4706,1.46407,0.0030752817311279212,-0.23066485753053811,-0.0009000000000001229,57.66387564314617,0.724319805460634,67.26481715532255,4.0277272727,3.0,4.27,2.9048765803732834,4.294695655165981,1390.18994140625,7849.990234375
2008-01-09,1.4705,1.4741,1.4638,1.466,1.46661,0.003000403030254173,-0.12943661012330132,-0.008299999999999974,53.22884821325125,0.652712337750984,53.70151480857423,4.0277272727,3.0,4.26,2.9048765803732834,4.294695655165981,1409.1300048828125,7782.7099609375
2008-01-10,1.4661,1.4812,1.464,1.4798,1.46973,0.004008399455150968,0.6255949952400419,0.005800000000000027,62.772858821865505,0.8586594652964339,85.46672240939634,4.0277272727,3.0,4.26,2.9048765803732834,4.294695655165981,1420.3299560546875,7713.08984375
2008-01-11,1.4799,1.4819,1.476,1.4776,1.47139,0.004576961902518439,0.7912687585265976,0.009700000000000042,60.583055517984626,0.810277894149684,97.9969675205501,4.0277272727,3.0,4.23,2.9048765803732834,4.294695655165981,1401.02001953125,7717.9501953125
2008-01-14,1.4806,1.4913,1.4796,1.4866,1.47284,0.005688206419373065,0.45952155696715735,0.016000000000000014,65.97782178400254,0.9026549509407872,119.80479353593394,4.0277272727,3.0,4.24,2.9048765803732834,4.294695655165981,1416.25,7732.02001953125
2008-01-15,1.4867,1.4921,1.4775,1.48,1.47483,0.005967520996175146,0.16242555495398214,0.014000000000000012,59.358252925764866,0.7757116903070994,97.85532533624144,4.0277272727,3.0,4.24,2.9048765803732834,4.294695655165981,1380.949951171875,7566.3798828125
2008-01-16,1.4801,1.4858,1.4593,1.4659,1.47427,0.004993564941006667,-1.3924391228306132,-0.013900000000000023,47.94079053874357,0.5534672427750363,37.6020418103524,4.0277272727,3.0,4.22,2.9048765803732834,4.294695655165981,1373.199951171875,7471.56982421875
2008-01-17,1.466,1.4714,1.4589,1.4638,1.47322,0.004006065867116826,-1.094594594594589,-0.013800000000000034,46.461876609738745,0.5050087121661933,6.254283012811556,4.0277272727,3.0,4.23,2.9048765803732834,4.294695655165981,1333.25,7413.52978515625
2008-01-18,1.4639,1.4693,1.4602,1.462,1.47202,0.0030431413406546426,-0.2660481615389898,-0.024599999999999955,45.135797215539554,0.4540891916972668,-5.889459377831178,4.0277272727,3.0,4.17,2.9048765803732834,4.294695655165981,1325.18994140625,7314.169921875
2008-01-21,1.4597,1.4597,1.4411,1.4417,1.4693999999999998,0.0006346604000857514,-1.5097690941385467,-0.0383,33.24562177621185,0.07196968316852291,-116.92804928309613,4.0277272727,3.0,4.17,2.9048765803732834,4.294695655165981,1325.18994140625,6790.18994140625
2008-01-22,1.4418,1.4683,1.4365,1.4643,1.46877,0.000543290313884004,0.1573187414500632,-0.0016000000000000458,49.65218637140054,0.4562543106499468,-73.71442530841551,4.0277272727,3.0,3.68,2.9048765803732834,4.294695655165981,1310.5,6769.47021484375
2008-01-23,1.4642,1.4649,1.451,1.4627,1.46844,0.0003378773937672275,1.4566137199139906,-0.001100000000000101,48.71045057532395,0.38557988308430485,-66.46992692523659,4.0277272727,3.0,3.43,2.9048765803732834,4.294695655165981,1338.5999755859375,6439.2099609375
2008-01-24,1.4626,1.4778,1.4591,1.4771,1.46817,0.0013218088393307514,0.8741378132896438,0.015100000000000113,56.887457052002276,0.709067993549728,26.24416006499989,4.0277272727,3.0,3.47,2.9048765803732834,4.294695655165981,1352.0699462890625,6821.06982421875
2008-01-25,1.477,1.4772,1.466,1.4681,1.46722,0.0013596832329851871,0.3691802830382285,0.02639999999999998,51.217011323286144,0.4685165031048635,12.106278122992004,4.0277272727,3.0,3.6,2.9048765803732834,4.294695655165981,1330.6099853515625,6816.740234375
2008-01-28,1.4691,1.4798,1.4661,1.4785,1.46641,0.0022034915672384248,0.09478031277501131,0.01419999999999999,56.75198067458703,0.7270574244716145,54.098475311232605,4.0277272727,3.0,3.5,2.9048765803732834,4.294695655165981,1353.9599609375,6818.85009765625
2008-01-29,1.4784,1.4786,1.4737,1.4768,1.46609,0.002703871412397474,0.5926026837408838,0.014100000000000001,55.606092423627636,0.6646334215596761,65.23824752158546,4.0277272727,3.0,3.47,2.9048765803732834,4.294695655165981,1362.300048828125,6892.9599609375
2008-01-30,1.4767,1.4906,1.4754,1.4827,1.46777,0.0035357488248448643,0.28407169428474877,0.005599999999999827,58.812969447056325,0.7917289714875564,117.8229958323128,4.0277272727,3.0,3.26,2.9048765803732834,4.294695655165981,1355.81005859375,6875.35009765625
2008-01-31,1.4828,1.4913,1.4801,1.4864,1.47003,0.00444236789357344,0.650054171180936,0.018299999999999983,60.786750467128265,0.8495198656260663,129.50500972035198,4.0277272727,3.0,3.22,2.9048765803732834,4.294695655165981,1378.550048828125,6851.75
2008-02-01,1.4863,1.4949,1.4786,1.4801,1.4718399999999998,0.0045994926010552994,-0.1753557698792707,0.0016000000000000458,55.73371021632282,0.6904065145495292,105.54599269490456,3.9528571429,3.0,3.12,2.98216694140565,4.142959270611968,1395.4200439453125,6968.669921875
2008-02-04,1.48,1.4847,1.4792,1.4827,1.47594,0.004877587541662676,-0.24892357373520468,0.005900000000000016,57.35911065733,0.7291476444137999,76.86557201975694,3.9528571429,3.0,2.82,2.98216694140565,4.142959270611968,1380.8199462890625,7000.490234375
2008-02-05,1.4826,1.483,1.4621,1.4634,1.4758499999999999,0.0035002820103247068,-1.1283021417471728,-0.019299999999999873,44.025848061058404,0.299887201825777,-24.147294522815365,3.9528571429,3.0,2.71,2.98216694140565,4.142959270611968,1336.6400146484375,6765.25
2008-02-06,1.4633,1.467,1.4591,1.4612,1.4757000000000002,0.002205808650896701,-1.4500573278478313,-0.02519999999999989,42.766739921585696,0.2600335701096124,-75.6171058536912,3.9528571429,3.0,2.94,2.98216694140565,4.142959270611968,1326.449951171875,6847.509765625
2008-02-07,1.4613,1.4651,1.4438,1.4475,1.4727400000000002,7.360520802968118e-05,-1.0865108651086475,-0.03259999999999996,35.70190432890108,0.037748634543977345,-134.05119152691955,3.9528571429,3.0,3.03,2.98216694140565,4.142959270611968,1336.9100341796875,6733.72021484375
2008-02-08,1.4476,1.4546,1.4451,1.4504,1.4709699999999999,-0.001366424329350746,-0.7391185327128458,-0.032299999999999995,38.10668024045256,0.14223518082938083,-129.4957711074145,3.9528571429,3.0,3.05,2.98216694140565,4.142959270611968,1331.2900390625,6767.27978515625
2008-02-11,1.4527,1.4576,1.4481,1.45,1.46812,-0.002510989644057826,0.17271157167528806,-0.013400000000000079,37.88950270934195,0.16915255345468477,-103.64123116211448,3.9528571429,3.0,2.88,2.98216694140565,4.142959270611968,1339.1300048828125,6743.5400390625
2008-02-12,1.4501,1.4614,1.4496,1.4578,1.4662199999999999,-0.0027568913619160362,0.5102040816326481,-0.0034000000000000696,44.716103729735885,0.33743120357263984,-67.99803568505412,3.9528571429,3.0,2.91,2.98216694140565,4.142959270611968,1348.8599853515625,6967.83984375
2008-02-13,1.4579,1.4596,1.4531,1.4553,1.4634800000000001,-0.003117562037025179,0.3655172413793206,0.007800000000000029,43.031757027815175,0.3025976891443622,-63.32966805309769,3.9528571429,3.0,3.02,2.98216694140565,4.142959270611968,1367.2099609375,6973.669921875
2008-02-14,1.4554,1.4648,1.4548,1.4641,1.4612500000000002,-0.0026626167022869573,0.4321580463712449,0.013700000000000045,50.34677138144106,0.47055236783268733,-28.441178471797915,3.9528571429,3.0,3.03,2.98216694140565,4.142959270611968,1348.8599853515625,6962.27978515625
2008-02-15,1.4639,1.4707,1.463,1.4681,1.46005,-0.0019567465203433887,0.8795437366865944,0.018100000000000005,53.37072960783065,0.5412651520701677,8.39102160687975,3.9528571429,3.0,2.97,2.98216694140565,4.142959270611968,1349.989990234375,6832.43017578125
2008-02-18,1.4671,1.469,1.461,1.4648,1.4582600000000001,-0.0016446630841162602,0.04781094187555901,0.007000000000000117,50.54877287566973,0.4510848267214512,-12.835019143949962,3.9528571429,3.0,2.97,2.98216694140565,4.142959270611968,1349.989990234375,6967.5498046875
2008-02-19,1.4646,1.4756,1.4642,1.4728,1.4592,-0.0007432340319823982,0.32014167972209684,0.01750000000000007,56.713740585565915,0.6117391002755111,23.773898586866956,3.9528571429,3.0,2.94,2.98216694140565,4.142959270611968,1348.780029296875,7002.2900390625
2008-02-20,1.4727,1.473,1.4613,1.472,1.46028,-9.23339594334216e-05,0.49153468050244786,0.007900000000000018,55.93887750087721,0.5850647989262986,5.758335655241025,3.9528571429,3.0,3.0,2.98216694140565,4.142959270611968,1360.030029296875,6899.68017578125
2008-02-21,1.4721,1.4836,1.4702,1.4812,1.46365,0.001152585857628452,0.5703422053231932,0.013100000000000112,62.48773188039668,0.771256458472083,71.7212501869296,3.9528571429,3.0,3.01,2.98216694140565,4.142959270611968,1342.530029296875,6904.85009765625
2008-02-22,1.4811,1.4861,1.4788,1.4828,1.4668899999999998,0.0022424508327323345,0.7336956521739157,0.017999999999999794,63.53504162533728,0.7791301156301671,92.15586759149716,3.9528571429,3.0,2.97,2.98216694140565,4.142959270611968,1353.1099853515625,6806.2900390625
2008-02-25,1.483,1.4843,1.4794,1.4833,1.4702199999999999,0.0031106646926259973,0.14177693761814325,0.010499999999999954,63.88514413091624,0.779001611250597,84.78626907826809,3.9528571429,3.0,3.0,2.98216694140565,4.142959270611968,1371.800048828125,6882.56005859375
2008-02-26,1.4832,1.5046,1.4778,1.4996,1.4744,0.005055724956729124,1.132991637442693,0.02760000000000007,73.20403123269237,1.0119122305735702,141.87188201856372,3.9528571429,3.0,2.85,2.98216694140565,4.142959270611968,1381.2900390625,6985.97021484375
2008-02-27,1.4995,1.5142,1.4981,1.5114999999999998,1.4800200000000001,0.0074713052211208275,1.9011663183442273,0.03029999999999977,77.84198013218648,1.0900524022079625,192.73447820343398,3.9528571429,3.0,2.93,2.98216694140565,4.142959270611968,1380.02001953125,6997.85009765625
2008-02-28,1.5116,1.5228000000000002,1.5072,1.5191,1.48552,0.009884978588138527,1.300346759135751,0.0363,80.26579901657416,1.0805548428505871,200.27080256031397,3.9528571429,3.0,3.06,2.98216694140565,4.142959270611968,1367.6800537109375,6862.52001953125
2008-02-29,1.5187,1.5238,1.5143,1.5178,1.4904899999999999,0.011559680188073962,0.41680449884222703,0.034499999999999975,78.63105199772,0.9826738270476841,177.69107400369342,3.9528571429,3.0,3.01,2.98216694140565,4.142959270611968,1330.6300048828125,6748.1298828125
2008-03-03,1.5199,1.5273,1.5159,1.5196,1.49597,0.012883623832603774,0.03291422552829104,0.020000000000000018,79.28027029273142,0.9401940156173684,157.02777088722746,3.7994736842,3.0,3.1,3.319874383131438,3.9749035501344334,1331.3399658203125,6689.9501953125
2008-03-04,1.5195,1.5248,1.5173,1.5206,1.50075,0.013853851772533288,0.1844775332718429,0.009100000000000108,79.6616937303267,0.8943763128377171,132.32339255499133,3.7994736842,3.0,2.9,3.319874383131438,3.9749035501344334,1326.75,6545.0400390625
2008-03-05,1.5207000000000002,1.5301,1.5145,1.5276,1.50631,0.01501452777364598,0.5264543300868674,0.008500000000000174,82.20898982055697,0.9037961148091341,122.59345086190957,3.7994736842,3.0,2.93,3.319874383131438,3.9749035501344334,1333.699951171875,6683.7099609375
2008-03-06,1.5275,1.5394,1.5271,1.5384,1.51203,0.016614322044903096,1.17059055635933,0.02059999999999995,85.35367109563771,0.9405865295346724,131.32009809224976,3.7994736842,3.0,2.99,3.319874383131438,3.9749035501344334,1304.3399658203125,6591.31005859375
2008-03-07,1.5383,1.5462,1.5313,1.5354,1.51729,0.017439068872299845,0.5106048703849231,0.015800000000000036,80.93812757629553,0.8715286201803198,120.8988580364423,3.7994736842,3.0,2.96,3.319874383131438,3.9749035501344334,1293.3699951171875,6513.990234375
2008-03-10,1.5393,1.54,1.5312,1.5337,1.52233,0.017750889675846482,-0.30551222048881277,0.013100000000000112,78.38495691281156,0.825001004485117,101.88031576915219,3.7994736842,3.0,2.99,3.319874383131438,3.9749035501344334,1273.3699951171875,6448.080078125
2008-03-11,1.5338,1.5492,1.5281,1.5339,1.52576,0.017808858799128302,-0.09769441187964523,0.006299999999999972,78.47372037527033,0.797055333857409,96.3094108968282,3.7994736842,3.0,2.95,3.319874383131438,3.9749035501344334,1320.6500244140625,6524.56982421875
2008-03-12,1.5338,1.5571000000000002,1.5338,1.554,1.53001,0.01925474504900282,1.3235965312642595,0.015600000000000058,85.24147534654637,0.9245700448831853,113.67557234112036,3.7994736842,3.0,2.97,3.319874383131438,3.9749035501344334,1308.77001953125,6599.3701171875
2008-03-13,1.5539,1.5644,1.5522,1.562,1.5343,0.020806311255611165,1.8319316774235705,0.026599999999999957,87.04296838311444,0.9366254852574873,130.97645042651098,3.7994736842,3.0,2.98,3.319874383131438,3.9749035501344334,1315.47998046875,6500.56005859375
2008-03-14,1.5621,1.5687,1.5531,1.5673,1.53925,0.022207608867562234,0.8558558558558582,0.03359999999999985,88.11121265947816,0.9263874580747804,129.13334025830076,3.7994736842,3.0,2.99,3.319874383131438,3.9749035501344334,1288.1400146484375,6451.89990234375
2008-03-17,1.575,1.5901999999999998,1.5685,1.5744,1.54473,0.023618795214617405,0.7938540332906419,0.04049999999999998,89.41070059958754,0.9343179992556198,156.23940487824296,3.7994736842,3.0,2.69,3.319874383131438,3.9749035501344334,1276.5999755859375,6182.2998046875
2008-03-18,1.5743,1.583,1.5613,1.5653,1.5492000000000001,0.023729339558155038,-0.12760798826007003,0.011299999999999866,77.36769503013967,0.8300838775776223,123.48846059140881,3.7994736842,3.0,2.16,3.319874383131438,3.9749035501344334,1330.739990234375,6393.39013671875
2008-03-19,1.5655,1.5786,1.5581,1.5636,1.5528,0.023409916014679677,-0.6859756097560954,0.0016000000000000458,75.26345838593055,0.7934007831507468,104.65559613220351,3.7994736842,3.0,2.08,3.319874383131438,3.9749035501344334,1298.4200439453125,6361.22021484375
2008-03-20,1.5637,1.5638999999999998,1.5396,1.5437,1.5533299999999999,0.021305411346547398,-1.379927170510431,-0.023599999999999843,55.596271867513096,0.602765107693363,49.97349777157301,3.7994736842,3.0,2.22,3.319874383131438,3.9749035501344334,1329.510009765625,6319.990234375
2008-03-21,1.5434,1.5472,1.5406,1.5432,1.55411,0.019373900152465984,-1.3046815042210391,-0.031200000000000117,55.193627689097056,0.5775891708696974,27.771256079154266,3.7994736842,3.0,2.08,3.319874383131438,3.9749035501344334,1329.510009765625,6319.990234375
2008-03-24,1.5406,1.5455,1.5343,1.5433,1.5550700000000002,0.017647799927445584,-0.0259117704217271,-0.02200000000000002,55.26562306992594,0.5552631892694951,10.385250008776717,3.7994736842,3.0,2.08,3.319874383131438,3.9749035501344334,1349.8800048828125,6319.990234375
2008-03-25,1.5434,1.5658,1.5413,1.561,1.55778,0.0175062934841681,1.153447382063244,-0.0026000000000001577,66.00747257562504,0.7503280522344987,60.43808302479991,3.7994736842,3.0,2.42,3.319874383131438,3.9749035501344334,1352.989990234375,6524.7099609375
2008-03-26,1.5609,1.5859,1.5584,1.5821,1.56059,0.01887911557579769,2.5140931769584762,0.03839999999999999,74.2101146559863,0.9640264128113221,125.76037181327303,3.7994736842,3.0,2.3,3.319874383131438,3.9749035501344334,1341.1300048828125,6489.259765625
2008-03-27,1.582,1.5845,1.5726,1.581,1.56249,0.01965179253561211,1.2812299807815508,0.037800000000000056,73.187121584403,0.9006337412595864,126.45066076339889,3.7994736842,3.0,2.27,3.319874383131438,3.9749035501344334,1325.760009765625,6578.06005859375
2008-03-28,1.5809,1.5838,1.5742,1.5794,1.5637,0.019905578842753346,-0.17065925036344742,0.03610000000000002,71.5921254532671,0.8467731975549655,111.65634035522598,3.7994736842,3.0,2.09,3.319874383131438,3.9749035501344334,1315.219970703125,6559.89990234375
2008-03-31,1.579,1.5896,1.5748,1.5757,1.5638299999999998,0.019582413370083485,-0.3352308665401593,0.014700000000000157,67.79577059612558,0.7767417644760056,103.81122820971721,3.7994736842,3.0,2.51,3.319874383131438,3.9749035501344334,1322.699951171875,6534.97021484375
2008-04-01,1.5758,1.5785,1.5563,1.5613,1.56343,0.017957341693546125,-1.1460048119539046,-0.02080000000000015,55.1495257705263,0.5704465653143047,39.69553353439694,4.04,3.0,2.38,2.636675107999409,3.903760975988813,1370.1800537109375,6720.330078125
2008-04-02,1.5614,1.5701,1.5532,1.5675,1.56382,0.016974082212572128,-0.5204036301326487,-0.013500000000000068,58.8239582196124,0.6393169404534826,25.966627898697354,4.04,3.0,2.18,2.636675107999409,3.903760975988813,1367.530029296875,6777.43994140625
2008-04-03,1.5676,1.5685,1.5510000000000002,1.5663,1.56608,0.015914558890298247,0.32024594888875324,-0.01309999999999989,57.80550871124777,0.6037777545328582,12.780467489198278,4.04,3.0,2.19,2.636675107999409,3.903760975988813,1369.31005859375,6741.72021484375
2008-04-04,1.5664,1.5773,1.5637,1.5737,1.56913,0.015493398921105683,0.39553429027114895,-0.0020000000000000018,62.28019562911766,0.7001080698636861,57.860059391240625,4.04,3.0,2.26,2.636675107999409,3.903760975988813,1370.4000244140625,6763.39013671875
2008-04-07,1.5727,1.5736,1.5626,1.5702,1.57182,0.014707665054403796,0.24899444550852134,0.00890000000000013,58.992457613503454,0.6234590700469963,37.211246994879716,4.04,3.0,2.24,2.636675107999409,3.903760975988813,1372.5400390625,6821.02978515625
2008-04-08,1.5701,1.5798,1.5674,1.5692,1.57264,0.013844680799245168,-0.2859503081908965,0.0017000000000000348,58.020123923806636,0.584416905623595,52.51508585540814,4.04,3.0,2.23,2.636675107999409,3.903760975988813,1365.5400390625,6771.97998046875
2008-04-09,1.5691000000000002,1.5864,1.5687,1.5822,1.57265,0.014047816430682314,0.7642338555597927,0.015900000000000025,66.09271125316587,0.8222286904984107,93.59178359612405,4.04,3.0,2.2,2.636675107999409,3.903760975988813,1354.489990234375,6721.35986328125
2008-04-10,1.5821,1.5913,1.5725,1.5741,1.57196,0.013400725356387477,0.3122610247259905,0.00039999999999995595,58.327644475416804,0.6414964752893629,86.33357607620867,4.04,3.0,2.3,2.636675107999409,3.903760975988813,1360.550048828125,6704.31982421875
2008-04-11,1.5739999999999998,1.5855,1.5738,1.5807,1.57209,0.013267526077593628,-0.09480470231323368,0.010499999999999954,62.334067124866436,0.7557874517449839,82.91885419544982,4.04,3.0,2.37,2.636675107999409,3.903760975988813,1332.8299560546875,6603.56982421875
2008-04-14,1.572,1.5884,1.5671,1.5824,1.5727600000000002,0.013147583325517465,0.527285432945801,0.0132000000000001,63.3426967081955,0.7742606940936759,77.01985543050445,4.04,3.0,2.32,2.636675107999409,3.903760975988813,1328.3199462890625,6554.490234375
2008-04-15,1.5823,1.5874,1.5752000000000002,1.5783,1.57446,0.012576715547389261,-0.15183146707155037,-0.0039000000000000146,59.10163223325459,0.6795527586291168,76.99478001491488,4.04,3.0,2.32,2.636675107999409,3.903760975988813,1334.4300537109375,6585.0498046875
2008-04-16,1.5782,1.5978,1.577,1.5953,1.5772400000000002,0.013342255430082162,0.8152173913043459,0.021199999999999886,68.74316160607512,0.9356266253401844,124.45003785785987,4.04,3.0,2.35,2.636675107999409,3.903760975988813,1364.7099609375,6702.83984375
2008-04-17,1.5952,1.5983,1.5847,1.59,1.5796100000000002,0.013367196871735265,0.7413039346132022,0.009300000000000086,63.55322574946752,0.821010099269269,124.05487146251934,4.04,3.0,2.37,2.636675107999409,3.903760975988813,1365.56005859375,6681.81005859375
2008-04-18,1.5901,1.5956,1.571,1.5816,1.5804,0.012564319689307046,-0.8587726446436461,-0.0008000000000001339,56.09527248979359,0.6485061430556316,66.06684439178599,4.04,3.0,2.32,2.636675107999409,3.903760975988813,1390.3299560546875,6843.080078125
2008-04-21,1.5799,1.5945,1.579,1.591,1.5824799999999999,0.01254195927926438,0.06289308176099517,0.012699999999999934,61.68574483846913,0.8687455340786179,107.44455389391412,4.04,3.0,2.28,2.636675107999409,3.903760975988813,1388.1700439453125,6786.5498046875
2008-04-22,1.5909,1.6018,1.5834,1.5985,1.58541,0.0129798027269028,1.0685381891755164,0.0032000000000000917,65.5720691546446,1.000225195802286,161.9672722207192,4.04,3.0,1.99,2.636675107999409,3.903760975988813,1375.93994140625,6728.2998046875
2008-04-23,1.5986,1.5998,1.5859,1.5873,1.58592,0.012281477191840029,-0.23255813953488857,-0.0027000000000001467,56.125890646673966,0.7026485925028991,115.7891387019272,4.04,3.0,2.18,2.636675107999409,3.903760975988813,1379.9300537109375,6795.02978515625
2008-04-24,1.5874,1.5884,1.5638,1.5682,1.58533,0.010070749468450657,-1.8955270566155757,-0.013399999999999856,44.09061041907154,0.2435138876302236,-46.55824336021317,4.04,3.0,2.26,2.636675107999409,3.903760975988813,1388.8199462890625,6821.31982421875
2008-04-25,1.5681,1.5707,1.5554,1.5629,1.58355,0.0078011394348160845,-1.537201537201538,-0.028100000000000014,41.356377871497436,0.1536052614255151,-119.6532728451088,4.04,3.0,2.28,2.636675107999409,3.903760975988813,1397.8399658203125,6896.580078125
2008-04-28,1.5598,1.5693,1.5596,1.565,1.58181,0.006101574429149936,-0.20405560515240895,-0.033500000000000085,42.91490016114495,0.22426414226629696,-93.1575643440067,4.04,3.0,2.29,2.636675107999409,3.903760975988813,1396.3699951171875,6925.330078125
2008-04-29,1.5649,1.5659,1.5539,1.5564,1.5796199999999998,0.004014432906999321,-0.41589353125599526,-0.030899999999999928,38.28513406328473,0.05342471205347523,-129.75456239034907,4.04,3.0,2.21,2.636675107999409,3.903760975988813,1390.93994140625,6885.33984375
2008-04-30,1.5565,1.5643,1.5516,1.5621,1.5763,0.0027881603992518933,-0.18530351437698878,-0.006099999999999994,42.827402173827,0.1904700434514846,-120.79416312444526,4.04,3.0,2.37,2.636675107999409,3.903760975988813,1385.5899658203125,6948.81982421875
2008-05-01,1.5623,1.5643,1.5429,1.5474,1.5720399999999999,0.0006229821051564333,-0.5782575173477134,-0.015499999999999847,35.368150011894414,-0.031027605773926263,-162.32877092029767,4.2019047619,3.0,2.16,3.0920172439423244,4.088413823123993,1409.3399658203125,6948.81982421875
2008-05-02,1.5475,1.5497999999999998,1.536,1.5423,1.56811,-0.001487319773182172,-1.2675244862684898,-0.022699999999999942,33.142921205827136,-0.020683923905765074,-182.5664584978343,4.2019047619,3.0,1.88,3.0920172439423244,4.088413823123993,1413.9000244140625,7043.22998046875
2008-05-05,1.5432,1.5518999999999998,1.5425,1.5495,1.56396,-0.002549381703240483,0.1357115160915079,-0.006899999999999906,39.148481864241646,0.13617693136914172,-133.17655256510687,4.2019047619,3.0,1.85,3.0920172439423244,4.088413823123993,1407.489990234375,7052.080078125
2008-05-06,1.5494,1.5594,1.5451,1.5535,1.55946,-0.0030333404039613043,0.7261881605394649,-0.008599999999999941,42.34535532535298,0.21941453975833491,-94.84368267343444,4.2019047619,3.0,1.91,3.0920172439423244,4.088413823123993,1418.260009765625,7017.10009765625
2008-05-07,1.5534,1.5535,1.5365,1.5382,1.55455,-0.004598455164879667,-0.729267505646991,-0.009200000000000097,34.61634089884379,0.06321839913114279,-121.97652197652187,4.2019047619,3.0,2.01,3.0920172439423244,4.088413823123993,1392.5699462890625,7076.25
2008-05-08,1.5381,1.544,1.5284,1.5399,1.55172,-0.005636668095344355,-0.8754425490827167,-0.0023999999999999577,36.057211204495665,0.13326368494287705,-125.8480714165398,4.2019047619,3.0,1.99,3.0920172439423244,4.088413823123993,1397.6800537109375,7071.89990234375
2008-05-09,1.5398,1.5487,1.5393,1.548,1.55023,-0.005739693404450907,0.6371083084124374,-0.0015000000000000568,42.73783507786314,0.26157723387511633,-84.76508721952183,4.2019047619,3.0,1.97,3.0920172439423244,4.088413823123993,1388.280029296875,7003.169921875
2008-05-12,1.5454,1.5569,1.5365,1.5535,1.54908,-0.005316255189027785,0.883174232092987,0.0,46.92169963191089,0.3481816894889601,-64.58728402865513,4.2019047619,3.0,1.88,3.0920172439423244,4.088413823123993,1403.5799560546875,7035.9501953125
2008-05-13,1.5534,1.5565,1.543,1.5472,1.54816,-0.005426481599291488,-0.05167958656331351,0.008999999999999897,42.929594332197645,0.28957393610303345,-59.74804797553026,4.2019047619,3.0,1.93,3.0920172439423244,4.088413823123993,1403.0400390625,7060.18994140625
2008-05-14,1.5473,1.5485,1.5396,1.5466,1.5466099999999998,-0.005498864324150254,-0.44415835210814825,0.006699999999999928,42.54653972549847,0.30170375382138265,-70.59165638254198,4.2019047619,3.0,2.03,3.0920172439423244,4.088413823123993,1408.6600341796875,7083.240234375
