daily_date,ensemble_vol_pct,garch_vol_pct,persistence_vol_pct,target_volatility_pct
1999-01-04,,0.494961645383185,0.798577007483682,0.6281321051322987
1999-01-05,,0.49520785196425643,0.6281321051322987,1.0098502593000918
1999-01-06,,0.505715842616626,1.0098502593000918,0.736998793979686
1999-01-07,,0.5077541088507252,0.736998793979686,1.0902799334616127
1999-01-08,,0.5203358526623426,1.0902799334616127,0.20737931911550428
1999-01-10,,0.5142383363233334,0.20737931911550428,0.4681818851862941
1999-01-11,,0.5111175888399248,0.4681818851862941,0.4854799305503256
1999-01-12,,0.5081261705405177,0.4854799305503256,1.0837883478808417
1999-01-13,,0.5200109600109225,1.0837883478808417,0.18838847839132827
1999-01-14,,0.5137955522163268,0.18838847839132827,0.895399869489511
1999-01-15,,0.5199934045186969,0.895399869489511,0.36256945795755224
1999-01-18,,0.5151823600266411,0.36256945795755224,0.05171522266613239
1999-01-19,,0.5084911656564515,0.05171522266613239,0.2935591816336544
1999-01-20,,0.5033106490678335,0.2935591816336544,0.3452744042997846
1999-01-21,,0.49862512749674226,0.3452744042997846,0.15522597114751388
1999-01-22,,0.49256766588473544,0.15522597114751388,0.034527406471620205
1999-01-24,,0.48619774987620573,0.034527406471620205,0.22471919569048326
1999-01-25,,0.4808068145345285,0.22471919569048326,0.034605069988032804
1999-01-26,,0.4746034602031287,0.034605069988032804,0.9385660277605349
1999-01-27,0.5047053694725037,0.48378612726680836,0.9385660277605349,0.40245023698182725
1999-01-28,0.39399147033691406,0.48037354857119746,0.40245023698182725,0.3512781341187366
1999-01-29,0.30990466475486755,0.47636231812487334,0.3512781341187366,0.14065936385061964
1999-01-31,0.35066527128219604,0.47052554256266954,0.14065936385061964,0.5814994359275252
1999-02-01,0.4595540463924408,0.47050337067086007,0.5814994359275252,0.36163214714362263
1999-02-02,0.5074923038482666,0.4666530465996659,0.36163214714362263,0.48541642466466495
1999-02-03,0.5141046643257141,0.46492329439496316,0.48541642466466495,0.3532636368311479
1999-02-04,0.4127127230167389,0.4610822195301799,0.3532636368311479,0.7344190865361319
1999-02-05,0.31434085965156555,0.4649080085171691,0.7344190865361319,0.10651518848349259
1999-02-07,0.3618062734603882,0.45911506043237166,0.10651518848349259,0.3719122324584862
1999-02-08,0.47003173828125,0.4556288658225899,0.3719122324584862,0.017675651835682885
1999-02-09,0.538021445274353,0.44980581712784995,0.017675651835682885,0.017672528101127308
1999-02-10,0.5396229028701782,0.4440738784000017,0.017672528101127308,0.7271469478334825
1999-02-11,0.4265567362308502,0.44833424620087353,0.7271469478334825,0.6210649011101959
1999-02-12,0.3273475170135498,0.44952320422263314,0.6210649011101959,0.09734083331325281
1999-02-14,0.3761844336986542,0.4439923352589559,0.09734083331325281,0.594949142033052
1999-02-15,0.48144227266311646,0.44503237870546264,0.594949142033052,0.12476607981553632
1999-02-16,0.5303547978401184,0.4396937149073084,0.12476607981553632,0.24937668784026798
1999-02-17,0.512592077255249,0.4352231078057706,0.24937668784026798,0.41895145291652297
1999-02-18,0.3995952904224396,0.43314258841618064,0.41895145291652297,1.2313102134976939
1999-02-19,0.2969302833080292,0.4559591015311529,1.2313102134976939,0.00904281774818452
1999-02-21,0.33604368567466736,0.45012880923390136,0.00904281774818452,0.28977653166816003
1999-02-22,0.43585890531539917,0.44599964198586495,0.28977653166816003,0.12704175937345327
1999-02-23,0.4853687882423401,0.44065627934268187,0.12704175937345327,0.13629550971837837
1999-02-24,0.49796801805496216,0.43544878423965017,0.13629550971837837,0.3449218269416412
1999-02-25,0.4129047393798828,0.43210441805540883,0.3449218269416412,0.0997235022129829
1999-02-26,0.326760470867157,0.4268649532721343,0.0997235022129829,0.33616530998822386
1999-02-28,0.3859836459159851,0.4237601367984483,0.33616530998822386,0.9234351333984477
1999-03-01,0.4969567358493805,0.4349699796009906,0.9234351333984477,0.4399237229688148
1999-03-02,0.5522853136062622,0.43301791451336435,0.4399237229688148,0.5686002113118761
1999-03-03,0.5582405924797058,0.4338143207604998,0.5686002113118761,0.5903531581546542
1999-03-04,0.4576892852783203,0.4350651263840921,0.5903531581546542,0.08322930151693694
1999-03-05,0.3654942810535431,0.42967371415840033,0.08322930151693694,0.018485996910016934
1999-03-07,0.41502732038497925,0.42425888000094797,0.018485996910016934,0.6264991930829299
1999-03-08,0.5221586227416992,0.4263391908938605,0.6264991930829299,0.0
1999-03-09,0.5913600921630859,0.42097528186525374,0.0,0.5586862542122853
1999-03-10,0.5795086026191711,0.42163018449960066,0.5586862542122853,0.8095737126021586
1999-03-11,0.45603951811790466,0.42877977157098296,0.8095737126021586,1.2122465363717032
1999-03-12,0.33943602442741394,0.45108808799512196,1.2122465363717032,0.03668715073708058
1999-03-14,0.39975523948669434,0.44536833164946343,0.03668715073708058,0.03668715073707574
1999-03-15,0.5040443539619446,0.43972041548887997,0.03668715073707574,0.903744340873564
1999-03-16,0.547824501991272,0.4490049089178929,0.903744340873564,0.0726744218032764
1999-03-17,0.5288361310958862,0.4433633677135607,0.0726744218032764,0.3639014205004093
1999-03-18,0.42816582322120667,0.44028147631923803,0.3639014205004093,0.7593467711432843
1999-03-19,0.3361329138278961,0.44556935810102954,0.7593467711432843,0.17433596194181386
1999-03-21,0.380147784948349,0.4404222397160929,0.17433596194181386,0.08247423147902964
1999-03-22,0.4856724143028259,0.4349429945533762,0.08247423147902964,0.3027386377132504
1999-03-23,0.5365663766860962,0.4312567423853418,0.3027386377132504,0.05514199202307686
1999-03-24,0.5190337896347046,0.4258874708040702,0.05514199202307686,0.34994049892688983
1999-03-25,0.4090370535850525,0.4229890899573368,0.34994049892688983,0.6942865195173844
1999-03-26,0.3058117628097534,0.42716330989791756,0.6942865195173844,0.13013573132354161
1999-03-28,0.3451053500175476,0.42214734141627774,0.13013573132354161,0.21416275237135596
1999-03-29,0.45492514967918396,0.41780214653618203,0.21416275237135596,0.03729256056644697
1999-03-30,0.5091029405593872,0.41261099572406607,0.03729256056644697,0.39087997650526396
1999-03-31,0.5151339769363403,0.4104074001829914,0.39087997650526396,0.1577799761169747
1999-04-01,0.41307491064071655,0.40575472233387216,0.1577799761169747,0.10196042965156633
1999-04-02,0.3259226679801941,0.40090199614715877,0.10196042965156633,0.055601891896740786
1999-04-04,0.381000280380249,0.39602229052680094,0.055601891896740786,0.6603139546623414
1999-04-05,0.47398972511291504,0.40030917152203865,0.6603139546623414,0.9934625137626808
1999-04-06,0.5247397422790527,0.4149568180675893,0.9934625137626808,0.5465760052160601
1999-04-07,0.5044525265693665,0.4158198582642502,0.5465760052160601,0.21388393330587382
1999-04-08,0.4006257951259613,0.4115871380118507,0.21388393330587382,0.4829132713183255
1999-04-09,0.3189238905906677,0.4109812983396411,0.4829132713183255,0.22209892527843808
1999-04-11,0.36536750197410583,0.4067916253780897,0.22209892527843808,0.10173411282067946
1999-04-12,0.4716017246246338,0.40197629308684013,0.10173411282067946,0.29654363312171655
1999-04-13,0.5280622839927673,0.39888381762011693,0.29654363312171655,0.36129549700016905
1999-04-14,0.5070556402206421,0.3965507177971832,0.36129549700016905,1.0971751160170862
1999-04-15,0.3889983594417572,0.41625936657068807,1.0971751160170862,0.056080008947078125
1999-04-16,0.2933740019798279,0.41110286168404725,0.056080008947078125,0.16833446413984912
