ref_date,value,publication_date
2019-07-01,-0.15,2019-07-31
2019-08-01,-0.15,2019-08-30
2019-09-01,-0.15,2019-09-30
2019-10-01,-0.15,2019-10-31
2019-11-01,-0.15,2019-11-29
2019-12-01,-0.15,2019-12-31
2020-01-01,0.06,2020-01-31
2020-02-01,0.1,2020-02-28
2020-03-01,0.1,2020-03-31
2020-04-01,0.1,2020-04-30
2020-05-01,0.1,2020-05-29
2020-06-01,0.1,2020-06-30
2020-07-01,0.1,2020-07-31
2020-08-01,0.1,2020-08-31
2020-09-01,0.1,2020-09-30
2020-10-01,0.1,2020-10-30
