ref_date,value,publication_date
1983-10-01,2.26724,1983-10-31
1983-11-01,2.26477,1983-11-30
1983-12-01,2.46023,1983-12-30
1984-01-01,2.14871,1984-01-31
1984-02-01,3.0366400000000002,1984-02-29
1984-03-01,3.0566400000000002,1984-03-30
1984-04-01,2.3166700000000002,1984-04-30
1984-05-01,2.75,1984-05-31
1984-06-01,3.8383599999999998,1984-06-29
1984-07-01,4.85484,1984-07-31
1984-08-01,2.8886700000000003,1984-08-31
1984-09-01,3.9776800000000003,1984-09-28
1984-10-01,3.43145,1984-10-31
1984-11-01,2.9238299999999997,1984-11-30
1984-12-01,4.85081,1984-12-31
1985-01-01,4.74395,1985-01-31
1985-02-01,3.23884,1985-02-28
1985-03-01,4.49138,1985-03-29
1985-04-01,4.37298,1985-04-30
1985-05-01,4.75977,1985-05-31
1985-06-01,4.57366,1985-06-28
1985-07-01,3.19853,1985-07-31
1985-08-01,3.5495699999999997,1985-08-30
1985-09-01,3.7758599999999998,1985-09-30
1985-10-01,1.95833,1985-10-31
1985-11-01,1.98922,1985-11-29
1985-12-01,4.36581,1985-12-31
1986-01-01,3.70474,1986-01-31
1986-02-01,3.12723,1986-02-28
1986-03-01,4.79741,1986-03-31
1986-04-01,3.50379,1986-04-30
1986-05-01,3.9008599999999998,1986-05-30
1986-06-01,5.46767,1986-06-30
1986-07-01,3.06434,1986-07-31
1986-08-01,2.60045,1986-08-29
1986-09-01,2.36875,1986-09-30
1986-10-01,1.18939,1986-10-31
1986-11-01,1.68973,1986-11-28
1986-12-01,2.63214,1986-12-31
1987-01-01,2.47098,1987-01-30
1987-02-01,2.99107,1987-02-27
1987-03-01,2.0875,1987-03-31
1987-04-01,2.32197,1987-04-30
1987-05-01,2.8192,1987-05-29
1987-06-01,4.44792,1987-06-30
1987-07-01,2.70265,1987-07-31
1987-08-01,2.70043,1987-08-31
1987-09-01,2.40833,1987-09-30
1987-10-01,2.1953099999999997,1987-10-30
1987-11-01,2.68103,1987-11-30
1987-12-01,0.29044000000000003,1987-12-31
1988-01-01,0.38393,1988-01-29
1988-02-01,0.5625,1988-02-29
1988-03-01,0.9857100000000001,1988-03-31
1988-04-01,1.71528,1988-04-29
1988-05-01,1.85625,1988-05-31
1988-06-01,2.53788,1988-06-30
1988-07-01,2.7133599999999998,1988-07-29
1988-08-01,2.22348,1988-08-31
1988-09-01,2.40517,1988-09-30
1988-10-01,3.13578,1988-10-31
1988-11-01,4.12292,1988-11-30
1988-12-01,3.98485,1988-12-30
1989-01-01,4.8017199999999995,1989-01-31
1989-02-01,5.234380000000001,1989-02-28
1989-03-01,4.992430000000001,1989-03-31
1989-04-01,5.73707,1989-04-28
1989-05-01,7.0875,1989-05-31
1989-06-01,6.9375,1989-06-30
1989-07-01,6.8556,1989-07-31
1989-08-01,7.053030000000001,1989-08-31
1989-09-01,7.140630000000001,1989-09-29
1989-10-01,6.9875,1989-10-31
1989-11-01,6.62891,1989-11-30
1989-12-01,8.56653,1989-12-29
1990-01-01,9.28017,1990-01-31
1990-02-01,8.57143,1990-02-28
1990-03-01,8.75195,1990-03-30
1990-04-01,9.11042,1990-04-30
1990-05-01,8.52083,1990-05-31
1990-06-01,8.70313,1990-06-29
1990-07-01,8.58266,1990-07-31
1990-08-01,7.7695300000000005,1990-08-31
1990-09-01,6.6183,1990-09-28
1990-10-01,7.39113,1990-10-31
1990-11-01,7.726560000000001,1990-11-30
1990-12-01,8.90927,1990-12-31
1991-01-01,7.963710000000001,1991-01-31
1991-02-01,7.674110000000001,1991-02-28
1991-03-01,8.73125,1991-03-29
1991-04-01,8.06875,1991-04-30
1991-05-01,7.58984,1991-05-31
1991-06-01,7.47098,1991-06-28
1991-07-01,7.235289999999999,1991-07-31
1991-08-01,7.943969999999999,1991-08-30
1991-09-01,7.8017199999999995,1991-09-30
1991-10-01,7.5322,1991-10-31
1991-11-01,7.14655,1991-11-29
1991-12-01,7.625,1991-12-31
1992-01-01,7.142239999999999,1992-01-31
1992-02-01,7.236610000000001,1992-02-28
1992-03-01,8.47083,1992-03-31
1992-04-01,8.34848,1992-04-30
1992-05-01,9.06696,1992-05-29
1992-06-01,8.95,1992-06-30
1992-07-01,8.034089999999999,1992-07-31
1992-08-01,7.53017,1992-08-31
1992-09-01,7.05,1992-09-30
1992-10-01,5.746090000000001,1992-10-30
1992-11-01,6.12931,1992-11-30
1992-12-01,5.92647,1992-12-31
1993-01-01,5.16518,1993-01-29
1993-02-01,5.71429,1993-02-26
1993-03-01,5.33065,1993-03-31
1993-04-01,5.21094,1993-04-30
1993-05-01,4.93966,1993-05-31
1993-06-01,5.0875,1993-06-30
1993-07-01,4.69531,1993-07-30
1993-08-01,4.875,1993-08-31
1993-09-01,4.767580000000001,1993-09-30
1993-10-01,4.50216,1993-10-29
