time,open,high,low,close
2022-07-27 01:00:00+00:00,142.18,142.337,142.171,142.305
2022-07-27 02:00:00+00:00,142.308,142.474,142.2,142.43
2022-07-27 03:00:00+00:00,142.435,142.491,142.364,142.423
2022-07-27 04:00:00+00:00,142.423,142.456,142.347,142.357
2022-07-27 05:00:00+00:00,142.361,142.376,142.301,142.335
2022-07-27 06:00:00+00:00,142.338,142.468,142.336,142.448
2022-07-27 07:00:00+00:00,142.448,142.46,142.346,142.373
2022-07-27 08:00:00+00:00,142.377,142.417,142.22,142.24
2022-07-27 09:00:00+00:00,142.239,142.383,142.175,142.336
2022-07-27 10:00:00+00:00,142.332,142.408,142.217,142.294
2022-07-27 11:00:00+00:00,142.294,142.362,142.104,142.116
2022-07-27 12:00:00+00:00,142.116,142.242,142.003,142.183
2022-07-27 13:00:00+00:00,142.184,142.298,142.073,142.096
2022-07-27 14:00:00+00:00,142.098,142.37,142.06,142.326
2022-07-27 15:00:00+00:00,142.328,142.559,142.222,142.233
2022-07-27 16:00:00+00:00,142.229,142.349,142.139,142.336
2022-07-27 17:00:00+00:00,142.335,142.351,142.19,142.272
2022-07-27 18:00:00+00:00,142.273,142.344,142.229,142.236
2022-07-27 19:00:00+00:00,142.237,142.375,142.097,142.184
2022-07-27 20:00:00+00:00,142.181,142.492,142.033,142.215
2022-07-27 21:00:00+00:00,142.219,142.417,142.184,142.332
2022-07-27 22:00:00+00:00,142.328,142.448,142.05,142.05
2022-07-27 23:00:00+00:00,142.212,142.258,142.124,142.199
2022-07-28 00:00:00+00:00,142.23,142.285,142.161,142.242
2022-07-28 01:00:00+00:00,142.239,142.24,141.967,142.0
2022-07-28 02:00:00+00:00,141.98,142.157,141.872,141.899
2022-07-28 03:00:00+00:00,141.896,141.902,141.029,141.308
2022-07-28 04:00:00+00:00,141.309,141.421,141.097,141.288
2022-07-28 05:00:00+00:00,141.286,141.319,141.163,141.183
2022-07-28 06:00:00+00:00,141.186,141.298,141.15,141.226
2022-07-28 07:00:00+00:00,141.224,141.372,141.13,141.161
2022-07-28 08:00:00+00:00,141.159,141.306,141.036,141.304
2022-07-28 09:00:00+00:00,141.305,141.5,141.243,141.356
2022-07-28 10:00:00+00:00,141.356,141.395,141.23,141.303
2022-07-28 11:00:00+00:00,141.304,141.398,141.074,141.076
2022-07-28 12:00:00+00:00,141.078,141.237,140.943,141.004
2022-07-28 13:00:00+00:00,141.006,141.022,140.814,140.986
2022-07-28 14:00:00+00:00,140.984,141.258,140.594,140.687
2022-07-28 15:00:00+00:00,140.688,140.755,140.414,140.613
2022-07-28 16:00:00+00:00,140.618,140.793,140.483,140.651
2022-07-28 17:00:00+00:00,140.648,140.698,140.405,140.481
2022-07-28 18:00:00+00:00,140.48,140.607,140.436,140.587
2022-07-28 19:00:00+00:00,140.586,140.639,140.486,140.543
2022-07-28 20:00:00+00:00,140.543,140.688,140.532,140.607
2022-07-28 21:00:00+00:00,140.608,140.704,140.539,140.569
2022-07-28 22:00:00+00:00,140.568,140.634,140.408,140.447
2022-07-28 23:00:00+00:00,140.513,140.579,140.443,140.549
2022-07-29 00:00:00+00:00,140.586,140.869,140.569,140.596
2022-07-29 01:00:00+00:00,140.597,140.812,140.59,140.796
2022-07-29 02:00:00+00:00,140.773,141.053,140.706,140.94
2022-07-29 03:00:00+00:00,140.937,140.99,140.818,140.905
2022-07-29 04:00:00+00:00,140.906,140.913,140.666,140.713
2022-07-29 05:00:00+00:00,140.713,140.729,139.691,139.861
2022-07-29 06:00:00+00:00,139.857,140.081,139.823,140.009
2022-07-29 07:00:00+00:00,140.008,140.021,139.507,139.766
2022-07-29 08:00:00+00:00,139.752,139.867,139.315,139.421
2022-07-29 09:00:00+00:00,139.422,139.74,139.31,139.437
2022-07-29 10:00:00+00:00,139.439,139.687,139.391,139.587
2022-07-29 11:00:00+00:00,139.588,140.031,139.569,139.883
2022-07-29 12:00:00+00:00,139.882,140.026,139.716,139.982
2022-07-29 13:00:00+00:00,139.982,139.996,139.787,139.804
2022-07-29 14:00:00+00:00,139.811,140.355,139.791,140.068
2022-07-29 15:00:00+00:00,140.067,140.304,139.949,139.992
2022-07-29 16:00:00+00:00,139.997,140.444,139.967,140.319
2022-07-29 17:00:00+00:00,140.321,140.379,139.918,140.008
2022-07-29 18:00:00+00:00,140.01,140.174,139.969,139.973
2022-07-29 19:00:00+00:00,139.971,139.993,139.816,139.971
2022-07-29 20:00:00+00:00,139.972,140.058,139.847,140.052
2022-07-29 21:00:00+00:00,140.039,140.117,139.871,140.059
2022-07-29 22:00:00+00:00,140.058,140.111,139.927,139.937
2022-07-31 23:00:00+00:00,139.929,139.975,139.755,139.845
2022-08-01 00:00:00+00:00,139.839,140.037,139.716,139.964
2022-08-01 01:00:00+00:00,139.963,140.106,139.936,139.946
2022-08-01 02:00:00+00:00,139.925,140.021,139.506,139.626
2022-08-01 03:00:00+00:00,139.628,139.692,138.914,139.268
2022-08-01 04:00:00+00:00,139.265,139.405,139.11,139.34
2022-08-01 05:00:00+00:00,139.337,139.582,139.304,139.377
2022-08-01 06:00:00+00:00,139.378,139.418,139.166,139.396
2022-08-01 07:00:00+00:00,139.395,139.434,139.269,139.343
2022-08-01 08:00:00+00:00,139.339,139.432,139.109,139.157
2022-08-01 09:00:00+00:00,139.165,139.47,138.987,139.368
2022-08-01 10:00:00+00:00,139.368,139.425,139.195,139.348
2022-08-01 11:00:00+00:00,139.35,139.459,139.008,139.159
2022-08-01 12:00:00+00:00,139.152,139.257,139.011,139.244
2022-08-01 13:00:00+00:00,139.244,139.469,139.199,139.391
2022-08-01 14:00:00+00:00,139.393,139.422,139.038,139.04
2022-08-01 15:00:00+00:00,139.037,139.105,138.822,138.868
2022-08-01 16:00:00+00:00,138.862,139.222,138.685,138.79
2022-08-01 17:00:00+00:00,138.79,138.921,138.648,138.91
2022-08-01 18:00:00+00:00,138.913,138.949,138.735,138.758
2022-08-01 19:00:00+00:00,138.755,138.788,138.62,138.722
2022-08-01 20:00:00+00:00,138.72,138.754,138.606,138.671
2022-08-01 21:00:00+00:00,138.672,138.688,138.491,138.536
2022-08-01 22:00:00+00:00,138.536,138.565,138.493,138.526
2022-08-01 23:00:00+00:00,138.573,138.63,138.348,138.53
2022-08-02 00:00:00+00:00,138.518,138.628,138.36,138.466
2022-08-02 01:00:00+00:00,138.467,138.572,138.24,138.277
2022-08-02 02:00:00+00:00,138.277,138.412,137.796,138.038
2022-08-02 03:00:00+00:00,138.038,138.052,137.514,137.687
2022-08-02 04:00:00+00:00,137.686,137.725,137.521,137.647
2022-08-02 05:00:00+00:00,137.645,137.816,137.545,137.703
2022-08-02 06:00:00+00:00,137.699,137.769,137.599,137.626
2022-08-02 07:00:00+00:00,137.619,137.629,137.311,137.434
2022-08-02 08:00:00+00:00,137.435,137.782,137.355,137.449
2022-08-02 09:00:00+00:00,137.449,137.599,137.18,137.37
2022-08-02 10:00:00+00:00,137.375,137.779,137.327,137.513
2022-08-02 11:00:00+00:00,137.516,137.692,137.405,137.513
2022-08-02 12:00:00+00:00,137.515,137.64,137.389,137.45
2022-08-02 13:00:00+00:00,137.452,137.635,137.394,137.505
2022-08-02 14:00:00+00:00,137.506,137.558,137.139,137.284
2022-08-02 15:00:00+00:00,137.281,137.742,137.239,137.676
2022-08-02 16:00:00+00:00,137.677,138.109,137.55,138.08
2022-08-02 17:00:00+00:00,138.079,138.731,138.032,138.661
2022-08-02 18:00:00+00:00,138.659,138.699,138.515,138.618
2022-08-02 19:00:00+00:00,138.62,138.967,138.595,138.884
2022-08-02 20:00:00+00:00,138.886,138.999,138.795,138.945
2022-08-02 21:00:00+00:00,138.947,139.023,138.777,139.009
2022-08-02 22:00:00+00:00,139.007,139.099,138.991,139.042
2022-08-02 23:00:00+00:00,139.043,139.088,138.937,138.979
2022-08-03 00:00:00+00:00,139.026,139.141,138.839,138.885
2022-08-03 01:00:00+00:00,138.887,139.352,138.87,139.112
2022-08-03 02:00:00+00:00,139.087,139.643,139.085,139.565
2022-08-03 03:00:00+00:00,139.567,139.661,139.328,139.562
2022-08-03 04:00:00+00:00,139.563,139.609,139.111,139.205
2022-08-03 05:00:00+00:00,139.207,139.272,138.819,138.873
2022-08-03 06:00:00+00:00,138.874,139.045,138.598,138.959
2022-08-03 07:00:00+00:00,138.956,139.327,138.948,139.316
2022-08-03 08:00:00+00:00,139.314,139.45,138.92,138.937
2022-08-03 09:00:00+00:00,138.936,139.253,138.743,139.0
2022-08-03 10:00:00+00:00,139.0,139.122,138.82,138.847
2022-08-03 11:00:00+00:00,138.85,138.881,138.666,138.754
2022-08-03 12:00:00+00:00,138.755,139.131,138.747,139.116
2022-08-03 13:00:00+00:00,139.117,139.191,139.021,139.181
2022-08-03 14:00:00+00:00,139.184,139.346,139.146,139.179
2022-08-03 15:00:00+00:00,139.176,139.185,138.901,138.955
2022-08-03 16:00:00+00:00,138.954,139.505,138.933,139.331
2022-08-03 17:00:00+00:00,139.332,139.355,139.175,139.304
2022-08-03 18:00:00+00:00,139.305,139.315,139.037,139.305
2022-08-03 19:00:00+00:00,139.303,139.385,139.264,139.349
